speaker,sex,text
nervich_paul,M,"NERVICH:
Jean, denne Middaa kummt myni fiancée ! Wenn ich nitt grad do sott sinn, ze exküsiere Sie mich by’re, unn wenn s’e-n-ebbs will, ze hann Sie’re ze folje wie mir !
"
zweiter_warter,M,"2. WÄRTER:
Wurd gemacht, Herr Dokter! 
"
nervich_paul,M,"NERVICH:
Unn jetzt will ich in myne Kranke noch e Visit mache. 
"
erster_warter,M,"1. WÄRTER:
D’r Herr Dokter hett g’schellt !
"
nervich_paul,M,"NERVICH:
Horiche Sie, Léon : ’s kummt glych e Mamsell, wo mit mir redde will; ich habb awer kein Luscht dezue. Bref, wenn s’e kummt, ze gänn Sie’re so richtig ze verstehn, ass s’e mir g’stohle kann wäre, so ass s’e’s Widderkumme vergesst.
"
erster_warter,M,"1. WÄRTER:
Herr Dokter, verlonn Sie sich ganz uff mich ! 
"
nervich_paul,M,"NERVICH:
So, unn jetzt g’schwind an d’Arweit! 
"
euphrosine_bendele,F,"EUPHROSINE:
Diss isch mir noch e scheeni Uffsicht fur e Narre-Hüss ! Kein Seel haw ich g’sähn, unn ich muess doch myn lieb’s Lorele widder hann! 
"
zweiter_warter,M,"2. WÄRTER:
(fur sich)
Wie isch denn die do ryngewitscht? Diss isch ohne Zwyefel im Herr Dokter syni fiancée ! Heiliché, muess die e Hüffe Geld hann, ass sich d’r Herr Dokter in diss alt Kaliwer vergafft hett !
"
euphrosine_bendele,F,"EUPHROSINE
(drähjt sich erum):
Ah, do isch jo endlich ebber.
"
zweiter_warter,M,"2. WÄRTER:
Mademoiselle, Sie exküsiere, d’r Herr Dokter macht grad Visit !
"
euphrosine_bendele,F,"EUPHROSINE:
Diss isch mir egal! Ich will uff’s Dach steje !
"
zweiter_warter,M,"2. WÄRTER
(fur sich):
Im Herr Dokter ? 
"
euphrosine_bendele,F,"EUPHROSINE:
0, ’s isch e scheener Vöjel!
"
zweiter_warter,M,"2. WÄRTER:
(fur sich)
Sicher hett s’e de Herr Dokter mit’re andere verwitscht! Na, ich kann’s ihm nitt in iwel nemme !
"
euphrosine_bendele,F,"EUPHROSINE:
Unn er hett allewyl so scheen babble kenne!
"
zweiter_warter,M,"2. WÄRTER
(fur sich):
E Wunder, wenn s’e viel Glüwes hett !
"
euphrosine_bendele,F,"EUPHROSINE:
Üss d’r Hand hett’r mir g’fresse !
"
zweiter_warter,M,"2. WÄRTER
(fur sich):
Hoffetlich isch s’e proper g’sinn !
"
euphrosine_bendele,F,"EUPHROSINE:
Er isch mir als uff d’Achsel g’huckt...
"
zweiter_warter,M,"2. WÄRTER
(fur sich):
Diss hätt ich sähn mechte !
"
euphrosine_bendele,F,"EUPHROSINE:
. . . unn hett mich ins Ohreläppel gebisse !
"
zweiter_warter,M,"2. WÄRTER
(fur sich):
Als besser, als wenn s’e d’r Herr Dokter uff’s Müll hätt g’schmutzt !
"
euphrosine_bendele,F,"EUPHROSINE:
Ich habb’m awer ze viel Frejheite gelonn, unn so isch’s kumme, ass’r mir durich d’Lumpe isch !
"
zweiter_warter,M,"2. WÄRTER
(fur sich):
D’r Herr Dokter hett gewisst, was’r macht !
"
euphrosine_bendele,F,"EUPHROSINE:
Awer ich bekumm’ne widder! Ich weiss, wo’r isch! Hann Sie alli Schlissel vum Hüss ?
"
zweiter_warter,M,"2. WÄRTER:
Gewiss, Mademoiselle ! 
"
euphrosine_bendele,F,"EUPHROSINE:
Na, ze kumme Sie mit mir!
"
zweiter_warter,M,"2. WÄRTER
(fur sich):
In Gott’s Namme denn ! Ich muess’re folje — d’r Herr Dokter hett’s jo g’saat ! 
"
narr,M,"NARR
(in Anstaltsmantel, macht vorsichtig d’Dier uff, kummt no eryng’stirmt unn hüpst im Zimmer unn uff de Stiehl unn uff’m Schryebdisch erum):
Tahitata ! Ich bin frej — ich bin’ne üssgerisse! Ich bin nitt verruckt, awer alli andere sinn gebiekt — sogar d’r Herr Professer ! — Tahitata ! Do hänge Kleider — die zej ich an unn no kann ich unscheniert vun do verschwinde ! 
"
nervich_paul,M,"NERVICH
(fur sich):
Do isch schynnt’s Visit kumme !
"
narr,M,"NARR:
(steht uff)
Myn Namme-n-isch Brummer !
"
nervich_paul,M,"NERVICH:
Dokter Nervich ! Fraid mich, Sie kenne ze lehre ! 
"
narr,M,"NARR:
Sie hann mir g’schriwe ... 
"
nervich_paul,M,"NERVICH:
Gewiss, Monsieur Brummer, unn ich hoff, ass Sie mir kenn Absaa bringe !
"
narr,M,"NARR
(fur sich):
Wenn ich numme schun drüsse wär! 
"
nervich_paul,M,"NERVICH:
Awer ganz unn gar nitt.
"
narr,M,"NARR
(vergesst sich):
Tahitata !
"
nervich_paul,M,"NERVICH.:
Wie meine Sie !
"
narr,M,"NARR:
Ich? Ich habb nix g’saat! — Also guet, Sie solle myni Dochter hann !
"
nervich_paul,M,"NERVICH
(umarmt’ne):
Merci, liewer Schwejerbabbe !
"
narr,M,"NARR:
Schun guet! D’r Kinni vun Siam kann sich diss leischte !
"
nervich_paul,M,"NERVICH:
Wie hann Sie gemeint ?
"
narr,M,"NARR:
Ich? O, gar nix!
"
erster_warter,M,"1. WÄRTER
(mit Brief):
Do isch d’Poscht, Herr Dokter!
"
nervich_paul,M,"NERVICH:
’s isch guet ! Ich mecht awer nimmi g’steert sinn — d’r Monsieur Brummer, myn zuekinftiger Schwejerbabbe-n-isch by mir! 
"
erster_warter,M,"1. WÄRTER:
’s isch rächt, Herr Dokter ! 
"
narr,M,"NARR:
Unn wie wär’s jetzt, myn Liewer ? Hann Sie nix fur mit anzestosse an so’me Fraidedaa, wo ich die Säj los bin ?
"
nervich_paul,M,"NERVICH:
Wie ? Wer isch e Säj? ’s Oktavie doch nitt?
"
narr,M,"NARR
(vergelschtert fur sich):
Schier hätt ich mich verschnappt ! Ich habb d’G’fangeschaft gemeint! 
"
nervich_paul,M,"NERVICH:
Ah so! Ze will ich g’schwind e guet’s Fläschel b’stelle gehn ! 
"
narr,M,"NARR:
Tahitata! Denne Narr bin ich los! Jetzt wurd’s Zytt, ass sich d’r Kinni vun Siam üss’m Staub macht! 
"
euphrosine_bendele,F,"EUPHROSINE:
Vun mym Papegei isch kein Spür ze sähn ! Awer finde muess ich’ne !
"
erster_warter,M,"1. WÄRTER
(gepressiert unn ohne-n-uff d’Euphrosine ze-n-achte):
Pardon, Monsieur Brummer, wisse Sie, wo d’r Herr Dokter isch ? Ich brüch e Rezept vun’m.
"
narr,M,"NARR:
Er isch grad dort nüss! 
"
euphrosine_bendele,F,"EUPHROSINE
(fur sich):
Haw ich rächt g’heert ? 
"
narr,M,"NARR
(fur sich):
Was will denn diss Muschter vun mir ? 
"
euphrosine_bendele,F,"EUPHROSINE:
Wie mich diss fraid ! Ich bin nämlich d’ Mamsell Euphrosine Bendélé ! Mir hann uns doch denne Oowe welle perseenlich kenne lehre, fur iwer unseri Hyroot ze redde !
"
narr,M,"NARR:
(fur sich)
Tahitata! So verruckt bin ich jetzt doch nitt ! 
"
euphrosine_bendele,F,"EUPHROSINE:
Ich bin au ganz verruckt üss lütter Lieb ! Ich kann’s kümm verwarte !
"
narr,M,"NARR:
’s isch jo nimm lang bis denne-n-Oowe !
"
euphrosine_bendele,F,"EUPHROSINE:
Ze will ich mich so lang noch beherrsche ! Zuedem haw ich noch Arweit in dem Hüss. Also, au revoir, myn Liewer !
"
narr,M,"NARR
(fur sich):
Nein, d’r Kinni vun Siam geht nitt in d’Sklaverej !
"
narr,M,"NARR:
Tahitata ! Ich bin s’e los! Unn ich geh jetzt au los! 
"
narr,M,"NARR:
(fur sich)
E Heilich, ich bin verlore !
"
dritter_warter,M,"3. WÄRTER:
Herr Dokter, ich bin d’r nej Wärter !
"
narr,M,"NARR
(fur sich):
Tahitata! D’r Thron vun Siam isch gerett ! 
"
dritter_warter,M,"3. WÄRTER:
Diss will ich meine, Herr Dokter !
"
narr,M,"NARR:
Lonn Sie sich uff nix yn, was’r au saat !
"
dritter_warter,M,"3. WÄRTER:
Ich bin schun mit andere Meischter worre !
"
nervich_paul,M,"NERVICH:
So, liewer Schwejerbabbe, d’r Wyn kummt glych!
"
narr,M,"NARR
(zuem Wärter):
Diss isch’r !
"
nervich_paul,M,"NERVICH
(zuem Wärter):
Wer sinn Sie? Ich habb Sie noch nitt g’sähn, zydder ass ich do hinne Dokter bin !
"
dritter_warter,M,"3. WÄRTER
(zuem Narr):
Denne soll’s nitt hann! 
"
nervich_paul,M,"NERVICH:
Was soll diss heisse ? Ich glabb, Sie sinn verruckt !
"
dritter_warter,M,"3. WÄRTER:
E Verruckter luejt alli G’scheite fur verruckt an! — Allez-hopp, Männel, als do nyn g’spaziert 
"
nervich_paul,M,"NERVICH:
Was fallt denn dem Mensch yn ?
"
narr,M,"NARR
(zuem Nervich):
’s isch guet fur Ihri G’sundheit !
"
nervich_paul,M,"NERVICH:
Ich habb jo g’saat, ass’r pathologisch isch ! Ihr sinn alli zwei meschugge !
"
dritter_warter,M,"3. WÄRTER
(zuem Narr):
Ich will’s kurz mache, Herr Dokter! 
"
nervich_paul,M,"NERVICH:
Was, Herr Dokter ! Ich bin dohinne d’r Dokter !
"
narr,M,"NARR
(hälft au):
Tahitata ! Diss kenne Sie de Gummiwänd do hinne verzehle !
"
nervich_paul,M,"NERVICH:
Jesses, im Octavie syn Babbe-n-isch wohrhaftig verruckt worre ! — Hilf! E Revolt im Narrehüss !
"
dritter_warter,M,"3. WÄRTER
(gitt im Nervich e Stoss, so ass’r in d’Cabine nynfliejt, schlaat d’Dier zue unn schliesst ab):
So, der wär uffg’hebbt !
"
narr,M,"NARR:
(fur sich)
Uun jetzt nix als wie ab ! 
"
dritter_warter,M,"3. WÄRTER:
Ich soll im Herr Dokter doch noch denne Patient vorfiehre, wo üss d’r Abteilung II üssgerisse-n-isch !
"
narr,M,"NARR
(fur sich):
Tahitata! Diss wär jo no ich! Denne muess ich kenne lehre ! 
"
brummer,M,"BRUMMER
(wietig):
Endlich! Ich bin nass bis unter d’Hütt ! Sinn Sie d’r Dokter Nervich ?
"
narr,M,"NARR:
Allerdings, Monsieur. ...
"
narr,M,"NARR
(für sich):
Jesses, der Schwejeres vum Dokter! 
"
brummer,M,"BRUMMER:
Sie kumme mir grad g’schliche! Ich hätt’ne jo myni Dochter sowieso nitt gänn ; nooch dere Behandlung awer bekumme Sie s’e erscht erächt nitt! 
"
narr,M,"NARR:
Ich gibb Ihnne myn Wort, ass ich nix defur kann !
"
brummer,M,"BRUMMER:
Do isch e Gaunerej im Spiel! Wyll Sie sich hann denke kenne, ass ich geje d’Hyroot bin, hann Sie mich einfach dohinne welle verschwinde mache! Unn myn Geld hätte Sie no au g’hett!
"
narr,M,"NARR
(fur sich):
Der isch gar nitt so verruckt ! So isch’s schun gemacht worre. 
"
brummer,M,"BRUMMER:
Im Läwe nie!
"
narr,M,"NARR:
No kumme Sie nimmi üss dem Hüss erüss. 
"
brummer,M,"BRUMMER:
No geh ich uff d’ Polizej unn ....
"
narr,M,"NARR:
Awer ohne myne Wille nitt ! — Wärter, fiehre Sie’ne widder ab ! 
"
brummer,M,"BRUMMER:
Nein, numme diss nitt! 
"
narr,M,"NARR:
Na, wie steht’s ?
"
brummer,M,"BRUMMER:
Was blyet mir iwrig! Nemme Sie myntwäje myni Dochter !
"
narr,M,"NARR:
No gänn Sie mir’s grad do schriftlich !
"
brummer,M,"BRUMMER:
So e Gaunerej ! 
"
narr,M,"NARR
(leijt’s uff de Schryebdisch):
Merci, cher beau-père ! D’r Wärter b’sorjt Ihnne Ihri Kleider ! 
"
dritter_warter,M,"3. WÄRTER
(zuem Brummer):
Ich will sähn, ass ich Ihri Kleider find ! 
"
brummer,M,"BRUMMER
(gebroche):
Isch denn so ebbs in unserer Zytt noch mejlich! Na, wenn ich üss dem Narrehüss, drüsse bin, ze will ich’s dem nowle Fitzer schun zeije !
"
nervich_paul,M,"NERVICH
(fur sich):
’s isch doch guet, ass unsereiner uff so Fäll vorg’sähn isch unn ich de Schlissel by mir habb g’hett ! 
"
brummer,M,"BRUMMER:
(vergelschtert fur sich)
Grosser Gott, do brächt jo e Verruckter üss !
"
nervich_paul,M,"NERVICH:
Wer sinn Sie ?
"
brummer,M,"BRUMMER:
(fur sich)
D’Verruckte muess m’r zart behandle! 
"
nervich_paul,M,"NERVICH:
(fur sich)
Diss isch e ganz hoffnungsloser Fall! 
"
brummer,M,"BRUMMER,:
(fur sich)
’s isch doch trürich, wemm’r so komplett verruckt isch ! 
"
nervich_paul,M,"NERVICH:
Ich verbitt mir diss ! Sie sinn verruckt unn nitt ich ! Ich loss’ne glych e Kaltwasserdüsch gänn ! 
"
brummer,M,"BRUMMER:
Wer do de Verstand nitt verliert, hett keine meh ze verliere !
"
nervich_paul,M,"NERVICH:
Do hinne geht’s jo hytt zue wie im e Narrehüss!
"
dritter_warter,M,"3. WÄRTER:
Was geht denn do vor !
"
brummer,M,"BRUMMER:
Er isch dort üssgebroche ! Er hett e Schlissel g’hett!!
"
dritter_warter,M,"3. WÄRTER
(packt de Nervich, nemmt’m de Schlissel ab unn stosst’ne an d’Cabine):
So, de Schlissel haw ich ! Diss isch jo e ganz G’fährlicher !
"
nervich_paul,M,"NERVICH:
Ich saa’s Ejch jetzt im Ernscht: Ich bin d’r Dokter Nervich ! Der dort awer isch verruckt!
"
brummer,M,"BRUMMER:
Diss hett’r mir ewe-n-au g’saat !
"
dritter_warter,M,"3. WÄRTER:
Diss sinn mir gewehnt !
"
nervich_paul,M,"NERVICH:
Ich glabb jetzt sälwer ball, ass ich gebickt bin!
"
dritter_warter,M,"3. WÄRTER
(hett’ne-n-in d’r Cabine unn macht zue):
So Kräfte kann numme-n-e Verruckter hann ! 
"
brummer,M,"BRUMMER:
Hoffetlich losst ’r mich nitt lang ellein, denn do hinne wurd m’r noch g’schosse !
"
erster_warter,M,"1. WÄRTER
(zeijt uff de Brummer):
Der isch jo nimmi yng’sperrt ? Ich habb doch gemeint, ich habb d’ Dier guet zuegemacht ! Als widder nyn mit’m! 
"
brummer,M,"BRUMMER,
(wycht zeruck):
Ich bitt Sie, ich bin doch d’r Monsieur Brummer !
"
erster_warter,M,"1. WÄRTER:
(lacht)
Denne kenn ich besser !
"
brummer,M,"BRUMMER:
Ich bin doch d’r Schwejervadder vum Dokter Nervich !
"
erster_warter,M,"1. WÄRTER
(fur sich):
Der Kaib hett in d’r Cabine alles mitang’heert, was vorig do hüsse gebabbelt isch worre. Als widder nyn mit’m! 
"
brummer,M,"BRUMMER
(als letscht’s Wort):
Diss isch widder e nejer Streich vun mym süfere Herr Dochtermann !
"
erster_warter,M,"1. WÄRTER:
Hoffnungsloser Verfolgungswahnsinn !
"
oktavie,F,"OKTAVIE:
Ah, endlich losst sich emool ebber blicke! 
"
erster_warter,M,"1. WÄRTER
(fur sich):
Halt, diss isch gewiss diss Bibbel, wo ich an d’Luft soll spediere ! 
"
oktavie,F,"OKTAVIE:
Was soll diss heisse ? Ich bin doch syni fiancée !
"
erster_warter,M,"1. WÄRTER
(lacht boshaft):
Jo, die Fianciererej kennt m’r! Do hett d’r Herr Dokter ganz anderi Lytt an de Händ ! 
"
oktavie,F,"OKTAVIE
(hyllt schier):
Was fallt Ihnne-n-yn, fur eso mit mir ze verfahre ?
"
erster_warter,M,"1. WÄRTER:
Ei, im Uffdraa vum Herr Dokter !
"
oktavie,F,"OKTAVIE
(hyllt):
Isch’s mejlich, ass d’r Paul eso gemein kann sinn! O, ich arm’s Maidel !
"
erster_warter,M,"1. WÄRTER:
Arm ? Diss isch’s jo grad! D’r Herr Dokter hett e rychi fiancée, wenn s’e zwar au üss’m Middelalter stammt! Er hett awer ganz rächt, denn Minz isch hytt Trumpf! Sie wisse also, wo Sie dran sinn! 
"
oktavie,F,"OKTAVIE:
Diss iwerläw ich nitt! 
"
euphrosine_bendele,F,"EUPHROSINE
(ohne’s Oktavie ze sähn):
Iwerall haw ich jetzt g’suecht — ich kann’ne nierigs finde! Unn deby hängt doch myn ganz Härz an’m!
"
oktavie,F,"OKTAVIE
(fur sich):
Was heer ich do!
"
euphrosine_bendele,F,"EUPHROSINE
(wie vorig):
Er kann so lieb sinn!
"
oktavie,F,"OKTAVIE
(fur sich):
Kein Zwyefel, diss isch mym beese Paul syni rych Partie !
"
euphrosine_bendele,F,"EUPHROSINE
(wie vorig):
E Stickele Zucker fresst’r fur syn Läwe gern!
"
oktavie,F,"OKTAVIE
(fur sich):
Vun dem hett mir de Paul noch nie ebbs g’saat !
"
euphrosine_bendele,F,"EUPHROSINE
(wie vorig):
Kein Mensch weiss’ne so guet ze streichle als wie ich !
"
oktavie,F,"OKTAVIE
(trätt wietig vor ; lütt):
Doch! Ich ! 
"
euphrosine_bendele,F,"EUPHROSINE:
Sie? Wie kumme Sie iwerhaupt dezue, fur mir diss ze saawe ?
"
oktavie,F,"OKTAVIE:
Wyll’r myne isch !
"
euphrosine_bendele,F,"EUPHROSINE
(uffgerejt):
Do heert sich d’Weltg’schicht in acht Bänd uff! 
"
oktavie,F,"OKTAVIE:
Ich habb’ne vor Ihnne g’sähn !
"
euphrosine_bendele,F,"EUPHROSINE:
Er koscht awer myn Geld!
"
oktavie,F,"OKTAVIE
(fur sich):
O, die kaiwe Geldhyroote ! 
"
euphrosine_bendele,F,"EUPHROSINE:
Nein, ich, Sie frechi Person ! Ich weiss’ne ze fange !
"
oktavie,F,"OKTAVIE:
Unn ich au! 
"
erster_warter,M,"1. WÄRTER:
Aha, diss Bibbel hett sich myni Predicht schynnt’s doch ze Härze genumme unn isch ab !
"
dritter_warter,M,"3. WÄRTER:
Leon, wo isch denn d’r Monsieur Brummer ? Er isch doch grad noch do g’sinn !
"
erster_warter,M,"1. WÄRTER:
Er wurd mit’m Herr Dokter furt sinn.
"
"1. unn 2. WÄRTER:
Was isch denn do los ! 
"
narr,M,"NARR
(fur sich):
Tahitata ! Revolütion in Siam !
"
e_blejele,M,"BLEJELE:
Wenn ich mich nitt drumpier, ze muess Ejch der Monsieur durch de Räps gange sinn ! Er isch grad ewe ganz stichem durch’s Dor gewitscht !
"
"1. unn 3. WÄRTER
(schlaawe d’Händ iwer’m Kopf z’samme; zuem. Blejele):
Jesses, Schutzmann, do hann Ihr ebbs Scheen’s ang’stellt ! Diss isch jo . . .
"
erster_warter,M,"1. WÄRTER:
... d’r Monsieur Brummer !
"
zweiter_warter,M,"2. WÄRTER:
... d’r Herr Dokter Nervich !
"
e_blejele,M,"BLEJELE
(vergelschtert):
Do bekumm ich widder e scheener Schnaps vun owe-n-erabb ! 
"
erster_warter,M,"1. WÄRTER
(zuem 3. Wärter):
Wer soll diss sinn ?
"
dritter_warter,M,"3. WÄRTER:
Ei, d’r Herr Dokter Nervich nadierlich ! Unn wer saasch dü, ass diss isch ?
"
erster_warter,M,"1. WÄRTER:
Ei, nadierlich d’r Schwejervadder vum Herr Dokter!
"
dritter_warter,M,"3. WÄRTER:
Der sieht andersch üss!
"
erster_warter,M,"1. WÄRTER:
Unn d’r Dokter Nervich au! 
"
narr,M,"NARR:
Ei, d’r Schwejeres nadierlich vum Herr Dokter !
"
erster_warter,M,"1. WÄRTER
(zuem 3. Wärter):
Siehsch d’e’s!
"
dritter_warter,M,"3. WÄRTER:
Bin ich denn uff’s Mool sälwer iwerg’schnappt! 
"
narr,M,"NARR:
Ei, d’r Dokter Nervich nadierlich !
"
dritter_warter,M,"3. WÄRTER
(zuem 1. Wärter):
Siehsch de’s !
"
erster_warter,M,"1. WÄRTER
(rennt erum):
Jetzt steht mir d’r Verstand still! D’r Herr Dokter unn syner Schwejerbabbe kenne doch nitt in ein unn d’r nämlich Person stecke !
"
dritter_warter,M,"3. WÄRTER:
Am End isch der Mann do gar keiner vun beide !
"
narr,M,"NARR
(zue beide wie vorig d’r 1. unn d’r 3. Wärter):
Siehsch de’s !
"
erster_warter,M,"1. WÄRTER
(kratzt sich hinter de-n-Ohre):
Mildebickel, haw ich am End e Bock g’schosse ? 
"
dritter_warter,M,"3. WÄRTER
(grad so):
Mon Dieu, mir lauft’s yskalt iwer de Buckel! 
"
erster_warter,M,"1. WÄRTER
(fur sich):
D’r Herr Dokter !
"
dritter_warter,M,"3. WÄRTER
(dito):
Syn Schwejervadder !
"
