speaker,sex,text
fritz_grinsinger,MALE,"Fritz Grinsinger:
Ja, ich wär au erscht Morje kumme, awwer do hawich im letschte Moment erfahre, dass d’r Schah vun Persie mit dem Zug fahrt, wie ich hytt g'fahre bin, unn die Pläsier unn die Ehr, im nämliche Zug ze reise wie d’r Schah vun Persie hawich m’r nit welle nemme lon. 
"
auguste,MALE,"Auguste:
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
So, Sie gän sich au mit so Plän ab?
"
auguste,MALE,"Auguste:
Awwer Babbe, wie dü so vun ernschte wisseschaftliche Untersuechunge redde kannsch!
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Ei, s’isch au wohr. Ich hab gemeint, dass wenn ich vun minere Pariser Reis zeruck kumm, dass die Kopfmesserej e-n-End wurd han. Fur so ebs hawich dich doch nit Dokter wäre lon, for dass dü dini Zytt zuebringsch de Lytte d’Köpf ze messe! — Wenn ich m’r so ebs gedenkt hätt, ze hätt ich dich e gottsnamme Huetmacher wäre lon; dini Stüdie wärte mich viel billiger kumme.
"
auguste,MALE,"Auguste:
Diss verstehsch dü ewwe nit 
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Ei allewäj! Woher soll ich’s verstehn?! — M’r hett jo nie nix vun dir unn vum Professor Kneppchen erfahre könne, wäje was dass’r Gott unn d’r Welt d’Köpf vermesse!
"
auguste,MALE,"Auguste:
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
"
ehrstein,MALE,"Ehrstein:
Ja, mir sin so witt.
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
So?, diss wundert mi. —
"
auguste,MALE,"Auguste:
Ja, 
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Ah?! Was sin jetzt diss widder for Plän? —
"
auguste,MALE,"Auguste:
Er will bewiese, oder vielmehr sini Tabelle bewiese’s, dass d'Häleft vun de Ditsche Brachicephale also Gallier sin!
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Ohü! Diss klingt m’r zue gelehrt!
"
auguste,MALE,"Auguste:
Unn d’Häleft vun de Franzose Dolichocephale, diss heisst Germane sin.
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Ah? —
"
auguste,MALE,"Auguste:
In andere Worte-n-üsgedruckt heisst diss, dass d’Häleft vun de Ditsche Franzose, unn d’Häleft vun de Franzose Ditschi sin.
"
ehrstein,MALE,"Ehrstein:
So isch’s.
"
fritz_grinsinger,MALE,"Fritz Grinsinger
(bricht in schallende Heiterkeit aus):
Was, d’Häleft vun de Ditsche sölle Franzose und d’Häleft vun de Franzose Ditschi sin?!
"
ehrstein,MALE,"Ehrstein:
So isch’s.
"
auguste,MALE,"Auguste:
Ja, 
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Jetzt glauwich awwer doch ball, dass’r e Käfer do owwe-n-im 
"
auguste,MALE,"Auguste:
Do isch nix ze lache, wenn d’r Professor sin Buech do drüewwer erüsgitt, ze wurd’r sicher ’s gröscht Uffsehn’s d’rmit mache!
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Diss will i glauwe, dass diss Buech 
"
olga,FEMALE,"Olga
(Typus einer Studentin kommt mit einer Mappe unter dem Arm von rechts):
"
auguste,MALE,"Auguste:
Sie derangiere nit im geringschte.
"
olga,FEMALE,"Olga:
Sie solle, wenn Sie so guet welle sin, nuff zuem Professor kumme uff sin Zimmer.
"
fritz_grinsinger,MALE,"Fritz Grinsinger
(für sich):
Ah, was, der isch als noch do? —
"
auguste,MALE,"Auguste:
Im Auesblick 
"
olga,FEMALE,"Olga:
D’r Herr Professor diktiert unn ich stenographier.
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
"
olga,FEMALE,"Olga:
Nein, minner Babbe isch Beamter unn isch e geborener Sachs, er isch 
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Gauthier! 
"
olga,FEMALE,"Olga:
Ja, ich bin au im Elsass gebore unn uffgewachse, ich bin Elsässere unn füehl mich au ganz als Elsässere.
"
fritz_grinsinger,MALE,"Fritz Grinsinger
(enttäuscht):
Ah, zellewäj.
"
olga,FEMALE,"Olga:
Ja, Sie exküsiere, ich bin arig pressiert, ich muess heim. 
"
auguste,MALE,"Auguste:
Ja, unn mir welle nuff zuem Professor! 
"
fritz_grinsinger,MALE,"Fritz Grinsinger
(für sich):
Die Nundedié’s Schwowe! Küm sin sie do im Ländel, ze sin sie schon ganz do d’heim! Am Heimweh isch noch keiner gstorwe!
"
fritz_grinsinger,MALE,"Fritz Grinsinger
(zu 
Also d’r Professor Kneppchen isch als noch do? —
"
lisa,FEMALE,"Lisa:
Ja 
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Do hett m’r miner Generalvertreter in Leipzig minsex e lätze 
"
jeannette,FEMALE,"Jeannette:
Ja, was isch do ze mache, nüsstelle kann m’r ’ne doch nit.
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Allewäj kann m’r ne nit nüsschmisse, als 
"
lisa,FEMALE,"Lisa:
Ej na, was reklamiersch no 
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Ej wer saat denn, dass i reklamier! 
"
lisa,FEMALE,"Lisa:
Unn roth emol 
"
fritz_grinsinger,MALE,"Fritz Grinsinger
(ärgerlich):
Roth emol! Roth emol! — Es isch m’r jetzt nit drum Räthsle ze löse!
"
jeannette,FEMALE,"Jeannette:
’s isch d’r 
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Ah? — 
"
lisa,FEMALE,"Lisa:
Er kummt direkt vun Genf. Er isch uff d’r Friddeskonferenz gsin, wi 
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Friddeskonferenz! 
"
jeannette,FEMALE,"Jeannette:
Er isch ganz 
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Kein Wunder! Zwei Schöüte gän halt e Paar! —
"
lisa,FEMALE,"Lisa:
Hytt isch’r bie d’r Grossmamme-n-in Kolbse. Er hett g’saat dass’r so glüeklich isch, dass’r widder emol so recht vun Herze Elsässerditsch babble kann.
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Üewerspannti Plän! Ich redd’s ganz Johr Elsässerditsch, dass ich mich awwer jemols extra glüecklich dodurich gfüehlt hab, diss könnt i nit bhaupte.
"
lisa,FEMALE,"Lisa:
Bie ihm isch’s doch ebs andersch, wie’r doch’s ganz Johr in Paris isch. Diss erinnert ’ne ewwe-n-an sinni Kinderjohr, wie’r do im Elsass bie d’r Grossmamme verlebt het.
"
ehrstein,MALE,"Ehrstein
(von rechts kommend):
"
jeannette,FEMALE,"Jeannette:
Awwer natierlich Herr Ehrstein. Mit’m gröschte Vergnüeje 
"
ehrstein,MALE,"Ehrstein:
Ich saa’ne vielmol 
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Zue verruckt, zue verruckt!
"
ehrstein,MALE,"Ehrstein:
Breite vierzeh Komma fünf, stimmt. 
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Ich kann e Gottsnamme denne Larifari nimmi ansehn 
"
lisa,FEMALE,"Lisa
(schelmisch lachend):
"
ehrstein,MALE,"Ehrstein
(Lisa nachsehend):
Bravs Schwesterle! — 
"
jeannette,FEMALE,"Jeannette
(küsst ihn wieder):

            
"
ehrstein,MALE,"Ehrstein
(lachend):
Zue verruckt hett d’r Babbe g’saat! — Ich hab’m nit welle widderredde. Ich find 
"
jeannette,FEMALE,"Jeannette:
Ej jo denn!
"
ehrstein,MALE,"Ehrstein:
Wie wär’s mit unserem Glüeck schunsch e so trüri bstellt, wenn d’Anthropologie nit wär.
"
jeannette,FEMALE,"Jeannette:
s'isch wohr!
"
ehrstein,MALE,"Ehrstein:
Sie hett de Professor Kneppchen do in’s Elsass gführt, in’s Hüs vun minere 
"
jeannette,FEMALE,"Jeannette:
Wer weiss, mir hätte-n-am End nie Geläjeheit gfunde, uns gejesittig s’Herz üszeschütte.
"
ehrstein,MALE,"Ehrstein:
So, hawich als Stüdent, wo in Leipzig im Professor Kneppchen sini Vorlesunge ghöert hett, e famose Grund ghett mich do inzefüehre, mini Mitarweiterschaft anzebiete, e-n-intimer Dützfriend vun dim Brueder ze wäre, noch e-n-intimerer vun dir, um mich mit dir im G’heime ze fianciere ... 
"
jeannette,FEMALE,"Jeannette:
Scht! — 
"
ehrstein,MALE,"Ehrstein
(ernsthaft messend):
Querschnitt fufzeh Centimeter . . . 
"
jeannette,FEMALE,"Jeannette:
So ze saaue als Schadenersatz!
"
ehrstein,MALE,"Ehrstein:
"
jeannette,FEMALE,"Jeannette:
Um e gueti Exküs bisch dü nie verläje.
"
ehrstein,MALE,"Ehrstein:
"
jeannette,FEMALE,"Jeannette:
Seje m’r vorsichtig, ich will ’ne liewer z'erscht sälwer uff diss évènement prepariere.
"
ehrstein,MALE,"Ehrstein:
Wie dü witt 
"
jeannette,FEMALE,"Jeannette
(abwehrend):
"
ehrstein,MALE,"Ehrstein:
Nein, diss isch e-n-Abschlagzahlung uff unseri küenftig 
"
fritz_grinsinger,MALE,"Fritz Grinsinger
(von links die Scene mit ansehend:
E Dunderlettel noch emol!
"
ehrstein,MALE,"Ehrstein
(auffahrend, mit Hast den Kopf 
Querschnitt fufzeh Centimeter.
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Ja, ja, Querschnitt fufzeh Centimeter! — Schmecksch de 
"
ehrstein,MALE,"Ehrstein:
Wie meinen Sie Herr 
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Verstelle Sie sich nit. Odder g'höert am End die 
"
ehrstein,MALE,"Ehrstein
(verlegen):
Herr 
"
jeannette,FEMALE,"Jeannette:
Ja, 
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
"
jeannette,FEMALE,"Jeannette:
Awwer 
"
fritz_grinsinger,MALE,"Fritz Grinsinger
(starr vor Erstaunen):
Wie, was? Hierothe?! — Was faselsch dü do for daub Dings vum Hierothe?! —
"
ehrstein,MALE,"Ehrstein:
"
jeannette,FEMALE,"Jeannette
O ja 
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
"
jeannette,FEMALE,"Jeannette
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Unglüecklich! Plän vun Paris! 
"
ehrstein,MALE,"Ehrstein:
Was ich trieb? . . .
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Richtig, diss hawich ewwe gsehn, e netti Profession!
"
ehrstein,MALE,"Ehrstein:
Was Sie gsehn han, isch im Näweamt als Hochzitter gschehn, mim Beruef noch bin ich Mediziner! Miner Babbe isch e-n-ehrsamer Bäckemeischter in d’r Krütenau.
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
So, d’r Ehrsteinel, wie diss Bäckereijele hett in d’r Krütenau isch Ihr Babbe?
"
ehrstein,MALE,"Ehrstein:
Ja, Herr 
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
So, un Sie glauwe, junger Mann, dass mini Tochter in diss Lädel nin hierothe wurd?...
"
ehrstein,MALE,"Ehrstein:
Erschtens brücht Ihri Tochter nit in diss Lädel nin ze hierothe, ich bin jo nit Beck, un zweitens erlaub ich mir Sie dran ze-n-erinnere, dass Sie au nit vun jeher an d’r Spitz vun dere grosse Konservefabrik gstande sin, liewer Herr Grinsinger, un dass ... — 
"
fritz_grinsinger,MALE,"Fritz Grinsinger
(Ehrstein hastig unterbrechend):
"
ehrstein,MALE,"Ehrstein:
Drüsse-n-allewäj. Worum diss?
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Ah, ich thät ne zue gern die Üstensilie gän, for Sie nit länger uffzehalte ... Sie könnte sich sunscht ze viel anstrenge üewwer dem redde . . .
"
jeannette,FEMALE,"Jeannette:
Awwer 
"
ehrstein,MALE,"Ehrstein:
Ich versteh Ihre Wink mit’m Dreschfleijel. Ich geh Herr 
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Do könne Sie warte, bis dass’s grüen schneijt!
"
ehrstein,MALE,"Ehrstein:
Wenn ich mich uff Ihri Tochter nit meh verlosse könnt, wie uff Sie, gewiss. Awwer so hett ewwe-n-Ihri Tochter au e Wörtel mit ze redde!
"
jeannette,FEMALE,"Jeannette:
O Ja, 
"
ehrstein,MALE,"Ehrstein:
"
jeannette,FEMALE,"Jeannette:
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Nix ze-n-
"
jeannette,FEMALE,"Jeannette:
Unn nein 
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
So diss soll m’r jetzt nix sin, diss isch m’r jetzt e scheeni Kommission !
"
madame_grinsinger,FEMALE,"Madame Grinsinger
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
E Wunder un e Kunscht! Alles im lätze Gleich, wie ich heimkumm! Verwitsch ich do e-n-üwwerzwerichene, hergeloffene Stüdent üs d’r Krütenau, wie’r unser 
"
madame_grinsinger,FEMALE,"Madame Grinsinger
(empört):
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Ebb m’r do nit möcht kapüt gehn!
"
madame_grinsinger,FEMALE,"Madame Grinsinger:
Am End isch’s d’r in Paris au nit guet gange?
"
fritz_grinsinger,MALE,"Fritz Grinsinger
(freudig):
Oho, ’s Gejedeil vum 
"
madame_grinsinger,FEMALE,"Madame Grinsinger:
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
D’r 
"
madame_grinsinger,FEMALE,"Madame Grinsinger:
Was, e 
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Jawoll! E rechti 
"
madame_grinsinger,FEMALE,"Madame Grinsinger:
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Ich hoff, dass sie d’r nächste Winter hie im 
"
madame_grinsinger,FEMALE,"Madame Grinsinger:
Do fraj ich mich schun druff. Dü ladsch sie no hoffentlich zuem Esse-n-in. 
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Awwer selbstverständli, mit’m 
"
marie,FEMALE,"Marie
(anmeldend):
D’r Herr 
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Ah?! Der kummt m’r grad wie geruefe, er soll erin kumme.
"
riemer,MALE,"Rièmer
(älterer Herr, würdiges Aussehen):
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Kenn Wunder, vun eim 
"
riemer,MALE,"Rièmer:
Diss isch e gueter Wink.
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
"
riemer,MALE,"Rièmer:
So, hesch Hoffnung ?
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Alli Stund kann 
"
madame_grinsinger,FEMALE,"Madame Grinsinger:
Vun d’r 
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Nein noch nit, später han sie gsaat, es sin noch zue viel vorgemerikt. Einschtwile könne sie m’r nur 
"
riemer,MALE,"Rièmer:
Do d’rvun sin also noch meh uff Laauer. — 
"
madame_grinsinger,FEMALE,"Madame Grinsinger:
Diss saa ich au. Besser e Lüs im Krütt as gar kenn Fleisch.
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Z’erscht han sie m’r d’r 
"
riemer,MALE,"Rièmer:
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Loss mich numme mache. 
"
riemer,MALE,"Rièmer:
E-n-exellenti Idee!
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
"
riemer,MALE,"Rièmer:
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Unn noch ebs, kannsch e Gheimnis for dich bhalte? — D’r 
"
riemer,MALE,"Rièmer:
"
madame_grinsinger,FEMALE,"Madame Grinsinger:
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Unn wenn’s 
"
riemer,MALE,"Rièmer:
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Unn d’rno for mine Sohn, do hawich gedenkt, dass’s an d’r Zytt wär, dass m’r diss 
"
riemer,MALE,"Rièmer:
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Nein, noch nit, awwer noch hytt will ich’m d’rvun redde.
"
riemer,MALE,"Rièmer:
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
"
madame_grinsinger,FEMALE,"Madame Grinsinger:
Diss wär emol schön!
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
"
riemer,MALE,"Rièmer:
Unn for dich am End gar ’s roth!
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Wer weiss, 
"
madame_grinsinger,FEMALE,"Madame Grinsinger:
Hett zeller Blind gsaat.
"
riemer,MALE,"Rièmer
(gibt ihm die Hand):
"
madame_grinsinger,FEMALE,"Madame Grinsinger:
Ich thät die Hieroth zue gern sehn, die Mamsell 
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
"
madame_grinsinger,FEMALE,"Madame Grinsinger:
Ah, ja!
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Wenn dü eso französch reddsch, wenn d’r 
"
madame_grinsinger,FEMALE,"Madame Grinsinger:
Oho! 
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Hawich’s zellemols könne wisse, dass ich’s emol e so witt bring?!
"
riemer,MALE,"Rièmer:
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Ganz decidiert! So lang Schwowen-uff d’r 
"
riemer,MALE,"Rièmer:
Bravo! 
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Wenn ich nur müesst, so dumm bin ich jetzt doch nit. Do müesst ich jo ’s gröscht Hornvieh uff’m Erdsgrundbodde unn de-n-angrenzende Weltteil sin! — ’s erscht was d’Gejner mache thäte, diss wär in minere Vergangeheit rumzeschnuffle, wie e Herd Söüj uff d’Trüffle, ob sie nix geje mich finde könnte. — Ich wurr allewäj wäje-n-eme so einfältige Titel uff’s Spiel setze, was ich zittr füenfedrissig Johr verheimlicht hab 
"
madame_grinsinger,FEMALE,"Madame Grinsinger:
Wer weiss, obs nit doch emol erüskummt ?
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Wie so?! — Wer kann e-n-Intresse dran han, diss erüszeförschle? — Üsser dir weiss ’s kenn Seel unn kenn Mensch, nit emol mini Kinder wisse’s, dass so e-n-
"
madame_grinsinger,FEMALE,"Madame Grinsinger:
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Dü hesch jetzt emol doch gar kenn Bildung! Vum Sawel vum 
"
madame_grinsinger,FEMALE,"Madame Grinsinger:
Was isch diss for e Sawel? —
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Was’s isch, weiss i selwer nit, awwer m’r saat emol so.
"
madame_grinsinger,FEMALE,"Madame Grinsinger:
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Nein, ich wurr mich hüete ebs ze thuen, wodurich diss Gheimnis erüs kann kumme. D’r Fritz 
"
madame_grinsinger,FEMALE,"Madame Grinsinger
(besorgt):
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Ja, d’r Gücksel, was isch denn, dü machsch jo e Gsicht wie e verresseni Zittung ? Ich bekumm jo ganz Angscht. —
"
madame_grinsinger,FEMALE,"Madame Grinsinger:
"
fritz_grinsinger,MALE,"Fritz Grinsinger
(entsetzt aufspringend, zuerst ganz sprachlos):
Wie, was, wer hüsse!? — Hüsse, dass ich e Sachs bin? Dü bisch vun Sinne! — Wie, was, wer?! Ei diss isch jo nit möjlich! Nit möjlich!
"
madame_grinsinger,FEMALE,"Madame Grinsinger:
Unn doch isch’s eso.
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Ja, unn wer isch denn der Simpel, wie diss erüsgebrocht hett? ! Ze redd doch! Denne bring ich jo um!
"
madame_grinsinger,FEMALE,"Madame Grinsinger:
Ei d’r Professor Kneppchen.
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Was?! Jetzt bin ich verlore, verratzt, fütti, kapores! — Ja, ze redd doch, wie isch denn diss möjlich ?
"
madame_grinsinger,FEMALE,"Madame Grinsinger:
Ei, sie han doch dine Kopf gemesse, ehb dass dü uff Paris bisch, un do han sie’s an dim Kopf gsehn, dass dü vun ditscher Ab-
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Unn d’rno bisch dü so e dummi Gans gsin, unn hesch’s’m natierlich erüsplappere müehn.
"
madame_grinsinger,FEMALE,"Madame Grinsinger:
O nein, ich hab 
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Diss soll m’r jetzt nix sin, isch m’r jetzt diss e 
"
madame_grinsinger,FEMALE,"Madame Grinsinger:
Zue fatal, zue fatal!
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Ob’s fatal isch! E-n-Unglüeck isch’s! E Katastroph isch’s! Wenn kenn Wunder gschieht un denne nundediés Professor mitsammt sinere Schäddelmesserej d’r Schinder holt, no isch Alles verlore!
"
madame_grinsinger,FEMALE,"Madame Grinsinger:
Scht! 
"
dr_kneppchen,MALE,"Dr. Kneppchen
(Typus eines Stubengelehrten, durch die Türe rechts herein):
Hm! Hm! Verzeihung wenn ich störe.
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
O, Sie stören gar nicht, Herr Professor, im Gegenteil.
"
dr_kneppchen,MALE,"Dr. Kneppchen:
Ich habe Sie übrigens schon lange nicht mehr gesehen. 
"
madame_grinsinger,FEMALE,"Madame Grinsinger:
Das kann jedem vorkommen, dass er sich einmal verhopasst und verbabbelt.
"
dr_kneppchen,MALE,"Dr. Kneppchen
(zu 
Sie sind wohl verwundert mich noch hier zu treffen?
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Ja, gerade habe ich meiner Frau gesagt, wie sehr es mich freut, dass sie noch hier sind.
"
madame_grinsinger,FEMALE,"Madame Grinsinger:
Ja, das hat er gesagt.
"
dr_kneppchen,MALE,"Dr. Kneppchen:
Zu liebenswürdig. Ich werde halt so verwöhnt hier, dass es mir schwer fallen wird, mich von Ihnen zu trennen. Sie können aber sicher sein, ich werde wieder kommen, öfters wieder zu Ihnen kommen.
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
So, das freut uns sehr. 
"
dr_kneppchen,MALE,"Dr. Kneppchen
(nachdenklich):
Übrigens, wenn ich mich recht erinnere, habe ich Ihnen etwas Wichtiges zu sagen 
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
So? Da bin ich gespannt. — 
"
madame_grinsinger,FEMALE,"Madame Grinsinger:
Da bin ich jetzt wunderfitzig.
"
dr_kneppchen,MALE,"Dr. Kneppchen:
Die eine betrifft Ihre Ernennung zum königlich sächsischen Hoflieferanten, welche nunmehr bevorsteht, wie mir mein Vetter mitgeteilt hat.
"
fritz_grinsinger,MALE,"Fritz Grinsinger
(schüttelt ihm die Hand):
Besten Dank für die frohe Nachricht. Das ist jetzt schön.
"
madame_grinsinger,FEMALE,"Madame Grinsinger:
Das macht jetzt meinem Mann Freude, auf diesen Titel hat mein Mann schon lange gespannt.
"
dr_kneppchen,MALE,"Dr. Kneppchen:
Und die zweite Nachricht ist noch viel erfreulicher.
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Noch erfreulicher? Handelt es sich am Ende gar um einen sächsischen Orden?
"
dr_kneppchen,MALE,"Dr. Kneppchen:
Doch nicht! Um etwas viel Erfreulicheres !
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Ja, kann es denn noch etwas Erfreulicheres geben ?! —
"
dr_kneppchen,MALE,"Dr. Kneppchen:
Gewiss, gibt es das! Gewiss! Es handelt sich nämlich um Ihre Familie. Hören Sie, und staunen Sie, etwas was Sie wahrscheinlich selbst noch nicht wissen . . .
"
fritz_grinsinger,MALE,"Fritz Grinsinger
(zerstreut):
Nein ich weiss es nicht . . .
"
dr_kneppchen,MALE,"Dr. Kneppchen:
Mit einem Wort, Sie haben Familie in Sachsen. Heilige Familienbande verknüpfen Sie mit Sachsen, der Heimat Ihrer Eltern!
"
fritz_grinsinger,MALE,"Fritz Grinsinger
(verblüfft):
Ah?! . . . So, so . . . sehr angenehm.
"
dr_kneppchen,MALE,"Dr. Kneppcehen:
Ja, nicht ohne grosse Mühe ist es mir gelungen zu eruieren, dass Grinsinger, der reiche Rentner Grinsinger aus Leipzig, der Begründer einer grossen Aktienwurstlerei, Ihr leibhaftiger Vetter ist.
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
So, so, sehr erfreulich! — 
"
dr_kneppchen,MALE,"Dr. Kneppchen:
Der Präsident des hiesigen Sachsenbundes, Herr Gauthier, der auch in verwandtschaftlichen Beziehungen zu Ihrem Vetter steht, erwartet jeden Tag seinen Besuch.
"
fritz_grinsinger,MALE,"Fritz Grinsinger
(mit geheuchelter Freude):
Wirklich, das ist aber schön! 
"
dr_kneppchen,MALE,"Dr. Kneppchen:
Sie sehen also, dass es Ihnen in nächster Zeit nicht an freudigen Überraschungen fehlen wird.
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Gewiss! Gewiss! — 
"
dr_kneppchen,MALE,"Dr. Kneppchen:
Ja, Sie verzeihen, ich muss sehr eilig — sehr eilig — 
"
fritz_grinsinger,MALE,"Fritz Grinsinger
(wütend im Zimmer auf und ab):
Na, diss soll m’r emol jetzt nix sin! Wenn nur glich e Millionedunderweschbel in die sächsisch Verwandtschaft ninschlaaue tät! Diss sin m’r jo schöeni Üssichte! 
"
madame_grinsinger,FEMALE,"Madame Grinsinger:
"
fritz_grinsinger,MALE,"Fritz Grinsinger
(mit Wärme zu seinen Kindern):
"
lisa,FEMALE,"Lisa:
Was isch 
"
jeannette,FEMALE,"Jeannette:
Isch ebs gschehn?
"
auguste,MALE,"Auguste
(fasst ihm den Puls):
Isch’s d’r nit guet?
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Doch, awwer ich hab e Wueth! E Wueth wie e Hüs! Bedenke numme, was Ejer Babbe in drissig Johr gschafft hett, um d’Famili 
"
auguste,MALE,"Auguste:
"
fritz_grinsinger,MALE,"Fritz Grinsinger:
Hol d’r Deifel e so e Wisseschaft, wie mir mini ganz Familli durichenander bringt!
"
