speaker,sex,text
emilie,FEMALE,"Madame Ropfer:
„L’affaire d’une minute!“ ― Es hätt numme-n-einer de
        Schampetiss brüche-nantreffe und zuem saaue brüche: „Salut, général,
"
ropfer,MALE,"Ropfer:
Ze reij dich doch nit unnöthig uff!
"
emilie,FEMALE,"Madame Ropfer:
Ei na, ’s isch au wohr! 
"
ropfer,MALE,"Ropfer:
Heiliger Strohsack! Der hett m’r grad noch g’fehlt!
"
anatol,MALE,"Anatol
(tritt durch die Ladentür auf. Er trägt einen Gehrock,
        altmodischen Zylinder, hohen Stehkragen mit selbstgebundener Kravatte. Samtene Weste.
        Grosses Schuhwerk und Gamaschen; er hat langes Haar):
„Bonjour, la compagnie!“ 
"
ropfer,MALE,"Ropfer
(für sich):
E schoeni „surprise“!
"
emilie,FEMALE,"Madame Ropfer
(laut schreiend):
Unkel, Ihr han juscht e schlechte Moment
        gewählt, mir welle grad verreise uff Bade-Bade.
"
anatol,MALE,"Anatol:
„Merci“, ich dank for d’Noochfröuj, ich kann nit klaaue.
"
ropfer,MALE,"Ropfer:
Er hört als noch nit besseri — 
"
anatol,MALE,"Anatol:
„Merci“, diss weiss ich, dass ich bie Ejch allewyl guet
        uffgenumme bin.
"
ropfer,MALE,"Ropfer:
E heiligi Drejfaltigkeit! Diss isch m’r jetzt e netti
        B’scheerung!
"
anatol,MALE,"Anatol:
So, un jetzt welle m’r ’s uns emol zerscht recht bequem mache 
"
ropfer,MALE,"Ropfer
(zu seiner Frau):
„Enfin“ , wenn dü meinsch, dass ich mich mit
        dim däuwe-n-Unkel erumbalig, allewyl dass dü un ’s Jeanne Ejch in Bade-Bade-n-amüsiere, ze
        bisch dü trumpiert! „Coûte que coûte“ muess ’r m’r wieder zuem Hüs nüs!
"
anatol,MALE,"Anatol:
E zue e gueti Medizin! 
"
ropfer,MALE,"Ropfer
(sich umdrehend, sich auf Anatol stürzend und ihm die Flasche
        entreissend):
Halt! ―
"
anatol,MALE,"Anatol:
E zue e gueti Medizin! 
"
ropfer,MALE,"Ropfer:
„Ca c’est trop fort!“ Eim d’Arzneje, wie m’r for sin „clientèle“
        gerischt hett ze versueche! Diss fangt jo guet an!
"
emilie,FEMALE,"Madame Ropfer:
’s isch doch hoffentlich nix schädlichs, wie’r genumme
        hett?
"
ropfer,MALE,"Ropfer
(wütend):
Leider, — ’s isch numme-n-ze Arznej for e kranki Kueh,
        un d’r Anatol hett e Rossnatür.
"
emilie,FEMALE,"Madame Ropfer:
„Mon Dieu!“ Mit dere-n-Affär vergiss ich jo ganz mini
        Köffer! Schicksch de Schampetiss un d’Ammej glich nuff, wenn se kumme. 
"
ropfer,MALE,"Ropfer:
Ei jo denn!
"
anatol,MALE,"Anatol
(sich die Pantoffeln anziehend):
Es geht nix uewer warmi Fuess,
        diss hett als schun miner Grossvater seli g’saat. — 
"
ropfer,MALE,"Ropfer:
„Eh bien merci“
"
anatol,MALE,"Anatol:
In so ere-n-Apothek, umringt vun lütter Medikamente, muesst einer
        hundert Johr alt wäre!
"
ropfer,MALE,"Ropfer:
E schoener Glauwe! — 
"
general,MALE,"Schampetiss
(Typus des alten französischen Soldaten, durch die Mitte
        herein):
Löuj do, der alt täub Hafe-n-isch äu wieder hiesig. -— Salut, alti Pflüm! 
"
anatol,MALE,"Anatol:
Ah, Buschuhr, Schampetiss, läwe-n=Ihr au noch?
"
general,MALE,"Schampetiss:
Alter Barrickestock, ja, un hoffentlich noch recht lang.
"
anatol,MALE,"Anatol:
Un kumme-n-’r als guet üss mit’ m Patron?
"
general,MALE,"Schampetiss:
E Wunder; was wott denn d’r Patron mache-n=ohne mich?! —
        „Ventrebleu!“ Ich bin jo sini recht Hand. Die wichtigschte-n-Erfindunge mache m’r
        mitnander. Ich erfind, un er steckt ’s Geld yn. Ja, d’Arweitsklass wurd üsgenutzt hytt am
        Daa. „Parole d’honneur!“
"
anatol,MALE,"Anatol:
Diss isch schoen so, recht schoen so.
"
general,MALE,"Schampetiss:
Oho?! Alter Kracher! — 
"
anatol,MALE,"Anatol:
Diss fraid mich, diss fraid mich!
"
general,MALE,"Schampetiss:
Awer mich nit! — Fruehjer hett sie numme Hoor uff de Zähn
        ghett, ich hätts könne mache ohne die unter d’r Nas!
"
anatol,MALE,"Anatol:
Ich gratülier Ejch zue Ejrem Benemme.
"
general,MALE,"Schampetiss:
Un was wurd’r gar mit sim neijschte Mittel verdiene?! — E
        Schlofmittel Nümero Pfiff! wie m’r üs alte Schueh un Soldatestiffel destilliere. E Tropfe
        d’rvun, un uff d’r Stell schloft m’r in.
"
anatol,MALE,"Anatol:
Ja, gewiss, uewer de-n-Appetit kann ich nit klaaue, numme d’r
        Gakummersalat macht m’r als Maläschte!
"
general,MALE,"Schampetiss:
Ze-n-iss kenner, alts täubs Möwel! 
"
anatol,MALE,"Anatol:
Ich könnt nit ’s Gejedeil b’haupte.
"
general,MALE,"Schampetiss:
Bravo Schampetiss! hett do d’r Napoléon III zue mir g’saat,
        „tu as bien mérité de la patrie“. Ohne dich hätte m’r d’Schlacht vun Ma
"
ropfer,MALE,"Ropfer
(mit einer Zeitung in der Hand von links; hat die letzten Worte
        mit angehört):
Do steht’r anne der täub Dolle und verzählt im e noch täuwere sini Schnitz un
        Lüeje!
"
general,MALE,"Schampetiss:
„Pardon, patron!“ Er hett’s nit andersch gethon, ich hab’m
        vun mine „faits d’armes“ verzähle muehn. „Parole d’honneur“!
"
ropfer,MALE,"Ropfer:
Dummheite!
"
anatol,MALE,"Anatol:
E zue-n-artiger Burscht d’r Schampetiss! 
"
ropfer,MALE,"Ropfer
(hält ihm die Zeitung hin):
Do hawich Ejch d’Zittung gebrocht.
"
anatol,MALE,"Anatol:
Zue artig, zue artig! Ich wurr awer au an Ejch denke. 
"
ropfer,MALE,"Ropfer:
„Eh bien merci“ , do hawich ebs schoens an dem Reissack!
"
emilie,FEMALE,"Madame Ropfer:
(von links hastig herein, sehr aufgeregt):
Ja, isch d’r
        Schampetiss denn als noch nit do?!
"
general,MALE,"Schampetiss:
„Me voilà présent!“
"
emilie,FEMALE,"Madame Ropfer:
Ja, worum kumme-n-r denn nit nuff?!
"
general,MALE,"Schampetiss:
Es hett m’r niemes nix g’saat.
"
emilie,FEMALE,"Madame Ropfer:
„Ça c’est par trop fort! Was diss for e Mann isch! In ere
        halwe Stund welle m’r furtfahre uff Bade-Bade un d’Köffer sin als noch nit am Isebahn! — Ja,
        un d’Ammej, wo isch denn die? Hett sie Ejch denn nit angetroffe, Schampetiss ?
"
general,MALE,"Schampetiss:
Nit g’sehn, Madam. Sie wurd wieder emol ierix rätsche.
"
emilie,FEMALE,"Madame Ropfer:
Jetzt isch d i e wieder furt. 
"
jeanne,FEMALE,"Jeanne
(von links):
Maman, ich find d’Schlüssel zue de Köffer nierix.
"
emilie,FEMALE,"Madame Ropfer:
„Mon Dieu“, au diss noch! ― 
"
ropfer,MALE,"Ropfer:
Ich?! Ei, ich reis’ jo ’s ganz Johr nit.
"
emilie,FEMALE,"Madame Ropfer:
Ah! — „C’est juste.“ Grad fallt’s m’r in, ich hab sie in
        minere „toilette“ ing’schlosse. — „Dépéchons-nous!“ — 
"
general,MALE,"Schampetiss:
Ja, Madam! 
"
ropfer,MALE,"Ropfer:
Gott sej Dank, dass nit alle Daa verreist wurd, do könnt m’r jo
        grad zipfelsinni wäre! Wie will ich mich fraje, wenn mini Frau emol zuem Hüs drüsse-n-isch!
"
jules,MALE,"Jules
(von links):
Die zwei Arzneje sin ferti. 
"
ropfer,MALE,"Ropfer:
„Très bien!“
"
jeanne,FEMALE,"Jeanne:
(von links):
Papa, sollsch g’schwind nuffkumme, m’r bringe ’s
        Schloss vum grosse Koffer nit zue.
"
ropfer,MALE,"Ropfer:
„Bon!“ Ich kumm!
"
jeanne,FEMALE,"Jeanne:
„Oui, papa.“ 
"
ropfer,MALE,"Ropfer
(wendet sich zur Türe; abgehend zu Jules):
Ah, was ich saaue will:
        Han Sie die Korrespondenz vun hytt schun g’schriwwe?
"
jules,MALE,"Jules:
Noch eini Kart hawich ze schriewe.
"
ropfer,MALE,"Ropfer:
Wenn Sie se schriewe welle; d’r Schampetiss kann sie noch mit
        uff d’Poscht nemme.
"
jules,MALE,"Jules:
„Oui, patron!“ 
"
albert,MALE,"Albert
(hübscher junger Mann, durch die Mitte):
„Salut Jules“
"
jules,MALE,"Jules:
„Ah, Salut!“ ―Nur noch e Moment.― So, die Kart wär g’schriwwe.
"
albert,MALE,"Albert:
Diner „patron“ het m’r ewe telephoniert, ich soll unfehlbar
        here kumme, er möcht m’r sin nej Schlofmittel zeije, wie ’r erfunde hett.
"
jules,MALE,"Jules:
„En effet“, e grossartige Erfindung!
"
albert,MALE,"Albert:
Zue glicher Zitt moecht ich mini Abschiedsvisit mache, d’Zitt
        vun mim „remplacement“ isch abgelaufe. D’r Dokter, wie ich remplaciert hab, isch
        zeruckkumme ... 
"
jules,MALE,"Jules:
Leider?
"
albert,MALE,"Albert:
Ja, liewer Frind, es fallt m’r schwer, arig schwer, vun hie furt
        ze gehn.
"
jules,MALE,"Jules:
Ues dem Nescht?!
"
albert,MALE,"Albert:
E Nescht?! — Wie wenn diss Städtel nit e koschtbarer Schatz in
        sinne Müre hätt! ― Wie wenn in dem Städtel nit ’s liebscht‚ ’s nettscht, ’s herrlichst
        G’schöpf’l wohne thät, wie ich je kenne hab lehre! — Un jetzt soll ich furt vun hie, un soll
        sie lang, verlicht niemols wieder sehn?!
"
jules,MALE,"Jules:
Oho! Was hör ich do? Dü bisch verliebt?!
"
albert,MALE,"Albert:
Ja, verliebt bis uewer d’Ohre; un siehsch, ich zähl ganz
        b’sunders uff dini Unterstützung.
"
jules,MALE,"Jules:
Uff mini Unterstützung?
"
albert,MALE,"Albert:
Ja, liewer Frind, dü muesch m’r helfe. Dü muesch ihrem Babbe vun
        mir redde un ’s Terrain bie’m präpariere.
"
jules,MALE,"Jules:
Ja, kenn ich ihre Babbe?!
"
albert,MALE,"Albert:
Ei natierlich kennsch ne, dü bisch jo de ganze Daa mit’m zamme.
"
jules,MALE,"Jules
(entsetzt):
Miner „patron“?!
"
albert,MALE,"Albert:
Grad gerothe.
"
jules,MALE,"Jules:
„Mille tonnerres!“ 
"
albert,MALE,"Albert:
Ja, was hesch denn?
"
jules,MALE,"Jules:
Was ich hab?! Was ich hab?! ―
"
albert,MALE,"Albert:
Ze redd doch! Witt nit for mich intrette ?!
"
jules,MALE,"Jules:
Schlaa dir die Gedanke üs’m Kopf, diss geht nit, diss kann nit
        gehn, unmöglich gehn!
"
albert,MALE,"Albert
"
jules,MALE,"Jules:
Ei, wiel ich im nämliche Fall bin wie dü. Au ich hab ernschti
        Absichte uff d’Mademoiselle Jeanne.
"
albert,MALE,"Albert:
Was saasch dü mir do?! — „Quel malheur! Quel malheur!
"
jules,MALE,"Jules:
Zue fatal!
"
albert,MALE,"Albert
(sich fassend):
„Eh bien, Jules, ich muess dir ’s nämlich saaue
        wie dü mir ewe g’saat hesch: Diss geht nit, diss kann nit gehn, unmöjlich gehn! — Un diss üs
        dem guete Grund, wiel’s gar nit möjlich isch, dass dü d’Mademoiselle Jeanne so gern hesch
        wie ich.
"
jules,MALE,"Jules:
Oho! Jetzt hör ein Mensch do here! Worum soll ich sie nit so gern
        könne han wie dü?
"
albert,MALE,"Albert:
Ei, dü bisch jo erscht zehn Daa do.
"
jules,MALE,"Jules:
Un dü erscht zwölf.
"
albert,MALE,"Albert:
Diss isch e grosser Unterschied, zwei Daa meh!
"
jules,MALE,"Jules:
„Du reste“, ich hab d’mademoiselle Jeanne denne Winter uff’m
        „bal des étudiants“ kenne lehre.
"
albert,MALE,"Albert:
Un ich au.
"
jules,MALE,"Jules:
Un do d’rweje bin ich hiehere kumme-n-als Commis.
"
albert,MALE,"Albert:
Un ich als „remplacant vum Dokter“. „Enfin“, sej’s wie’s will, es
        geht nit, dü muesch mir ’s Feld rüme, „d’autant plus“, dass dü schun so guet wie verlobt
        bisch g’sin mit ere-n-andere.
"
jules,MALE,"Jules:
Ich?
"
albert,MALE,"Albert:
Ja, dü! Oder witt dü am End gar dini Susanne, wie dü mir allewyl
        d’rvun vorgschwärmt hesch, sitze lon?
"
jules,MALE,"Jules:
Mit d’r Susanne isch alles fertig. Mini Eltere hätte’s „du
        reste“ nie zuegän, dass ich se hieroth. Ich glaub, sie hett e=n-obscüre Uersprung, Ihri
        Mamme, wie sie alle Johr nur einmol üs Paris b’suecht, kummt m’r verdächti vor. Un vun ihrem
        Babbe hawich nie ebs genau’s erfahre könne, wer ’r isch g’sin, un was ’r isch g’sin. —
        „Enfin“, es schient ebs nit ganz ze stimme.
"
albert,MALE,"Albert:
Fruehjer hesch doch als d’rmit gepratzt, dass sie d’Enkelin isch
        vum e französche „général ...
"
jules,MALE,"Jules:
Ihri Mamme hett’s b’haupt. ’s isch awer au möjlich, dass ’s
        numme-n-e Caporal isch g’sin. Ich hab nie könne-n-erfahre, wie der „général“ g’heisse hett,
        un wie here dass’r isch g’sin.
"
albert,MALE,"Albert:
„Enfin“, Famili hin oder here‚ Babbe hin oder here, „général“
        hin oder here, uff alli Fäll thät sich’s schicke, dass dü die Susanne hierothe thätsch.
"
jules,MALE,"Jules:
Dü bisch nit uewel verrisse, awer bös 
"
albert,MALE,"Albert:
Es wär dini verdammt Pflicht un Schuldigkeit!
"
jules,MALE,"Jules:
Spar dini Sprüch! Do isch Hopfene-n-un Malz verlore. Ich hab
        d’Brucke hinter mir verbrennt. D’Susanne hett kenn Ahnung meh d’rvun, wo ich bin, un ob
        ich uewerhaupt noch leb.
"
albert,MALE,"Albert:
Um so schlimmer for dich!
"
jules,MALE,"Jules:
Ich hab ere nämlich am e schoene Daa e Eilbrief g’schriwwe, dass
        ich waje ere grosse-n-Erbschaft uff Amerika hab reise muehn, un zitt’r hawich nix meh vun
        m’r höre un sehn lon.
"
albert,MALE,"Albert:
Ah, do d’rwäje hesch dü mir ’s Wort abgenumme. in, kennere Seel
        und kem Mensche-n-ebs ze verrothe, dass dü do bisch?
"
jules,MALE,"Jules:
„Tu l’as dit.“
"
albert,MALE,"Albert:
Hör emol, Jules, dü bisch doch e ganz gottvergessener,
        verdrähjter Apotheker!
"
jules,MALE,"Jules:
Kenn Beleidigunge, Albert! Was d’Madmoiselle Jeanne anbelangt,
        ze thuesch dü mir, „du reste“ arig leid, liewer Frind, denn dü hesch nit
        d’geringschte-n-Uessichte!
"
albert,MALE,"Albert
"
jules,MALE,"Jules:
Diss könnt ich nit grad b’haupte. 
"
albert,MALE,"Albert:
Nein, eso ze reddel!
"
jules,MALE,"Jules:
Was wichtiger isch, diss isch, dass ich d’Eltere schun so guet wie
        uff minere Sytt hab.
"
albert,MALE,"Albert:
Trotzdem, ze giewich d’Hoffnung nit uff.
"
jules,MALE,"Jules:
Un ich wich kenn Zoll breit, „ca va de soi“.
"
albert,MALE,"Albert:
Guet, ze welle m’r uns doch wenigstens verspreche, mit ehrliche
        Waffe ze kämpfe, wenn’s d’r au schwer fallt.
"
jules,MALE,"Jules:
Ingepatscht! 
"
albert,MALE,"Albert:
D’r Gücksel, was machsch denn dü do? — Was isch jetzt diss for e
        nejer Mode?
"
jules,MALE,"Jules:
Diss isch min G’heimniss. Diss heisst m’r Taktik.
"
albert,MALE,"Albert:
Taktik?! — For mich isch’s e Tinteflecke.
"
jules,MALE,"Jules:
Diss gitt eini vun minne-n-ehrliche Waffe.
"
albert,MALE,"Albert:
Zue verruckt!
"
general,MALE,"Schampetiss
(von links):
„Excusez!“ Isch mini Alt, d’Ammej, noch nit
        do?
"
jules,MALE,"Jules:
Mir han se nit g’sehn.
"
general,MALE,"Schampetiss
(reibt sich die Hände):
Sapristi! Die wurd sie fasse vun d’r
        Madam! Die wurd se fasse!
"
albert,MALE,"Albert:
„General“, Ihr schiene nit arig zärtlich ze sin mit Ejrer Frau.
"
general,MALE,"Schampetiss:
Ich, zärtlich mit minere-n-Alte?! Jetzt gehn m’r eweg!
        Wärte-n-Ihr ebbe zärtlich mit ere, wenn Ihr so eini hätte?! — Uewerhaupt gehn m’r eweg mit
        de Wiebslytt, es wurd ze viel Weses vun ’ne gemacht.
"
jules,MALE,"Jules
(scherzend):
Von uns nit, Schampetiss.
"
general,MALE,"Schampetiss:
„Allez donc!“ Mache m’r kenn Sätz. Vun was han Ihr zwei
        ewe mitnander geredd? Ich wett, vun de Wiebslyt.
"
albert,MALE,"Albert:
Wie kumme-n-Ihr uff die Idee, „général“?
"
general,MALE,"Schampetiss:
Wiel ich weiss, dass, wenn jungi Lytt bienand sin, sie vum
        Wiewervolk redde, grad so, wie ’s Wiewervolk vun de Mannslytt redd, wenn’s unter sich isch.
"
jules,MALE,"Jules:
Ihr sin wajer e Gedankeleser!
"
general,MALE,"Schampetiss:
„Sacrebleu!“ In de junge Johre, do hawich mich wajer au
        nit g’sümt, wie ich in Paris in Garnison geleje bin. Do soll ich nit g’hüst han. Kenn
        Wunder, dass in Paris so viel Lytt erumläufe, wie m’r ähnlich sehn. „Parole d‘honneur!“
"
jules,MALE,"Jules:
Alter Schnitzbuckel!
"
general,MALE,"Schampetiss:
B’sunders an eini denk ich noch allewyl zeruck, ’s isch e
        „payse“ gewahn, üs Schlettstatt drowe. — ’s isch einthuen, ich hätt sie nit sitze solle
        lon, un gar ... „enfin“, redde m’r nit d’rvun. D’r Napoleon III hett m’r meh wie emol
        g’saat: „Schampetiss, dü hättsch s’ Schosephin hierothe selle.“
"
ropfer,MALE,"Ropfer
(von links; hört die letzten Worte mit an):
Wenn ’r Ejch doch
        numme einmol diss Lüejen-abgewöhne wotte!
"
general,MALE,"Schampetiss:
Alles püri Wohrheit, „patron! Parole d’honneur!“
"
ropfer,MALE,"Ropfer
"
jules,MALE,"Jules:
M’r han schun gelungeni Versuech mit Kinjele, Hund un Katze
        gemacht.
"
ropfer,MALE,"Ropfer
(zu Albert):
Welle Sie’s nit au versueche, Herr Dokter? 
"
albert,MALE,"Albert:
,Merci“ vielmoi ... awer ich hab noch kenn rechts Zütröuje.
"
ropfer,MALE,"Ropfer
(etwas gekränkt):
Sie könne ’s ruehig versueche, ’s isch nit, wie
        wenns ebs wär, wie e junger Dokter verschriwwe hett.
"
general,MALE,"Schampetiss:
’s isch nit g’fährlich, ich hab schun patenti Versuech
        gemacht mit minere-n-Alte. Die schloft als wie e Ratz!
"
ammej,FEMALE,"Ammej
(durch die Mitteltüre herein; hat die letzten Worte gehört):
Z’erscht muesch hesch! Was hesch dü wieder mit dinere-n-Alte?!
"
general,MALE,"Schampetiss
(zusammenfahrend; für sich):
Jesses, d’Alt!! — 
"
ammej,FEMALE,"Ammej:
Ihr muehn ’m nix gläuwe, nit numme was ’r redd, nee äu diss, wie
        er denkt, isch gelöuje! 
"
general,MALE,"Schampetiss:
Nee, ich hab numme-n=uff dich gewart.
"
ammej,FEMALE,"Ammej:
Ze mach, dass de nuff kummsch! 
"
general,MALE,"Schampetiss
(trollt ängstlich der Türe links zu):
Ei jo denn.
"
ropfer,MALE,"Ropfer:
Schampetiss! Ehb dass ’r d’Köffer an de Isebahn fahre, ze
        kumme-n-’r noch emol erin un nemme do d’Correspondenz mit.
"
general,MALE,"Schampetiss:
Jo, im Herre. 
"
albert,MALE,"Albert:
Ah, Herr Ropfer, was ich saaue will; ich hab gueti Nouvelle for
        Sie: In Dingse isch d’Maul- und Klauenseuche un in Hebse d’r Typhus üsgebroche.
"
ropfer,MALE,"Ropfer:
Ah! — „Merci pour la bonne nouvelle.“ Uewerhaupt isch d’r
        Summer guet, „même“ sehr guet. M’r han viel kranki Lytt un viel krank Vieh. M’r han e ganz
        netti Cholerinepidemie, un durch’s nass Fueder gitt’s ziemlich viel geblähjts Vieh.
"
albert,MALE,"Albert:
D’Messti sin au ganz guet, es hett ziemlich viel Schläjereje.
"
ropfer,MALE,"Ropfer:
Un au e paar netti „accidents d’automobile“ han m’r in d’r
        Gejend g’hett.
"
jules,MALE,"Jules:
Ah, „patron“, ich hab ewe-n-au e kleins „accident“ g’hett mit
        ere Postkart. 
"
ropfer,MALE,"Ropfer:
„Bien sûr que non“. — Gän Sie mir die Kart here. Sie kummt m’r
        grad wie gewunsche. Jetz hawich mini Zahl voll.
"
jules,MALE,"Jules
(den Unwissenden spielend):
Wie meine Sie diss?
"
ropfer,MALE,"Ropfer
(hat ein Paket Postkarten aus einer Schachtel geholt):
Sehn ’r,
        Ihr junge Lytt, jetzt will ich Ejch e kleini Lektion gän un zeije, was Sparsamkeit isch.
        „Tenez“, alli Karte, wie ich im Lauf vun de drej letschte Johre nit fortschicke hab könne,
        wiel sie üs ierix ime Grund unbrüchbar worre sin, die hawich alli schoen uffg’hebt, anstatt
        sie wegzeschmisse, wie Sie ’s verlicht gemacht hätte. Jetzt hawich grad 200 Karte bienand,
        un do d’rfor bekumm ich jetzt vun der Poscht vier mol 200 Pfennig, macht 8 Mark, ’s isch
        nit viel Geld, awer ’s isch „par principe“, dass ich diss mach. — An so ebs hätte Sie
        wohrschienlich nit gedenkt?
"
jules,MALE,"Jules:
„Pardon, patron“, ich sammel so Karten, au.
"
ropfer,MALE,"Ropfer:
Diss kann ich jetzt fascht nit glauwe!
"
jules,MALE,"Jules:
„Pardon, patron“, ich will sie glich gehn hole, 
"
albert,MALE,"Albert
(abseits):
So e Fuchs! So e „canaille“!
"
ropfer,MALE,"Ropfer:
„Vraiment, monsieur Jules est un garçon modele! — C’est
        prodigieux“! Alli guete-n-Eijeschafte hett’r! — Finde Sie nit au, Herr Dokter ?
"
albert,MALE,"Albert
(ohne viel Ueberzeugung):
Ja, ja!
"
ropfer,MALE,"Ropfer:
Nit ja, ja. Sie saue diss, wie wenn Sie do d’rvun nit ganz
        üewerzehjt wäre.
"
albert,MALE,"Albert
"
ropfer,MALE,"Ropfer:
Noch nie hawich e so e Commis g’hett. Er isch kenn Luftiküs, wie
        anderi jungi Lytt, er isch solid, er isch „même“ fromm, geht rejelmässig in d’Kirich, hett
        sich glich angetraue, in unseri Societät inzetrette, wie ich zur Hebung der Sittlichkeit
        auf dem Lande gegründ hab. „Bref, il est très bien. Mini Frau isch au ganz vun’m
        enchantiert.
"
albert,MALE,"Albert:
Um uff die Karte zeruckzekumme. Was mich wundert, Herr Ropfer.
        diss isch, dass Sie so viel Karte zammegebrocht han.
"
ropfer,MALE,"Ropfer:
Diss isch licht ze begriffe. Erschtens schriw-ich „par
        principe“ mini ganz Correspondenz uff Karte, un zweitens hawich e gewissi Manie. Wenn mich
        zuem Exempel iemes verzürnt, ze geh ich anne im erschte Wueth un schrieb im e mordsgrowi
        Kart, „cela me soulage“, un am andere Daa, wenn ich no calmiert bin, ze uewerley ich mir
        die Sach noch emol, un schick die Kart no einfach nit furt.
"
albert,MALE,"Albert:
So spare Sie sich jedefalls viel Aerjer.
"
ropfer,MALE,"Ropfer:
„Bien sûr“, viel Aerjer und viel Unannehmlichkeit! — „Voilà
        par exemple un échantillon“. 
"
albert,MALE,"Albert:
„Ça, c’est tapé! ―
"
ropfer,MALE,"Ropfer:
Sehn Sie, un so sin Dutzendi drunter.
"
jules,MALE,"Jules
(von links):
„Me voilà, patron“, ich hab sie gezählt, es sin grad
        fuffzig, wie ich bienand hab. 
"
ropfer,MALE,"Ropfer:
„C’est prodigieux! 
"
jules,MALE,"Jules
"
ropfer,MALE,"Ropfer
(weiter blätternd: unruhig für sich):
Sott am End!? — „Non“, ’s
        isch sicher e Zuefall! — 
"
jules,MALE,"Jules:
Ich hab e schoene Schrecke bekumme, wie ’r mich waje d’r Susanne
        g’fröuit hett.
"
albert,MALE,"Albert:
Gelacht hätt ich, wenn ’r gelese hätt, was uff d’r Kart steht.
"
jules,MALE,"Jules:
Ich au, es isch nix drowe, wie e grosser Fettflecke. 
"
albert,MALE,"Albert
(ironisch):
E schoeni Kart, for in sinere früehjere Liebschti ze
        schicke.
"
jules,MALE,"Jules:
Ei, sie bekummt se jo nit. Die Kart isch jo nit zuem fortschicke.
        Ich hab jo die ganz Kollektion numme nooch mim Adressematerial fawriziert. for bie mim
        „patron“ e gueter Indruck ze mache.
"
albert,MALE,"Albert:
Un denne „cynisme“ hesch dü au noch, inzeg’schtehn, dass dü die
        Karte absichtlich fawriziert hesch?
"
jules,MALE,"Jules:
Ja, do bin ich stolz druff. Mit de guete Eijeschafte von de
        Mensche isch nit viel anzefange, mit ihre Schwäche müess m’r operiere, wenn m’r ’s zue ebs
        bringe will.
"
general,MALE,"Schampetiss
(von links):
Ich bin gerischt, for an de Isebahn. D’r
        „patron“ hett g’saat, ich soll d’Correspondenz mit nemme, un d’ verbrüchte Karte, wie
        ich uff d’r Poscht üstüsche söll.
"
jules,MALE,"Jules:
„C’est ça. Voilà“. do sin die verbrüchte Karte, zweihundert vum
        „patron“ un fuffzig vun mir, do bekumme-n-’r im ganze zehn Marik d’rfur. Verstande?
"
general,MALE,"Schampetiss:
„Morbleu!“ M’r meint, ich bin e kleins Kind, do hette m’r
        d’r Napoléon III vor de Schlachte ganz anderi Instrüktione gän, bie „Magenta“ zuem
        Exempel ...
"
jules,MALE,"Jules:
Schun guet, diss verzähle-n-’r e-n-ander Mol. — Un do die zehn
        Karte, diss isch d’Correspondenz vun hytt, die schmisse-n-’r, wie allewyl, in de Kaschte.
"
general,MALE,"Schampetiss:
„Serviteur!“
"
