speaker,sex,text
grossbabbe,MALE,"Grossbabbe:
Mildebibb noch emol! Witt jetz stille sinn un de Kaffe drinke, dü ungarschticher Bue, dü! Grad
          säisch dü witt brav sinn un jetz fangsch schun widder an —
"
schorschel,MALE,"Schorschel:
Wenn de Hanstrapp kummt, der wurd di fitze mi dere lange Ruet. Ich bin brav ich hab kenn Angscht
          vor-em 
          
"
grossbabbe,MALE,"Grossbabbe:
Entrez !
"
spahnelanz,MALE,"Spähnelänz:
Guete-n-Owe biesamme’! 
          
"
marikel,FEMALE,"Marikel:
Merci äu Spähnelänz, ihr danke doch als äu noch an uns, ich bin froh no brüch ich nitt in de Wald
          üewer d’Fierdäy.
"
spahnelanz,MALE,"Spähnelänz:
Joo, ich due allewäj im Voltz-Märtel sini Familie vergasse, ar isch äu e gueter Kärl un hett mir
          viel Gfalle gedoon.
"
marikel,FEMALE,"Marikel:
Ich sää ejch äu vielmols merci! Welle-n-er äu e bissel Kaffi drinke ? Ass isch Bohnekaffi !
"
spahnelanz,MALE,"Spähnelänz:
Näin, näin, Mäidel, ich hab schun e Schnäpsel gepackt. Awer ich will mich e bissel wärme un e bissel
          babble mit-em Grossvater.
"
grossbabbe,MALE,"Grossbabbe:
Dü besch doch e gueter Kärl, dü luejsch als doch noch uns do hüsse, in unserem Misere.
"
spahnelanz,MALE,"Spähnelänz:
As wurd jetz besser kumme, die Zitte sinn erum. Mer hann doch widder satt ze asse un Wissbrot hann
          mr äu. Morje bring i e Budäll Roter, wäisch, bim e guete Gläsel Win vergisst mr alles Misère. Jetz sott
          noch dr Voltz kumme no war Massel. Ich kanns nitt gläuwe, ass-r nimi läwe sell, ihr wäre sähn, ar steht
          am e schöene Döj do in dr Stubb. Dr Stäinpeterseppel isch gescht äu üss Rüssland kumme, ganz
          unverhofft.
"
grossbabbe,MALE,"Grossbabbe:
E Glüeck war’s jo, wann’s eso kam — awer war wäiss, wär wäiss. Zitter vier Johr hann mr kenn
          Stärweswöertele meh vum g’höert. Alli Brief wie mr gschriewe hann, sinn zeruck kumme, mr hann-em nitt
          kenne schriewe, ass ’s Marie, sini Fräu, krank esch, un wie’s gstorwe isch, hann mr-em kenn Nochricht
          kenne gann. Wie m’r uns anegewend’t hann, isch Bschäid zeruckkumme : Seit dem 24. August 1914 vermisst
          — — ja — ja! 
          
"
spahnelanz,MALE,"Spähnelänz:
Na, wann’s awer häisst „vermisst — isch’s als noch kenn Bewies, ass-r nimi läbt, un ihr derfe d’
          Hoffnung nitt uffgänn. Am End bringt ne gar ’s Chrischtkindel mit, ejere Babbe, diss war awer e
          Chrischtowe. — Mäinsch Schorschel, wann dr Babbe hinnicht käm, do datsch lache, hä ?
"
schorschel,MALE,"Schorschel:
Awer sicher, awer wie sieht dann e Babbe üss ?
"
spahnelanz,MALE,"Spähnelänz:
Ah, jasoo — dü kennsch jo dine Babbe gar nitt, dü bisch noch kenn zwäj Johr alt gewann, wie se ne
          g’holt hann d’ Prejse — un ar isch so ungarn furt von Fräu un Kind.
"
xaverel,MALE,"Xaverel:
Ich wäiss-es noch, wie er furt isch, ar hett uns alli gschmutzt un hett gsäit zue dr Mamme : Marie,
          hiel nitt, ich kumm ball widder. Ar isch awer noch nitt kumme.
"
marikel,FEMALE,"Marikel:
Un ’s wär nöeti, ass-r ball kam, schun waje dir, ass de widder emol ghöerich abgschmiert dätsch
          wäre.
"
xaverel,MALE,"Xaverel:
Waje mir, ich hab ganz Häimweh denoch, im Babbe sini Schmier gspiert mr doch äu. 
          
"
grossbabbe,MALE,"Grossbabbe:
Do müess mr noch lache zue allem Misère — un wie wurd’s uns noch gehn ? 
          
"
marikel,FEMALE,"Marikel:
Grossbabbe, mir bliewe bienander, ich will gare schaffe.
"
xaverel,MALE,"Xaverel:
As sell numme äiner kumme, ich bring ne nüss ! 
          
"
grossbabbe,MALE,"Grossbabbe:
As isch alles racht — wann numme emol e Brief oder e Nochricht vum kam — nurre e Zäiche, ass-r labt,
          sunsch sinn mr verlore. Die arme King düre mich, wäje mir hätt’s jo kenn so Wärt, ich läb doch nimmi
          lang.
"
marikel,FEMALE,"Marikel:
Grossbabbe, dü sollsch noch nitt stärwe, dü sollsch noch lang bie uns bliewe, gar jetz, wie d’
          Franzose do sinn.
"
schorschel,MALE,"Schorschel:
Dü derfsch nitt starwe Grossbabbe, wie de starbsch, bin i böes mit dr.
"
spahnelanz,MALE,"Spähnelänz:
Ihr wisse wie’s häisst: „Wann d’Not am gröeschte isch, isch Gottes Hilf am nächschte“ Un ihr wäre
          sähne, ar hilft äu bie ejch. Ihr derfe nitt glich ’s Ärigscht danke. Wann halt d’ Mamme noch do wär,
          war’s halt viel besser — die vermaledäit Gripp hett viel Mansche ’s Läwe koscht. 
          
"
alli,UNKNOWN,"Alli:
Guet Nacht, Spähnelänz.
"
marikel,FEMALE,"Marikel:
Un äu merci füer’s Holz, un ’s Chrischtkindel sell ejch äu ebs schöen’s bringe.
"
spahnelanz,MALE,"Spähnelänz:
As sell mr numme e Päckel Düwak bringe, diss isch mr liewer wie alles, ass i kenn Keschteblätter un
          wäiss dr Deifel was füer Mischt räuche muess. — Guet Nacht! 
          
"
marikel,FEMALE,"Marikel:
Ich will de Disch abrümme, un no sitze mr zuem Grossbabbe, un ar verzehlt uns no e schöen’s
          Gschichtel, gall Grossbabbe ?
"
grossbabbe,MALE,"Grossbabbe:
Aijo, ihr Quälgeischter, ass-r zefridde sinn. 
          
"
xaverel,MALE,"Xaverel:
Die Mühle geht langsam, das Rad geht schnell — —
"
schorschel,MALE,"Schorschel:

          
"
grossbabbe,MALE,"Grossbabbe:
Xaverel, witt de ruejh sinn! 
          
"
xaverel,MALE,"Xaverel:

          
"
marikel,FEMALE,"Marikel:

          
"
xaverel,MALE,"Xaverel:
Autsch — autsch — ich bin brav, Schweschterle, halt jetz — autsch, es langt — gisch mr dr Räscht
          e-n-ander Mol !
"
marikel,FEMALE,"Marikel:
So, un jetz do hare gsasse uf de Schämel un nimm gemückst. 
          
"
schorschel,MALE,"Schorschel:
Grossbabbe, ich kann äu schun eb’s natt’s ufsäue, höer emol Grossbabbe :
„Bin e kläiner Stumpe,
Steckt mr in de Lumpe,
Dr Lumpe isch ze kläin,
Mr steckt ne in e Stein ;
Dr Stäin isch ze kalt,
Mr steckt ne in e Wald,
Dr Wald isch ze finschter,
Mr steckt ne ins Münschter,
’s Münschter isch ze hoch,
Mr steckt ne in e Rohr,
’s Rohr isch ze äng,
Mr steckt ne in d’ Budäll,
d’ Budäll läuft üss,
D’r Stumpe blitzt erüss.“
"
xaverel,MALE,"Xaverel:

          
"
grossbabbe,MALE,"Grossbabbe:
Stille bisch — diss isch ganz ebs schöen’s Schorschel ! Ar isch numme schallü, will ar nix kann.
"
marikel,FEMALE,"Marikel:

          
"
grossbabbe,MALE,"Grossbabbe:
Glich — e Momant noch, ich bin so rüch im Hals. 
          
"
xaverel,MALE,"Xaverel:

          
"
marikel,FEMALE,"Marikel:

          
"
grossbabbe,MALE,"Grossbabbe:

          
As isch emol gewänn,
E Stackel un e Spähn.
As isch emol gsinn.....
"
"Alli drej:
Jooo, Grossbabbe, nitt eso — —
"
xaverel,MALE,"Xaverel:
Wann de so anfangsch, no bloss i druff.
"
marikel,FEMALE,"Marikel:
Wann dü nitt miesli stille bisch —
"
schorschel,MALE,"Schorschel:

          
"
grossbabbe,MALE,"Grossbabbe:

          
D’ arm Philome hett versproche, alles wohl üsszerichte, un no isch’s Katzemiesel gstorwe. Sie hett’s
          im Garte, grad vor ihrem Fanschter begrawe un isch glich ane gange un hett e Stächschar genumme un hett
          anfange unterem Holderbäum ze dälwe un ze sähne, obs Katzemiesel d’ Wohret gsäit hett. Sie hett
          tatsächli äu e grosser Hüffe Gold un Silwer gfunde, awer biem Anblick vun dam viele Gold isch äu glich
          d’ Habsucht un dr Giz in ihr Härz ingezöje, un sie hett ihr Verspreche vergässe, wie se im Katzemiesel
          gemacht hett un hett alles füer sich gepalte. Sie hett’s im Commode inbschlosse un hett dem blinde Mann
          nix devun gann vun dam viele Gold un Silwer.
Uf-em Grab vum Katzemiesel isch e Quätschelbäum gewachse, d’ Philome isch als alle Öwe unter dene
          Quätschelbäum gsässe, un emol, wie er ganz voll Quatschle isch g’hänkt, hett se alli Fräid ghett,
          ass-se so viel Quätschle bekummt, isch’s grad gsinn, ass wann se e häimlichs Rüsche in de Äscht höere
          dat un wie e Stimm säit :
War von sinem Üewerfluss
Un Richtum vollem Säje
E armer Blinder darwe losst,
Dam bringt’s kenn Glüeck, ar hett Verdruss.
Do isch d’ Philome bläich worre wie e Suppedaller, sie isch in d’ Stubb nin, hett’s Commode
          ufgerisse un da — ihr Schatz isch nimmi do gewann, alles Gold un Silwer futsch. Do isch se bedrüebt un
          voll Kummer un Anleje unter de Quätschelbäum gsässe un hett gejommert: „O ich armi Fräu, worum bin ich
          so harthärzi un gizich gewänn. Von was sell ich armi, alti Fräu jetz läwe, jetz muess i vor Hunger
          stärwe.“
Do hett’s widder anfange ze rüsche in de Äscht, e paar Quätschle sinn erab kejt un die Stimm hett
          gsäit: Äimol noch soll dr gholfe ware, hebb die Quätschle uf, sie sinn von pürem Gold, die sinn dine,
          awer ’s erscht arm Kind wie zue dr kummt, dem
          
Vor Scham un Ärjer, ass se widder e Dummhäit gemacht hett, isch se nüss geloffe in de Hoft un hett
          sich uf d’ Bank unter de Quätschlebäum gsetzt, un wie se nuff lüejt, ob kenn goldichi Quätschle meh
          drowe hänke, ze sieht se e schöener Vöjel drowe sitze mit-ere Goldkron uf-em Kopf, un dar hett no
          gsunge :
„Dü hesch nitt ghöert uf gueti Wort,
Drum isch din Gold un Richtum furt.“
„O dü liewer Vöjel“, hett d’ Philome gejommert, „datsch mr nurre noch emol halfe, ich will garn
          alles mache, was de mr säisch un nie widder gizich ware.“
Do hett der Vöjel e Fader keje lonn, die hett so geglänzt, ass dr Philome d’ Aue weh gedon hann, un
          wie se geluejt hett, isch se vun pürem Gold gsinn. Dr Vöjel hett awer gsäit: „Nimm die Fäder un steck
          se in de Bodde, do wie ’s Katzemiesel begrawe lejt, no wurd üewer Nacht e Bluemestock wachse, wie ganz
          von Gold isch, un do briechsch jede Owe e Blatt ab un dü wursch rich un glüeckli ware, nurre vergiss im
          Glück d’ Arme nitt.“
Do drüwer hett d’ Philome e grossi Fräid ghett un in ihrem Härze isch awer glich widder d’ Habsucht
          un dr Giz kumme un sie hett sich in Gedanke
          
"
schorschel,MALE,"Schorschel:
Diss esch e natti Gschicht gewann — dare „Fillemej“ gschied’s ganz eracht, ass se verbrännt
          isch.
"
marikel,FEMALE,"Marikel:
So köennt ich schun nitt sinn, ich dat de letschte Mumpfel häre gänn. 
          
"
grossbabbe,MALE,"Grossbabbe:

          
"
schorschel,MALE,"Schorschel:
Iööö — schun siewe ! Isch jetz ball zwöelf?
"
xaverel,MALE,"Xaverel:

          
"
schorschel,MALE,"Schorschel:
Er stupft mich! — Wart dr Hanstrapp muess die fitze.
"
marikel,FEMALE,"Marikel:
Xaverel, losch dene Bue gehn ! Noch e Wort, no muesch ins Bett.
"
schorschel,MALE,"Schorschel:
Kummt jetz ’s Chrischtkindel ball? 
          
"
grossbabbe,MALE,"Grossbabbe:
Entrez! 
          
"
xaverel,MALE,"Xaverel:

          
"
nissmeier,MALE,"Niessmeier:

          
"
grossbabbe,MALE,"Grossbabbe:
Awer Nissmeier, jetz mitte im Winter wotte ihr uns nüss stelle ? Bedänke doch, was diss füer uns
          wär, warte doch noch e bissel, hann noch e weni Geduld, mr hoffe alle Döj druff, ass dr Voltz widder
          kummt, no wurd’r jo alles bezahle,
"
nissmeier,MALE,"Nissmeier:
Ja, mit Versprechunge kann isch awer nitt inkaafe, un ob de Voltz kummt, diss isch e anderi
          Fröj.
"
xaverel,MALE,"Xaverel:
Awer sicher kummt-r.
"
grossbabbe,MALE,"Grossbabbe:
Na, awer gedulde ejch doch noch. Ihr hann jo ze läwe un sinn jetz nitt grad angewiese uf die paar
          hundert Livres. Ihr sinn doch e richer Mann. —
"
nissmeier,MALE,"Nissmeier:
Was heisst e richer Mann ? Du reste, ich müess au lueje, ass ich durichkumm, isch hab nix eweck ze
          schmisse un wenn de Voltz als weniger geblosse hätt, wär’s Baräckel längscht bezahlt.
"
xaverel,MALE,"Xaverel:
Was säit dar ? Unsere Babbe hett geblose ! 
          
"
nissmeier,MALE,"Nissmeier:

          
"
alli,UNKNOWN,"Alli:

          
"
voltz_martin,MALE,"Voltz:
Was geht do vor ? Sapristi noch emol !
"
alli,UNKNOWN,"Alli:

          
"
voltz_martin,MALE,"Voltz:

          
"
xaverel,MALE,"Xaverel:
Ar hett gsäit mr müen nüss, wann mr nitt bezahle kenne.
"
voltz_martin,MALE,"Voltz:
Soo — diss isch dr Dank von dere Sort Litt, ass mr 5 Johr lang sini Knoche ze Märik getraue hett un
          sie sinn d’häime hinterem warme Offe ghuckt. ’s isch guet Nissmeier — Ihr bekumme ejer Gald,
          
"
nissmeier,MALE,"Nissmeier:
Non, monsieur Voltz, ’s isch nitt so böes gemaant gewäse — Ich tröj eich jo — ihr brüche nitt glich
          morje ze kumme. — Ich waas jo, ihr sinn e braver rechtschaffener Mann — isch hab numme welle lueje, was
          d’ Familie macht, wie’s geht dene Kinder, ich bin nurre froh, ass isch nix Böeses üewer ejch gsaat hab.
          — Adje, un amesiere-n-ejch guet! 
          
"
voltz_martin,MALE,"Voltz:
Kinder — Vater — Gott-lowe-dank d’häime ! —
"
"Marikel un Xavier:
Babbe, liewer Babbe — jetz bliesch awer do, gall ?
"
voltz_martin,MALE,"Voltz:
Wie isch d’ Mamme ? Ruefe d’ Mamme, saue de Babbe isch do! 
          
"
voltz_martin,MALE,"Voltz:
Ja, wie gemahnt mich diss ? Wie isch d’ Mamme? 
          
"
schorschel,MALE,"Schorschel:
Unseri Mamme isch nitt do — sie isch gstorwe !
"
voltz_martin,MALE,"Voltz:

          
"
grossbabbe,MALE,"Grossbabbe:
Martin — verzwiefel nitt, ass isch jo hart, was dich getroffe hett — awer luej, dü muesch’s ze
          üewerwinde sueche, dü muesch jetz starik sin ! — Ja, ’s Marie hett müen starwe, d’ Gripp hett’s
          mitgenumme, wie noch so viel — awer do hesch dini Kinder, unschuldichi Tröepfle, wie mit Schmarze uf de
          Babbe gewart hann un de Glauwe nitt verlore hann, ass de widder kummsch, un ihrer Glauwe hett se nitt
          im Stich gelonn, dü bisch widderkumme. — Diss isch doch au e Droscht füer di un soll dr Kraft gann äu
          diss ze üewerwinde — — un am Schicksal kenne mr nix ändere, ass hett so selle sinn.
"
schorschel,MALE,"Schorschel:

          
"
grossbabbe,MALE,"Grossbabbe:
Schorschel, diss isch jetz dr Babbe — wie de als gebatt hesch ass-r ball kumme sell.
"
schorschel,MALE,"Schorschel:

          
"
voltz_martin,MALE,"Voltz:

          
"
marikel,FEMALE,"Marikel:
Babbe, hesch kenn Hunger — ich hab e Kueche gebache füer morje, awer mr asse ne jetz.
"
voltz_martin,MALE,"Voltz:
Loss numme, Kind, ich hab gueti Sache mitgebrocht, Asse un Trinke. 
          
"
schorschel,MALE,"Schorschel:
Uuh — Schocola ! Babbe, gab mr e Stüekkel 
          
"
marikel,FEMALE,"Marikel:
Babbe, worum hesch dann so lang nix von dr höere lonn ? Vier Iohr lang ohne e Zäiche vun dr.
"
grossbabbe,MALE,"Grossbabbe:
Ja, Martin, mr hann in Angscht um dich gelabt. Dü hesch allewäj viel ze verzehle.
"
voltz_martin,MALE,"Voltz:
Ich möecht am liebschte nim dran dänke, gschweje devun redde. Am 24. August 1914 bin ich an dr
          Oschtfront biem e Vormarsch nitt witt vun Allenstein gfange genumme worre. Bis noch Sibirien
          
"
grossbabbe,MALE,"Grossvater:
Diss war im Jacques sinner Bue. Wie geht’s em dann in Amerika ?
"
voltz_martin,MALE,"Voltz:
Ar hat e grossi Holzhandlung un verdient viel Gald, ar isch e gemachter Mann. Ar hett mr Gald gann,
          e so viel, ass ich kann säue, mr sinn so gstellt, ass mr e äjes Hiesel un e sorjeloses Läwe hann. Ar
          hett äu gemacht, ass ich jetz schun d’häime bin, ich hab üewer Frankrich kenne räise, in Lyon haw i die
          Kleider bekumme, un mit-em erschte Transport bin i abgfahre ins Elsass. Ich war erscht morje kumme, es
          fahrt hinnicht kenn Bähnel meh, awer ich hab de Wäj nitt gschejt un bin üwer de Barri rüewer geloffe,
          ich hab doch am Chrischtowe d’häime welle sinn bie minere Familie.
"
"Marikel un Xavier:
Gott-lowe-dank, ass mr die widder hann, dü bisch widder bie uns, jetz isch alles vergasse.
"
voltz_martin,MALE,"Voltz:
Numme d’Mamme sott noch do sinn.
"
grossbabbe,MALE,"Grossbabbe:
Die isch im Himmel und fräit sich jetz mit uns, ass dr Babbe widder do isch.
"
schorschel,MALE,"Schorschel:

          
"
voltz_martin,MALE,"Voltz:
Xaverel, lang emol de Kuffer, ich hab ejch ebs mitgebrocht üss Rüssland. E Halstuech fürs Marikel, e
          Pelzkapp füer de Xaverel un e Mutze füer de Schorschele. 
          
"
grossbabbe,MALE,"Grossbabbe:
Martin, siehsch, wo so viel Lieb isch, do isch äu e Glüeck.
"
voltz_martin,MALE,"Voltz:
Noch d’ Mamme — noch war min Glüeck vollkomme. 
          
"
schorschel,MALE,"Schorschel:
’s Chrischtkindel kummt — ’s Chrischtkindel kummt ! 
          
"
marikel,FEMALE,"Marikel:
Kumm Schorschel, ich will dr ’s Müll abbutze, sunsch bekummts jo Angscht. 
          
"
chrischtkindel,UNKNOWN,"Chrischtkindel:
Ehre sei Gott in der Höhe und Friede den Menschen, die eines guten Willens sind.
"
hanstrapp,MALE,"Hanstrapp:
Millionesternschnüppe ! — Jetz emol do häre un gsunge „O Tannenbaum“. — Ja, do fehlt jo einer, wo
          stackt dann der ? Aha, der hett e böeses Gewisse, der hett Angscht vor-em Hanstrapp. 
          
"
xaverel,MALE,"Xaverel:

          
"
hanstrapp,MALE,"Hanstrapp:
Un ihr zwei, sinn ihr brav, oder müen ihr äu Wichs hann ?
"
chrischtkindel,UNKNOWN,"Chrischtkindel:
Halt — liewer Hanstrapp. Ich bitt füer die Kinder, sie hann in dene vier Johr genuej liede müen un
          hann kenn Mamme meh. —
"
"Alli drej Kinder:
Liebs Chrischtkindel, mr welle allewill brav un folgsam sinn.
"
hanstrapp,MALE,"Hanstrapp:

          
"
alli,UNKNOWN,"Alli
(singe:)
„O Tannenbaum, o Tannenbaum, wie grün sind deine Blätter“ usw.
"
hanstrapp,MALE,"Hanstrapp:
Guet so gsinn. Do häre, jetz gitts Äpfel un Nusse un nitt züe knapp, Millionesternschnüppe ! 
          
"
xaverel,MALE,"Xaverel:
Ich — Hanstrapp !
"
hanstrapp,MALE,"Hanstrapp:
Dü ? Zej emol, angfange — wann’s nix isch no rauchts 
          
"
xaverel,MALE,"Xaverel:
(saat uf :)

            
De brave Kinder ihri Zitt,
Ruckt nähter als dezü.
Dr Chrischtdaa isch jetz gar nim witt,
Do gitt’s Pläsir genuej.
’s Chrischtkindel kummt,
Isch diss e Läwe.
Was wurd’s do füer Presantle gäwe.
Sie höere in Gedanke schun
Sin Glöeckel silwerhäll,
Mr säit sie draime gar devun,
Der geht gewiss nitt fahl.
Na, nurr Geduld, nim lang soll’s wäre,
’s Chrischtkind wurd ejch brachti b’schäre.
Do gitt’s füer Mäidle Küechegschirr
Un Puppe, natt un fin.
Mit Lockehoor, mr meint jo schier,
Dass sie natirlich sinn.
Zuem koche Äpfel, Bonbons, Tarte,
Füer ihre Puppe uffzewarte.
Füer Büewe gitt’s e Stäckepferd,
E Trumm un e Trumbeet,
E Flint un gar au noch e Schwärt,
Soldate gar ze natt.
Do kenne se als exerziere
Un mitnander blinde Schlachte füere.
Diss war füer die, wo brav als sinn,
De Eltere folje schöen,
Wo d’ Lehrer niemols strofe müen
Un gärn in d’ Schuel au gehn.
Füer d’ Böese, wie stets brumme
Wurd mit dr Ruet dr Hanstrapp kumme.
Drum liewi Kinder uffgebasst
Un seje brav un guet,
Dr Hanstrapp hett noch niemols gspasst,
Er hett e dicki Ruet.
I mein, er wurd im Eck dort sitze
Füer böese Kinder scharf ze fitze.
"
hanstrapp,MALE,"Hanstrapp:
Guet gemacht — do hesch’s Härz un sej vun jetz ab brav, sunsch butterts, wänn i widder kumm.
"
chrischtkindel,UNKNOWN,"Chrischtkindel:
Awer der Klein do muess au e Lebkuechehärz hann.
"
hanstrapp,MALE,"Hanstrapp:
Kannsch au ebs uffsaue, Dicker ?
"
schorschel,MALE,"Schorschel:

          
"
hanstrapp,MALE,"Hanstrapp:
Diss isch kläin, awer fein! do hesch e Härz.
"
chrischtkindel,UNKNOWN,"Chrischtkindel:
Diss isch lieb vun dir un au im Maidel muesch e Härz gänn 
          
"
hanstrapp,MALE,"Hanstrapp:
Do wurr ich alli Härzer los, Millionesternschnüppe, un mr hann noch meh Kinder ze bschäre.
"
chrischtkindel,UNKNOWN,"Chrischtkindel:
Ihr liewi Kinder, ich hab gsähn ass ihr alli brav sinn, un de brave Kinder duet’s Chrischtkindel
          allewill helfe un biestehn. Denn durch diss ass ihr zuem Chrischtkindel immer gebett hänn,
          
"
alli,UNKNOWN,"Alli:

          
"
