drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name,numTokens,numLexTokens,avgLexVal,lexRatio,anger_roll_mean,anticipation_roll_mean,arousal_roll_mean,disgust_roll_mean,dominance_roll_mean,fear_roll_mean,joy_roll_mean,sadness_roll_mean,surprise_roll_mean,trust_roll_mean,valence_roll_mean
comedy,BABETTE,F,,,,"
          
Babette.

          
Ne b'sundere Chance hàn Se... g'wiss... denn wie g'sàit
                        spielt nur ei Klavier, das en face, denn die Lit
                        unte an uns ziehn hit üs mit ihrem, un dur e b'sundere
                        Züefall sàlle dert àne dr andre Monet.
                    

        
",10,lustig-babette-mach-s-fenster-zue,39,3,0.0926666666666666,0.0769230769230769,0.06503787878787877,0.09007272727272726,0.5430413951908862,0.0034181818181818003,0.6624885844160471,0.05381363636363636,0.26182214572130313,0.02186666666666666,0.04236969696969693,0.15623636363636365,0.6892794660656426
comedy,Herr SOLO,M,,,,"
          
Herr Solo.

          
Aha!... endlig, endlig wird i denn vo mine zwe Todtfind
                        befreit un ha wieder Rüeh, do im Hüs
                        wenigstens... ganz unte wohnt d'Hüsfraü, un die wird in
                        ihrem sechzigste Johr nitt afange Müsik
                        z'mache... obscho se nitt iwel dri vernarrt isch.
                    

          

        
",11,lustig-babette-mach-s-fenster-zue,45,9,0.1050517427900889,0.2,0.0675936818913511,0.0432,0.5209311721769532,0.0170512159002357,0.641517464955105,0.07344817217183548,0.27118539996389696,0.0411020145076487,0.030733333333333317,0.16215555555555555,0.67769825659002
comedy,BABETTE,F,,,,"
          
Babette.

          
Se hat awer e Suhn, wo schint's uf B'süech kunnt fir e
                        Zit lang...
                    

        
",12,lustig-babette-mach-s-fenster-zue,16,4,0.14025,0.25,0.0675936818913511,0.06899999999999999,0.5015256738694759,0.0170512159002357,0.6376975954820847,0.09689817217183547,0.20803034146187196,0.0637520145076487,0.030733333333333324,0.16215555555555555,0.6462399985692915
comedy,Herr SOLO,M,,,,"
          
Herr Solo.

          
Dà wird doch ebbe g'scheidt si un wird nitt ku müsiziere
                        do!... un 's hat noch nieme g'lehnt im Erste,
                        nitt wohr, Babette?
                    

        
",13,lustig-babette-mach-s-fenster-zue,25,4,0.019,0.16,0.0713936818913511,0.10064999999999999,0.4662842962904691,0.026451215900235702,0.5812678101830532,0.10394817217183547,0.22443034146187196,0.0637520145076487,0.030733333333333324,0.10240555555555556,0.6452533322530088
comedy,Herr SOLO,M,,,,"
          
Herr Solo.

          
Güet!... un owe-n-an uns wohnt dr alte Hüewer... mit dem
                        ha-n-i nit z'riskiere!
                    

        
",15,lustig-babette-mach-s-fenster-zue,20,4,0.019,0.2,0.0751936818913511,0.12915000000000001,0.4565861402077164,0.0358512159002357,0.5710738197912569,0.11099817217183547,0.1314299318596544,0.0637520145076487,0.030733333333333324,0.14460555555555554,0.6074619633482421
comedy,BABETTE,F,,,,"
          
Babette.

          
Verlehn Sie sich nitt druf... er hat parfaitement ne
                        Klavier in sim Salon steh, un wie-n-i g'hört ha,
                        soll e Nièce vo Basel jetz züe-n-em ku wohne,
                        wo-n-ihre-n-Eltre verlore hat...
                    

        
",16,lustig-babette-mach-s-fenster-zue,39,4,0.14425,0.1025641025641025,0.08551034855801778,0.11760000000000001,0.4425883299040752,0.0581012159002357,0.5542691633344594,0.09019817217183548,0.1314299318596544,0.041885347840982044,0.0,0.17740555555555554,0.5859515011223142
comedy,Herr SOLO,M,,,,"
          
Herr Solo.

          
Oh Babette!... wenn i vo Basel hör rede, so denk i
                        allewil an e junge Person, wo-n-i vor em Johr dert ha
                        lehre kenne... se hat Rösle g'heisse... ich bi ganz
                        verliebt gsi in se... un sie hat mich o gern
                        g'ha!... nur ha-n-i nie kenne wisse, eb's vo wege minre
                        Person gsi isch oder vo wege mim Talent...
                    

        
",17,lustig-babette-mach-s-fenster-zue,66,7,0.0108571428571428,0.106060606060606,0.06667142857142856,0.158,0.4540596031031556,0.04642142857142856,0.5704051165514523,0.07202857142857141,0.12789298661963763,0.02265,0.01094285714285714,0.2156979166558723,0.6077033433651013
comedy,BABETTE,F,,,,"
          
Babette

          
(fir sich)

          
Dà wott schön ag'rennt si mit sine fufzig johr!

        
",18,lustig-babette-mach-s-fenster-zue,14,2,0.2805,0.1428571428571428,0.09472142857142855,0.18770000000000003,0.4793106721538726,0.04642142857142856,0.5677320640952657,0.07902857142857142,0.17581577747641675,0.00089999999999998,0.028942857142857138,0.27429791665587233,0.6154077549837453
comedy,Herr SOLO,M,,,,"
          
Herr Solo.

          
Hein... was sàisch, Babette?

        
",19,lustig-babette-mach-s-fenster-zue,6,1,0.076,0.1666666666666666,0.10612142857142856,0.15605000000000002,0.4722448154349201,0.07462142857142856,0.5634862755472465,0.10017857142857142,0.15941577747641675,0.00089999999999998,0.028942857142857138,0.20124791665587233,0.5953765597661401
comedy,BABETTE,F,,,,"
          
Babette.

          
Ich sag, Sie hàn jo no nitt viel graüe Hoor.

        
",20,lustig-babette-mach-s-fenster-zue,11,1,0.0,0.0909090909090909,0.10232142857142856,0.12755,0.45176041331149686,0.14962142857142857,0.5081656656132344,0.09312857142857142,0.12552993371392196,0.00089999999999998,0.028942857142857138,0.1590479166558723,0.5643542515904109
comedy,Herr SOLO,M,,,,"
          
Herr Solo.

          
Nitt wohr, Babette, ich bi noch güet conserviert?...
                        hätt ich se doch nur g'frogt... ich ha-n-ere Klavier
                        stunde gà un ha-n-ere ne Romance composiert, express
                        fir sie... awer bi dem ich's bliwe.
                    

        
",21,lustig-babette-mach-s-fenster-zue,39,5,0.1274,0.1282051282051282,0.09895142857142857,0.11246,0.46974172883130444,0.13489142857142855,0.5554177915159986,0.12312857142857143,0.1657586087239178,0.00089999999999998,0.028942857142857138,0.1774063962367431,0.6030575706197046
comedy,BABETTE,F,,,,"
          
Babette.

          
Awer, Herr Solo, wenn Sie-n-eso gern thàte hirothe,
                        worum nàmme Sie nitt e Person ung'fàhr im
                        gliche-n-Alter as wie Sie... ne so ebber in mim Genre
                        viellicht?... (se stellt si).
                    

        
",22,lustig-babette-mach-s-fenster-zue,37,4,0.019,0.1081081081081081,0.10058,0.09121,0.44799891783087575,0.13892,0.536928897135704,0.12614999999999998,0.14285146586677494,0.00089999999999998,0.0512,0.16994233372864734,0.5770409518448935
comedy,Herr SOLO,M,,,,"
          
Herr Solo

          
(fir sich)

          
Oho!... ich glaüb gar, mi Hüshàltere will mr dr Hof
                        mache!
                    

        
",23,lustig-babette-mach-s-fenster-zue,17,4,0.15925,0.2352941176470588,0.07633000000000001,0.0899467050796926,0.4227722377964748,0.14831999999999998,0.5455144828283536,0.1082,0.11002203132118545,0.0,0.0332,0.17255728002650855,0.5795379121903016
comedy,BABETTE,F,,,,"
          
Babette.

          
Ne so ne Person, wo-n-alle-n-Ihre Bedürfnisse-n-un Ihre
                        G'wohnheite kennt, un wo Sie g'wiss besser
                        b'sorge thàt as eso ne Junge...
                    

          

            
G'sang

            
(Robin des bois)

            
Fir in d'Hiroth

            
Ich's no nitt z'spot,

            
Se känne's jo noch woge,

            
Thien Sie nur bol,

            
Wenn's g'rothe soll,

            
Ne zàrtlig Herz drum froge.

            
Thien Sie froge,

            
Froge Sie nur bol!

          

        
",24,lustig-babette-mach-s-fenster-zue,69,5,0.1906,0.072463768115942,0.09924999999999999,0.14070035755357693,0.45304037958007565,0.12007999999999999,0.5230859930368521,0.10435999999999998,0.15334203132118543,0.0124823642712938,0.05536,0.17255728002650855,0.5759196451128263
comedy,Herr SOLO,M,,,,"
          
Herr Solo.

          

            
Fir in d'Hiroth

            
Wàr's no nitt z'spot,

            
Sie thàt's jetz glaüb noch woge,

            
Am End kunnt bol

            
Sie mich emol

            
Noch selwer drum ku froge!

          

          

        
",25,lustig-babette-mach-s-fenster-zue,31,5,0.1836,0.1612903225806451,0.13597,0.19860337409121534,0.4704832136071467,0.05255999999999996,0.5608584805239907,0.13872,0.17229671637013713,0.0249647285425876,0.0616,0.20120923706479749,0.5762630913514218
comedy,Herr SOLO,M,,,,"
            
Herr Solo.

            

              
Mich ku froge,

              
Froge thüet sie bol!

            

          
",26,lustig-babette-mach-s-fenster-zue,9,2,0.038,0.2222222222222222,0.11809,0.24534337409121534,0.45756014826090297,0.06383999999999997,0.5412282743178468,0.12282,0.1320680413601413,0.0249647285425876,0.0616,0.15005075748392666,0.5567156999326254
comedy,Herr SOLO,M,,,,"
          
Herr Solo.

          
Nitt wohr, Babette, ich kännt's noch woge? ich ha o scho
                        dra denkt... awer mit allem dem thüe-n-ich nit
                        as plaüdere (er sitzt ans Klavier un süecht) mach jetz
                        nur 's Fenster züe un loss mich derno schaffe.
                    

        
",28,lustig-babette-mach-s-fenster-zue,45,3,0.1400485372727022,0.0666666666666666,0.14229970745454046,0.273060040757882,0.4719135681174301,0.08909392661311902,0.5507908007615282,0.16265046213705497,0.12658470802680796,0.06243549355369138,0.050277588190962286,0.15600023666948348,0.5529113769815552
comedy,BABETTE,F,,,,"
          
Babette

          
(fir sich)

          
Ah so... er schickt mich glaüb spaziere!... (se macht 's
                        Fenster züe).
                    

        
",29,lustig-babette-mach-s-fenster-zue,19,3,0.187,0.1578947368421052,0.14784970745454046,0.24740560911777956,0.4890644671244594,0.079693926613119,0.5772282822740371,0.1675671288037216,0.11573249346387116,0.06243549355369138,0.050277588190962286,0.18680521876877054,0.5609908883859412
comedy,Herr SOLO,M,,,,"
          
Herr Solo.

          
Re si sol mi si...

        
",30,lustig-babette-mach-s-fenster-zue,7,1,0.076,0.1428571428571428,0.12492970745454043,0.1966519566438952,0.45879632534085857,0.10793392661311903,0.5996567720655386,0.17140712880372164,0.07241249346387116,0.049953129282397576,0.02811758819096228,0.18680521876877054,0.5646091554634165
comedy,BABETTE,F,,,,"
          
Babette

          
(fir sich)

          
De kasch lang singe: « 's Resi soll mi si », De
                        bekunnsch's doch nitt! (se geht üse links).
                    

        
",31,lustig-babette-mach-s-fenster-zue,27,3,0.187,0.1111111111111111,0.12560970745454045,0.1387489401062568,0.4834787138432569,0.09105392661311904,0.6048541449581503,0.2089137954703883,0.09285780841491946,0.06767076501110378,0.021877588190962284,0.15815326173048158,0.5814033485043163
comedy,Herr SOLO,M,,,,"
          
Herr Solo

          
(allei)

          
Ich kumm décidément nitt derzüe, das Ding ferig z'mache
                        hit... tiens, me klopft... noch e Visite jetz!...
                        (ungeduldig) entrez!
                    

        
",32,lustig-babette-mach-s-fenster-zue,27,4,0.04625,0.1481481481481481,0.12725970745454043,0.13639894010625678,0.48889396089227477,0.09650392661311905,0.5846665153069358,0.22221379547038828,0.09285780841491946,0.09712036578453169,0.021877588190962284,0.15815326173048158,0.5544913847632548
comedy,Fraü RUMPEL,F,domestic_worker,elementary_professions,,"
          
Fraü Rumpel

          
(kunnt hinte-n-ine)

          
Thüe-n-ich Se viellicht störe, Herr Solo!...

        
",33,lustig-babette-mach-s-fenster-zue,16,2,0.038,0.125,0.10685,0.08953227343959012,0.4763975172040942,0.08065,0.5740029453985114,0.1894333333333333,0.0709911417482528,0.059649600773427916,0.0445,0.09201992839714826,0.5477634389238638
comedy,Herr SOLO,M,,,,"
          
Herr Solo.

          
Nit im g'ringste... Hüsfraü... nitt im g'ringste... (fir
                        sich) thüet se mich agaciere, die Fraü!...
                        se-n-isch efange-n-allewil do!...
                    

        
",34,lustig-babette-mach-s-fenster-zue,26,4,0.15925,0.1538461538461538,0.10129999999999999,0.06094999999999998,0.46750916106585666,0.09005,0.5368082495654596,0.17906666666666665,0.06049999999999998,0.059649600773427916,0.0445,0.03084999999999999,0.5294171990932457
comedy,Fraü RUMPEL,F,domestic_worker,elementary_professions,,"
          
Fraü Rumpel.

          
Ich ha denkt, ich will Ene d'Neüigkeit gli ku sage, Herr
                        Solo... fir Sie, wo so ne Müsiknarr sin, isch
                        das e famose Surprise... Sie thàte's nie errothe?...
                    

        
",35,lustig-babette-mach-s-fenster-zue,32,3,0.2123333333333333,0.09375,0.12856666666666666,0.10314999999999999,0.48862513409921443,0.06498333333333331,0.5201458862975261,0.20086666666666667,0.06049999999999998,0.059649600773427916,0.0445,0.03084999999999999,0.5142276107044343
comedy,Herr SOLO,M,,,,"
          
Herr Solo

          
(fir sich)

          
Ne Müsiknarr... ich!... merci.

        
",36,lustig-babette-mach-s-fenster-zue,10,2,0.3185,0.2,0.15486666666666665,0.10314999999999999,0.48055809807368066,0.08378333333333332,0.525678709205512,0.20400000000000001,0.0211,0.02944960077342792,0.0445,0.03084999999999999,0.49827134128641165
comedy,Fraü RUMPEL,F,domestic_worker,elementary_professions,,"
          
Fraü Rumpel.

          
's Babette wird Ene jo g'sàit ha, ass die Lit do
                        unte-n-üsziehn?... à propos... wisse Se, ass mi Suhn
                        aku
                        isch?... das güete Babette! Sie hàn doch g'wiss e güete
                        Hüshàltere an dàre Person!...
                    

        
",37,lustig-babette-mach-s-fenster-zue,38,3,0.0926666666666666,0.0789473684210526,0.16414999999999996,0.0422,0.4766773923845295,0.05953333333333333,0.5449811469429698,0.19740000000000002,0.1114622500333194,0.02186666666666666,0.0445,0.03084999999999999,0.5551126413975567
comedy,Herr SOLO,M,,,,"
          
Herr Solo.

          
's isch wohr, ja... 's Babette isch e güete
                        Hüshàltere... 's erlaübt sich màngmol e wenig z'viel,
                        awer
                        wil's vo jeher in unsrer Familie gsi isch, so loss ich
                        em halt viel dure geh... awer sage Se mr, Fraü
                        Rumpel, isch Ihr Suhn viellicht Müsikant?...
                    

        
",38,lustig-babette-mach-s-fenster-zue,49,9,0.0970161790909007,0.1836734693877551,0.1759532358181801,0.06928888888888887,0.489038109625718,0.05852908664881744,0.5495332029106339,0.19892682071235165,0.16110040281665042,0.03435692167036792,0.0171814182858763,0.052894444444444425,0.5726814162121977
comedy,Herr SOLO,M,,,,"
          
Herr Solo

          
(fir sich)

          
Gottlob!

        
",40,lustig-babette-mach-s-fenster-zue,7,2,0.3185,0.2857142857142857,0.2078032358181801,0.06928888888888887,0.4973262365266682,0.06792908664881744,0.5557432652300643,0.23642682071235166,0.14000040281665038,0.03435692167036792,0.0171814182858763,0.02204444444444443,0.5620789573162813
comedy,Fraü RUMPEL,F,domestic_worker,elementary_professions,,"
          
Fraü Rumpel.

          
Er lehrt alle-n-Instrumente üs dr Füst, wie me sàit...
                        er hat jetz grad e Jagdhorn mitbrocht, wo-n-er
                        studiert mit, un Se werde sàh, er ka's gli spiele...
                    

        
",41,lustig-babette-mach-s-fenster-zue,34,2,0.0,0.0588235294117647,0.16533656915151346,0.08408888888888888,0.5032591909194326,0.05539575331548412,0.5636337142723938,0.18642682071235167,0.14000040281665038,0.03435692167036792,0.05778141828587631,0.07984444444444443,0.5960703633261183
comedy,Herr SOLO,M,,,,"
          
Herr Solo

          
(consterniert)

          
Ne Jagdhorn!...

        
",42,lustig-babette-mach-s-fenster-zue,7,1,0.076,0.1428571428571428,0.11683656915151344,0.08408888888888887,0.4732162737078546,0.07419575331548411,0.5728597451386873,0.13962682071235166,0.14000040281665038,0.03435692167036792,0.05778141828587631,0.07984444444444441,0.6117602129493406
comedy,Fraü RUMPEL,F,domestic_worker,elementary_professions,,"
          
Fraü Rumpel.

          
Ich will em sage, ass er herzhaft derhinter geht... Sie
                        känne derno accompagniere, wenn er's emol güet
                        ka... awer, fir uf unser Surprise z'ruckz'ku... wisse
                        Se, ass ich dr erste Stock verlehnt ha?... im e
                        Müsigprofesser... er spielt alle-n-Instrumente... uf
                        die Art hà mr derno dr ganze Tag Müsik im Hüs!
                    

        
",43,lustig-babette-mach-s-fenster-zue,57,8,0.101375,0.1403508771929824,0.11857823581818012,0.08408888888888887,0.47968016499034044,0.07419575331548411,0.5827595633861413,0.13952682071235165,0.13103107466457836,0.01289025500370126,0.05778141828587631,0.07984444444444441,0.6086990481001573
comedy,Herr SOLO,M,,,,"
          
Herr Solo

          
(losst si uf e Stüehl sinke)

          
's hat mr nit meh g'fehlt as das!... (er springt uf) Sie
                        unbarmherzige Fraü, ass Se-n-isch!... will Sie
                        denn mi Tod, ass Se-n-eso Sache geht geh mache!
                    

          

        
",44,lustig-babette-mach-s-fenster-zue,43,4,0.1624999999999999,0.0930232558139534,0.13167499999999996,0.0769,0.49029854887624563,0.0986,0.5940340241266284,0.17310000000000003,0.1360929218812474,0.046150000000000004,0.0695,0.05779999999999998,0.5880297636271596
comedy,Fraü RUMPEL,F,domestic_worker,elementary_professions,,"
          
Fraü Rumpel.

          
Was isch Ene!... was hàn Se... ich ha jetz g'meint
                        Wunder was fir e Freid, ass ich Ene verschaffe thüe.
                    

        
",45,lustig-babette-mach-s-fenster-zue,22,4,0.184,0.1818181818181818,0.10477499999999998,0.10005894922273832,0.5134477802428636,0.08370000000000001,0.6071891656912708,0.13325000000000004,0.23774456211831488,0.04995,0.12178079547309437,0.07818181952548146,0.6296532529945373
comedy,Herr SOLO,M,,,,"
          
Herr Solo.

          
Lost Se... ich will nitt, ass Sie das Logis in dem
                        Professer verlehnt... ich nimm's eher fir mich
                        selbst.
                    

        
",46,lustig-babette-mach-s-fenster-zue,22,3,0.2123333333333333,0.1363636363636363,0.14724166666666663,0.04305894922273834,0.5061680722629329,0.09623333333333331,0.6162755917249506,0.18325000000000002,0.23774456211831488,0.04995,0.08118079547309437,0.05891515285881478,0.6061841900193894
comedy,Fraü RUMPEL,F,domestic_worker,elementary_professions,,"
          
Fraü Rumpel.

          
Jà... 's isch mr Leid... awer ich ka jetz nimmig
                        z'ruck... ich ha mi Wort gà!
                    

        
",47,lustig-babette-mach-s-fenster-zue,19,4,0.2780905602702895,0.2105263157894736,0.18765977872072453,0.08835894922273832,0.5491583154189066,0.10642171609587603,0.5877550320512622,0.21861469716051224,0.23774456211831488,0.07605742060420292,0.12029173055620805,0.08341325233490329,0.5569652930258702
comedy,Herr SOLO,M,,,,"
          
Herr Solo.

          
Eh bien... thàt Se sage, 's Hüs thüet sich setze... 's
                        seig am zàmmefalle... oder sunscht ebbes... nur
                        losst Se dà Professer nitt ine.
                    

        
",48,lustig-babette-mach-s-fenster-zue,26,4,0.019,0.1538461538461538,0.17118477872072452,0.11999270005998537,0.5410281119898013,0.11582171609587602,0.6006518372691122,0.20496469716051222,0.2115855764245767,0.07565742060420291,0.12029173055620805,0.14589700317215037,0.5583683036143299
comedy,Fraü RUMPEL,F,domestic_worker,elementary_professions,,"
          
Fraü Rumpel

          
(fir sich)

          
Isch das jetz e possiger Held!...

        
",49,lustig-babette-mach-s-fenster-zue,12,2,0.2805,0.1666666666666666,0.19478477872072456,0.15009270005998537,0.5956857452715545,0.07362171609587602,0.6254585464193673,0.21666469716051226,0.2130855764245767,0.029907420604202917,0.12579173055620804,0.22319700317215035,0.5923723535836701
comedy,Herr SOLO,M,,,,"
          
Herr Solo.

          
Also isch's abg'macht... ich lehn do unte un do isch's
                        Drufgeld.
                    

        
",50,lustig-babette-mach-s-fenster-zue,15,2,0.177,0.1333333333333333,0.19338477872072457,0.12693375083724706,0.5294425265797255,0.08852171609587603,0.5858549066187109,0.2268146971605122,0.11143393618750923,0.05890742060420292,0.07351093508311365,0.2028151836466689,0.546505474433417
comedy,Fraü RUMPEL,F,domestic_worker,elementary_professions,,"
          
Fraü Rumpel.

          
Jà awer... (fir sich) se sin alle verruckt,
                        d'Müsikante!
                    

        
",51,lustig-babette-mach-s-fenster-zue,14,2,0.2805,0.1428571428571428,0.2070181120540579,0.12693375083724706,0.5604458089360504,0.0759883827625427,0.5627457523490793,0.23771469716051224,0.11143393618750923,0.05890742060420292,0.12901093508311368,0.16428185031333556,0.5241000596219465
comedy,Herr SOLO,M,,,,"
          
Herr Solo

          
(nimmt se-n-an de-n-Achsle un schiebt se gege
                        d'Thüre)
                    

          
Ich wil nit wisse... geht Se-n-em nur gli geh
                        absage...
                    

        
",52,lustig-babette-mach-s-fenster-zue,29,3,0.1009999999999999,0.1034482758620689,0.17159999999999997,0.11603375083724705,0.5146822913650224,0.04073333333333332,0.5750582421204271,0.18355,0.11143393618750923,0.0328,0.08990000000000001,0.13978375083724703,0.55634465575751
comedy,Fraü RUMPEL,F,domestic_worker,elementary_professions,,"
          
Fraü Rumpel

          
(unter dr Thüre)

          
Jà, Jà... absage...

        
",53,lustig-babette-mach-s-fenster-zue,10,1,0.278,0.1,0.2234,0.0844,0.4870808795860512,0.031333333333333324,0.4975652663998712,0.23889999999999997,0.05620000000000001,0.0984,0.08990000000000001,0.07729999999999998,0.49530152779594977
comedy,Herr SOLO,M,,,,"
          
Herr Solo.

          
Gieng Se nur g'schwind (er schiebt se-n-üse un macht
                        d'Thüre züe) ouf!... me ka wahrhaft niene kei Hüs
                        meh finde, wo me rüehig isch drin!... mit dem allem
                        ha-n-ich jetz dr doppelte Hüszins z'zahle... 's
                        Babette wird ufbegehre!... ich müess halt e wenig mehr
                        schaffe... (er setzt si ans Klavier) vor allem
                        müess i jetz emol die Romance ferig mache.
                    

        
",54,lustig-babette-mach-s-fenster-zue,72,7,0.1560702132978522,0.0972222222222222,0.19851404265957043,0.0344,0.4324693550845594,0.060790476190476186,0.47853463507959637,0.19948005515621162,0.02534285714285714,0.09840000000000002,0.055499999999999994,0.05708392734812288,0.4675913323820498
comedy,BABETTE,F,,,,"
          
Babette

          
(kunnt ine links)

          
Was ha-n-i g'hört!... grad sàit mr d'Hüsfraü im duregeh,
                        Sie hewe dr erste Stock noch g'lehnt!... Sin Sie
                        eigentlig g'schittelt... mr hàn eso scho Mieih fir dure
                        z'ku!
                    

        
",55,lustig-babette-mach-s-fenster-zue,38,4,0.20275,0.1052631578947368,0.20366404265957044,0.06605,0.4568337232563226,0.041990476190476175,0.49106279474310577,0.19558005515621163,0.02534285714285714,0.06560000000000002,0.055499999999999994,0.08598392734812288,0.47460731858379407
