drama_type,speaker,sex,job,social_class,text
comedy (farce),Brummer,M,rentier,upper_class,"BRUMMER:
Abteilung ? Pension ? Was welle Sie eijetlich vun mir ? Ich habb doch e Vöjel, wo ...
"
comedy (farce),1. Wärter,M,custodian_(asylum),lower_class,"1. WÄRTER:
Nadierlich, schunscht wäre Sie jo nitt do! 
"
comedy (farce),Brummer,M,rentier,upper_class,"BRUMMER:
Was? Üssgebroche ? Wer ? Ich ? Fur was halte Sie mich denn ?
"
comedy (farce),1. Wärter,M,custodian_(asylum),lower_class,"1. WÄRTER:
Halte? Diss sieht m’r au so! Also los unn kein langi Plän gemacht ! 
"
comedy (farce),Brummer,M,rentier,upper_class,"BRUMMER
(iwerdem verzwyfelt, iwerlütt):
Hilf! M’r will e Verbreche-n-an mir begehn ! Hilf ! 
"
comedy (farce),Euphrosine Bendélé,F,,,"EUPHROSINE
(in Huet unn Mantel ; uffgerejt vun rächts):
Dü liewer Gott, myn Papegei, myn lieb’s Lorele, isch mir furtg’flöje ! 
"
comedy (farce),D’Stimm vum e Papegei,U,,,"PAPEGEI:
’s Lorele will liewer Zucker !
"
comedy (farce),Euphrosine Bendélé,F,,,"EUPHROSINE:
Herrjeh, diss isch jo d’Stimm vun mym Papegei ! Wo isch’r denn ? Ah, do owe-n-uff’m Dach ! 
"
comedy (farce),D’Stimm vum e Papegei,U,,,"PAPEGEI
(lacht):
Was b’sinne-n-Ihr Ejch, Ihr Männer ?
"
comedy (farce),Euphrosine Bendélé,F,,,"EUPHROSINE:
Er will nitt ! Ich muess partout uff’s Dach vun dem Hüss ! No kann ich myn Lorele sälwer fange
"
comedy (farce),Brummer,M,rentier,upper_class,"BRUMMER
(als wietiger):
Was fallt Ihnne yn, mich do in e Narrehüss ynzesperre ! Ich bin doch nitt verruckt !
"
comedy (farce),1. Wärter,M,custodian_(asylum),lower_class,"1. WÄRTER:
Diss saawe-n-alli, wo dohinne loschiere !
"
comedy (farce),Brummer,M,rentier,upper_class,"BRUMMER:
Ich habb allerdings dohere gewellt, awer . . .
"
comedy (farce),1. Wärter,M,custodian_(asylum),lower_class,"1. WÄRTER:
Sie hann jo jetzt Ihre Wille!
"
comedy (farce),Brummer,M,rentier,upper_class,"BRUMMER:
Ich bin e Bekannter vum Dokter Nervich !
"
comedy (farce),1. Wärter,M,custodian_(asylum),lower_class,"1. WÄRTER:
Diss kann schun stimme !
"
comedy (farce),Brummer,M,rentier,upper_class,"BRUMMER
(nemmt e Stuehl unn geht mit im 1. Wärter ze Lyeb):
Wenn Sie meine, ass ich verruckt bin, ze sinn Sie verruckt !
"
comedy (farce),1. Wärter,M,custodian_(asylum),lower_class,"1. WÄRTER:
Jetzt wurd’r rabiat! Na, e gueti Kaltwasserdüsch macht’ne schun zahm ! 
"
comedy (farce),Brummer,M,rentier,upper_class,"BRUMMER
(iwerdem):
Lonn mich doch gehn ! Hilf ! ’s isch jo numme d’r Vöjel dran schuld !
"
comedy (farce),1. Wärter,M,custodian_(asylum),lower_class,"1. WÄRTER:
Grad waje dem ! 
"
comedy (farce),Nervich Paul,M,doctor,upper_class,"NERVICH:
Was isch denn do fur e Krach ?
"
comedy (farce),1. Wärter,M,custodian_(asylum),lower_class,"1. WÄRTER:
Ich habb grad e Verruckter yng’fange, wo hett welle üssrysse, Herr Dokter ! Ich habb’ne-n-einschtwylle dort nyng’sperrt !
"
comedy (farce),Nervich Paul,M,doctor,upper_class,"NERVICH:
Ich weiss’s ! Grad isch mir g’saat worre, ass in d’r Abteilung II vum Professer Zawlich einer fählt ! D’r Herr Professer kummt awer erscht denne-n-Oowe widder — na, m’r b’halte no halt denne Patient so lang by uns!
"
comedy (farce),1. Wärter,M,custodian_(asylum),lower_class,"1. WÄRTER:
Wurd gemacht, Monsieur Nervich !
"
comedy (farce),Nervich Paul,M,doctor,upper_class,"NERVICH:
Ah, noch ebbs ! Saawe Sie doch dem neje Wärter, wo hytt yng’stellt isch worre, äss’r sich by mir vorstelle soll! Er kann mir no au glych denne do drinne vorfiehre. 
"
comedy (farce),1. Wärter,M,custodian_(asylum),lower_class,"1. WÄRTER:
Ja, Herr Dokter ! 
"
comedy (farce),Nervich Paul,M,doctor,upper_class,"NERVICH:
`s wundert mich doch, ass ich als noch kein Antwort habb vum Octavie syn Babbe ! Ich glabb awer, ass diss e guet’s Zeiche-n-isch, denn was lang währt, wurd endlich guet! Ah, schier hätt ich’s vergesse, ass’s Octavie mir jo denne Middaa e Visit will mache! 
"
comedy (farce),2. Wärter,M,custodian_(asylum),lower_class,"2. WÄRTER:
Was beliebt, Herr Dokter ?
"
comedy (farce),Nervich Paul,M,doctor,upper_class,"NERVICH:
Jean, denne Middaa kummt myni fiancée ! Wenn ich nitt grad do sott sinn, ze exküsiere Sie mich by’re, unn wenn s’e-n-ebbs will, ze hann Sie’re ze folje wie mir !
"
comedy (farce),2. Wärter,M,custodian_(asylum),lower_class,"2. WÄRTER:
Wurd gemacht, Herr Dokter! 
"
comedy (farce),Nervich Paul,M,doctor,upper_class,"NERVICH:
Unn jetzt will ich in myne Kranke noch e Visit mache. 
"
comedy (farce),1. Wärter,M,custodian_(asylum),lower_class,"1. WÄRTER:
D’r Herr Dokter hett g’schellt !
"
comedy (farce),Nervich Paul,M,doctor,upper_class,"NERVICH:
Horiche Sie, Léon : ’s kummt glych e Mamsell, wo mit mir redde will; ich habb awer kein Luscht dezue. Bref, wenn s’e kummt, ze gänn Sie’re so richtig ze verstehn, ass s’e mir g’stohle kann wäre, so ass s’e’s Widderkumme vergesst.
"
comedy (farce),1. Wärter,M,custodian_(asylum),lower_class,"1. WÄRTER:
Herr Dokter, verlonn Sie sich ganz uff mich ! 
"
comedy (farce),Nervich Paul,M,doctor,upper_class,"NERVICH:
So, unn jetzt g’schwind an d’Arweit! 
"
comedy (farce),Euphrosine Bendélé,F,,,"EUPHROSINE:
Diss isch mir noch e scheeni Uffsicht fur e Narre-Hüss ! Kein Seel haw ich g’sähn, unn ich muess doch myn lieb’s Lorele widder hann! 
"
comedy (farce),2. Wärter,M,custodian_(asylum),lower_class,"2. WÄRTER:
(fur sich)
Wie isch denn die do ryngewitscht? Diss isch ohne Zwyefel im Herr Dokter syni fiancée ! Heiliché, muess die e Hüffe Geld hann, ass sich d’r Herr Dokter in diss alt Kaliwer vergafft hett !
"
comedy (farce),Euphrosine Bendélé,F,,,"EUPHROSINE
(drähjt sich erum):
Ah, do isch jo endlich ebber.
"
comedy (farce),2. Wärter,M,custodian_(asylum),lower_class,"2. WÄRTER:
Mademoiselle, Sie exküsiere, d’r Herr Dokter macht grad Visit !
"
comedy (farce),Euphrosine Bendélé,F,,,"EUPHROSINE:
Diss isch mir egal! Ich will uff’s Dach steje !
"
comedy (farce),2. Wärter,M,custodian_(asylum),lower_class,"2. WÄRTER
(fur sich):
Im Herr Dokter ? 
"
comedy (farce),Euphrosine Bendélé,F,,,"EUPHROSINE:
0, ’s isch e scheener Vöjel!
"
comedy (farce),2. Wärter,M,custodian_(asylum),lower_class,"2. WÄRTER:
(fur sich)
Sicher hett s’e de Herr Dokter mit’re andere verwitscht! Na, ich kann’s ihm nitt in iwel nemme !
"
comedy (farce),Euphrosine Bendélé,F,,,"EUPHROSINE:
Unn er hett allewyl so scheen babble kenne!
"
comedy (farce),2. Wärter,M,custodian_(asylum),lower_class,"2. WÄRTER
(fur sich):
E Wunder, wenn s’e viel Glüwes hett !
"
comedy (farce),Euphrosine Bendélé,F,,,"EUPHROSINE:
Üss d’r Hand hett’r mir g’fresse !
"
comedy (farce),2. Wärter,M,custodian_(asylum),lower_class,"2. WÄRTER
(fur sich):
Hoffetlich isch s’e proper g’sinn !
"
comedy (farce),Euphrosine Bendélé,F,,,"EUPHROSINE:
Er isch mir als uff d’Achsel g’huckt...
"
comedy (farce),2. Wärter,M,custodian_(asylum),lower_class,"2. WÄRTER
(fur sich):
Diss hätt ich sähn mechte !
"
comedy (farce),Euphrosine Bendélé,F,,,"EUPHROSINE:
. . . unn hett mich ins Ohreläppel gebisse !
"
comedy (farce),2. Wärter,M,custodian_(asylum),lower_class,"2. WÄRTER
(fur sich):
Als besser, als wenn s’e d’r Herr Dokter uff’s Müll hätt g’schmutzt !
"
comedy (farce),Euphrosine Bendélé,F,,,"EUPHROSINE:
Ich habb’m awer ze viel Frejheite gelonn, unn so isch’s kumme, ass’r mir durich d’Lumpe isch !
"
comedy (farce),2. Wärter,M,custodian_(asylum),lower_class,"2. WÄRTER
(fur sich):
D’r Herr Dokter hett gewisst, was’r macht !
"
comedy (farce),Euphrosine Bendélé,F,,,"EUPHROSINE:
Awer ich bekumm’ne widder! Ich weiss, wo’r isch! Hann Sie alli Schlissel vum Hüss ?
"
comedy (farce),2. Wärter,M,custodian_(asylum),lower_class,"2. WÄRTER:
Gewiss, Mademoiselle ! 
"
comedy (farce),Euphrosine Bendélé,F,,,"EUPHROSINE:
Na, ze kumme Sie mit mir!
"
comedy (farce),2. Wärter,M,custodian_(asylum),lower_class,"2. WÄRTER
(fur sich):
In Gott’s Namme denn ! Ich muess’re folje — d’r Herr Dokter hett’s jo g’saat ! 
"
comedy (farce),Narr,M,,,"NARR
(in Anstaltsmantel, macht vorsichtig d’Dier uff, kummt no eryng’stirmt unn hüpst im Zimmer unn uff de Stiehl unn uff’m Schryebdisch erum):
Tahitata ! Ich bin frej — ich bin’ne üssgerisse! Ich bin nitt verruckt, awer alli andere sinn gebiekt — sogar d’r Herr Professer ! — Tahitata ! Do hänge Kleider — die zej ich an unn no kann ich unscheniert vun do verschwinde ! 
"
comedy (farce),Nervich Paul,M,doctor,upper_class,"NERVICH
(fur sich):
Do isch schynnt’s Visit kumme !
"
comedy (farce),Narr,M,,,"NARR:
(steht uff)
Myn Namme-n-isch Brummer !
"
comedy (farce),Nervich Paul,M,doctor,upper_class,"NERVICH:
Dokter Nervich ! Fraid mich, Sie kenne ze lehre ! 
"
comedy (farce),Narr,M,,,"NARR:
Sie hann mir g’schriwe ... 
"
comedy (farce),Nervich Paul,M,doctor,upper_class,"NERVICH:
Gewiss, Monsieur Brummer, unn ich hoff, ass Sie mir kenn Absaa bringe !
"
comedy (farce),Narr,M,,,"NARR
(fur sich):
Wenn ich numme schun drüsse wär! 
"
comedy (farce),Nervich Paul,M,doctor,upper_class,"NERVICH:
Awer ganz unn gar nitt.
"
comedy (farce),Narr,M,,,"NARR
(vergesst sich):
Tahitata !
"
comedy (farce),Nervich Paul,M,doctor,upper_class,"NERVICH.:
Wie meine Sie !
"
comedy (farce),Narr,M,,,"NARR:
Ich? Ich habb nix g’saat! — Also guet, Sie solle myni Dochter hann !
"
comedy (farce),Nervich Paul,M,doctor,upper_class,"NERVICH
(umarmt’ne):
Merci, liewer Schwejerbabbe !
"
comedy (farce),Narr,M,,,"NARR:
Schun guet! D’r Kinni vun Siam kann sich diss leischte !
"
comedy (farce),Nervich Paul,M,doctor,upper_class,"NERVICH:
Wie hann Sie gemeint ?
"
comedy (farce),Narr,M,,,"NARR:
Ich? O, gar nix!
"
comedy (farce),1. Wärter,M,custodian_(asylum),lower_class,"1. WÄRTER
(mit Brief):
Do isch d’Poscht, Herr Dokter!
"
comedy (farce),Nervich Paul,M,doctor,upper_class,"NERVICH:
’s isch guet ! Ich mecht awer nimmi g’steert sinn — d’r Monsieur Brummer, myn zuekinftiger Schwejerbabbe-n-isch by mir! 
"
comedy (farce),1. Wärter,M,custodian_(asylum),lower_class,"1. WÄRTER:
’s isch rächt, Herr Dokter ! 
"
comedy (farce),Narr,M,,,"NARR:
Unn wie wär’s jetzt, myn Liewer ? Hann Sie nix fur mit anzestosse an so’me Fraidedaa, wo ich die Säj los bin ?
"
comedy (farce),Nervich Paul,M,doctor,upper_class,"NERVICH:
Wie ? Wer isch e Säj? ’s Oktavie doch nitt?
"
comedy (farce),Narr,M,,,"NARR
(vergelschtert fur sich):
Schier hätt ich mich verschnappt ! Ich habb d’G’fangeschaft gemeint! 
"
comedy (farce),Nervich Paul,M,doctor,upper_class,"NERVICH:
Ah so! Ze will ich g’schwind e guet’s Fläschel b’stelle gehn ! 
"
comedy (farce),Narr,M,,,"NARR:
Tahitata! Denne Narr bin ich los! Jetzt wurd’s Zytt, ass sich d’r Kinni vun Siam üss’m Staub macht! 
"
comedy (farce),Euphrosine Bendélé,F,,,"EUPHROSINE:
Vun mym Papegei isch kein Spür ze sähn ! Awer finde muess ich’ne !
"
comedy (farce),1. Wärter,M,custodian_(asylum),lower_class,"1. WÄRTER
(gepressiert unn ohne-n-uff d’Euphrosine ze-n-achte):
Pardon, Monsieur Brummer, wisse Sie, wo d’r Herr Dokter isch ? Ich brüch e Rezept vun’m.
"
comedy (farce),Narr,M,,,"NARR:
Er isch grad dort nüss! 
"
comedy (farce),Euphrosine Bendélé,F,,,"EUPHROSINE
(fur sich):
Haw ich rächt g’heert ? 
"
comedy (farce),Narr,M,,,"NARR
(fur sich):
Was will denn diss Muschter vun mir ? 
"
comedy (farce),Euphrosine Bendélé,F,,,"EUPHROSINE:
Wie mich diss fraid ! Ich bin nämlich d’ Mamsell Euphrosine Bendélé ! Mir hann uns doch denne Oowe welle perseenlich kenne lehre, fur iwer unseri Hyroot ze redde !
"
comedy (farce),Narr,M,,,"NARR:
(fur sich)
Tahitata! So verruckt bin ich jetzt doch nitt ! 
"
comedy (farce),Euphrosine Bendélé,F,,,"EUPHROSINE:
Ich bin au ganz verruckt üss lütter Lieb ! Ich kann’s kümm verwarte !
"
comedy (farce),Narr,M,,,"NARR:
’s isch jo nimm lang bis denne-n-Oowe !
"
comedy (farce),Euphrosine Bendélé,F,,,"EUPHROSINE:
Ze will ich mich so lang noch beherrsche ! Zuedem haw ich noch Arweit in dem Hüss. Also, au revoir, myn Liewer !
"
comedy (farce),Narr,M,,,"NARR
(fur sich):
Nein, d’r Kinni vun Siam geht nitt in d’Sklaverej !
"
comedy (farce),Narr,M,,,"NARR:
Tahitata ! Ich bin s’e los! Unn ich geh jetzt au los! 
"
comedy (farce),Narr,M,,,"NARR:
(fur sich)
E Heilich, ich bin verlore !
"
comedy (farce),3. Wärter,M,custodian_(asylum),lower_class,"3. WÄRTER:
Herr Dokter, ich bin d’r nej Wärter !
"
comedy (farce),Narr,M,,,"NARR
(fur sich):
Tahitata! D’r Thron vun Siam isch gerett ! 
"
comedy (farce),3. Wärter,M,custodian_(asylum),lower_class,"3. WÄRTER:
Diss will ich meine, Herr Dokter !
"
comedy (farce),Narr,M,,,"NARR:
Lonn Sie sich uff nix yn, was’r au saat !
"
comedy (farce),3. Wärter,M,custodian_(asylum),lower_class,"3. WÄRTER:
Ich bin schun mit andere Meischter worre !
"
comedy (farce),Nervich Paul,M,doctor,upper_class,"NERVICH:
So, liewer Schwejerbabbe, d’r Wyn kummt glych!
"
comedy (farce),Narr,M,,,"NARR
(zuem Wärter):
Diss isch’r !
"
comedy (farce),Nervich Paul,M,doctor,upper_class,"NERVICH
(zuem Wärter):
Wer sinn Sie? Ich habb Sie noch nitt g’sähn, zydder ass ich do hinne Dokter bin !
"
comedy (farce),3. Wärter,M,custodian_(asylum),lower_class,"3. WÄRTER
(zuem Narr):
Denne soll’s nitt hann! 
"
comedy (farce),Nervich Paul,M,doctor,upper_class,"NERVICH:
Was soll diss heisse ? Ich glabb, Sie sinn verruckt !
"
comedy (farce),3. Wärter,M,custodian_(asylum),lower_class,"3. WÄRTER:
E Verruckter luejt alli G’scheite fur verruckt an! — Allez-hopp, Männel, als do nyn g’spaziert 
"
comedy (farce),Nervich Paul,M,doctor,upper_class,"NERVICH:
Was fallt denn dem Mensch yn ?
"
comedy (farce),Narr,M,,,"NARR
(zuem Nervich):
’s isch guet fur Ihri G’sundheit !
"
comedy (farce),Nervich Paul,M,doctor,upper_class,"NERVICH:
Ich habb jo g’saat, ass’r pathologisch isch ! Ihr sinn alli zwei meschugge !
"
comedy (farce),3. Wärter,M,custodian_(asylum),lower_class,"3. WÄRTER
(zuem Narr):
Ich will’s kurz mache, Herr Dokter! 
"
comedy (farce),Nervich Paul,M,doctor,upper_class,"NERVICH:
Was, Herr Dokter ! Ich bin dohinne d’r Dokter !
"
comedy (farce),Narr,M,,,"NARR
(hälft au):
Tahitata ! Diss kenne Sie de Gummiwänd do hinne verzehle !
"
comedy (farce),Nervich Paul,M,doctor,upper_class,"NERVICH:
Jesses, im Octavie syn Babbe-n-isch wohrhaftig verruckt worre ! — Hilf! E Revolt im Narrehüss !
"
comedy (farce),3. Wärter,M,custodian_(asylum),lower_class,"3. WÄRTER
(gitt im Nervich e Stoss, so ass’r in d’Cabine nynfliejt, schlaat d’Dier zue unn schliesst ab):
So, der wär uffg’hebbt !
"
comedy (farce),Narr,M,,,"NARR:
(fur sich)
Uun jetzt nix als wie ab ! 
"
comedy (farce),3. Wärter,M,custodian_(asylum),lower_class,"3. WÄRTER:
Ich soll im Herr Dokter doch noch denne Patient vorfiehre, wo üss d’r Abteilung II üssgerisse-n-isch !
"
comedy (farce),Narr,M,,,"NARR
(fur sich):
Tahitata! Diss wär jo no ich! Denne muess ich kenne lehre ! 
"
comedy (farce),Brummer,M,rentier,upper_class,"BRUMMER
(wietig):
Endlich! Ich bin nass bis unter d’Hütt ! Sinn Sie d’r Dokter Nervich ?
"
comedy (farce),Narr,M,,,"NARR:
Allerdings, Monsieur. ...
"
comedy (farce),Narr,M,,,"NARR
(für sich):
Jesses, der Schwejeres vum Dokter! 
"
comedy (farce),Brummer,M,rentier,upper_class,"BRUMMER:
Sie kumme mir grad g’schliche! Ich hätt’ne jo myni Dochter sowieso nitt gänn ; nooch dere Behandlung awer bekumme Sie s’e erscht erächt nitt! 
"
comedy (farce),Narr,M,,,"NARR:
Ich gibb Ihnne myn Wort, ass ich nix defur kann !
"
comedy (farce),Brummer,M,rentier,upper_class,"BRUMMER:
Do isch e Gaunerej im Spiel! Wyll Sie sich hann denke kenne, ass ich geje d’Hyroot bin, hann Sie mich einfach dohinne welle verschwinde mache! Unn myn Geld hätte Sie no au g’hett!
"
comedy (farce),Narr,M,,,"NARR
(fur sich):
Der isch gar nitt so verruckt ! So isch’s schun gemacht worre. 
"
comedy (farce),Brummer,M,rentier,upper_class,"BRUMMER:
Im Läwe nie!
"
comedy (farce),Narr,M,,,"NARR:
No kumme Sie nimmi üss dem Hüss erüss. 
"
comedy (farce),Brummer,M,rentier,upper_class,"BRUMMER:
No geh ich uff d’ Polizej unn ....
"
comedy (farce),Narr,M,,,"NARR:
Awer ohne myne Wille nitt ! — Wärter, fiehre Sie’ne widder ab ! 
"
comedy (farce),Brummer,M,rentier,upper_class,"BRUMMER:
Nein, numme diss nitt! 
"
comedy (farce),Narr,M,,,"NARR:
Na, wie steht’s ?
"
comedy (farce),Brummer,M,rentier,upper_class,"BRUMMER:
Was blyet mir iwrig! Nemme Sie myntwäje myni Dochter !
"
comedy (farce),Narr,M,,,"NARR:
No gänn Sie mir’s grad do schriftlich !
"
comedy (farce),Brummer,M,rentier,upper_class,"BRUMMER:
So e Gaunerej ! 
"
comedy (farce),Narr,M,,,"NARR
(leijt’s uff de Schryebdisch):
Merci, cher beau-père ! D’r Wärter b’sorjt Ihnne Ihri Kleider ! 
"
comedy (farce),3. Wärter,M,custodian_(asylum),lower_class,"3. WÄRTER
(zuem Brummer):
Ich will sähn, ass ich Ihri Kleider find ! 
"
comedy (farce),Brummer,M,rentier,upper_class,"BRUMMER
(gebroche):
Isch denn so ebbs in unserer Zytt noch mejlich! Na, wenn ich üss dem Narrehüss, drüsse bin, ze will ich’s dem nowle Fitzer schun zeije !
"
comedy (farce),Nervich Paul,M,doctor,upper_class,"NERVICH
(fur sich):
’s isch doch guet, ass unsereiner uff so Fäll vorg’sähn isch unn ich de Schlissel by mir habb g’hett ! 
"
comedy (farce),Brummer,M,rentier,upper_class,"BRUMMER:
(vergelschtert fur sich)
Grosser Gott, do brächt jo e Verruckter üss !
"
comedy (farce),Nervich Paul,M,doctor,upper_class,"NERVICH:
Wer sinn Sie ?
"
comedy (farce),Brummer,M,rentier,upper_class,"BRUMMER:
(fur sich)
D’Verruckte muess m’r zart behandle! 
"
comedy (farce),Nervich Paul,M,doctor,upper_class,"NERVICH:
(fur sich)
Diss isch e ganz hoffnungsloser Fall! 
"
comedy (farce),Brummer,M,rentier,upper_class,"BRUMMER,:
(fur sich)
’s isch doch trürich, wemm’r so komplett verruckt isch ! 
"
comedy (farce),Nervich Paul,M,doctor,upper_class,"NERVICH:
Ich verbitt mir diss ! Sie sinn verruckt unn nitt ich ! Ich loss’ne glych e Kaltwasserdüsch gänn ! 
"
comedy (farce),Brummer,M,rentier,upper_class,"BRUMMER:
Wer do de Verstand nitt verliert, hett keine meh ze verliere !
"
comedy (farce),Nervich Paul,M,doctor,upper_class,"NERVICH:
Do hinne geht’s jo hytt zue wie im e Narrehüss!
"
comedy (farce),3. Wärter,M,custodian_(asylum),lower_class,"3. WÄRTER:
Was geht denn do vor !
"
comedy (farce),Brummer,M,rentier,upper_class,"BRUMMER:
Er isch dort üssgebroche ! Er hett e Schlissel g’hett!!
"
comedy (farce),3. Wärter,M,custodian_(asylum),lower_class,"3. WÄRTER
(packt de Nervich, nemmt’m de Schlissel ab unn stosst’ne an d’Cabine):
So, de Schlissel haw ich ! Diss isch jo e ganz G’fährlicher !
"
comedy (farce),Nervich Paul,M,doctor,upper_class,"NERVICH:
Ich saa’s Ejch jetzt im Ernscht: Ich bin d’r Dokter Nervich ! Der dort awer isch verruckt!
"
comedy (farce),Brummer,M,rentier,upper_class,"BRUMMER:
Diss hett’r mir ewe-n-au g’saat !
"
comedy (farce),3. Wärter,M,custodian_(asylum),lower_class,"3. WÄRTER:
Diss sinn mir gewehnt !
"
comedy (farce),Nervich Paul,M,doctor,upper_class,"NERVICH:
Ich glabb jetzt sälwer ball, ass ich gebickt bin!
"
comedy (farce),3. Wärter,M,custodian_(asylum),lower_class,"3. WÄRTER
(hett’ne-n-in d’r Cabine unn macht zue):
So Kräfte kann numme-n-e Verruckter hann ! 
"
comedy (farce),Brummer,M,rentier,upper_class,"BRUMMER:
Hoffetlich losst ’r mich nitt lang ellein, denn do hinne wurd m’r noch g’schosse !
"
comedy (farce),1. Wärter,M,custodian_(asylum),lower_class,"1. WÄRTER
(zeijt uff de Brummer):
Der isch jo nimmi yng’sperrt ? Ich habb doch gemeint, ich habb d’ Dier guet zuegemacht ! Als widder nyn mit’m! 
"
comedy (farce),Brummer,M,rentier,upper_class,"BRUMMER,
(wycht zeruck):
Ich bitt Sie, ich bin doch d’r Monsieur Brummer !
"
comedy (farce),1. Wärter,M,custodian_(asylum),lower_class,"1. WÄRTER:
(lacht)
Denne kenn ich besser !
"
comedy (farce),Brummer,M,rentier,upper_class,"BRUMMER:
Ich bin doch d’r Schwejervadder vum Dokter Nervich !
"
