drama_type,speaker,sex,job,social_class,text,numTokens,numLexTokens,avgLexVal,lexRatio
unknown,WALTHER,M,,,"Walther.
Wart nur... 's kunnt!... wo mi Schwester
                        g'storwe-n-isch, so isch se Wittfraü gsi un hat
                        zwanzigtaüsend Franke hinterlo un keine Kinder... un
                        wil se vo jeher e-n-Original gsi isch, so hat se ne
                        Testament g'macht, wo sàit, ass das Geld eüch zwei
                        g'hört, wenn ihr hirothe mitnander...
                    
",52,8,0.0,0.15384615384615385
unknown,WALTHER,M,,,"Walther.
Wart nur, 's isch no nitt ferig... im Fall awer, ass
                        eins vo-n-eüch 's andere nitt will, so bekunnt das, wo
                        nitt will, nit un 's Andere-n-alles!... verstehsch
                        jetz, worum ass ich dra halt?
                    
",39,3,0.09366666666666668,0.07692307692307693
unknown,KÀTELE,F,,,"Kàtele.
's isch wohr... do bekàmt ich also nit, wenn ich thàt
                        nei sage...
                    
",14,1,0.0,0.07142857142857142
unknown,WALTHER,M,,,"Walther.
Dü weisch, wie mir stehn... im e Monet vo do sott ich in
                        de Zwanzigtaüsend Franke bezahle un wenn ich nitt ka,
                        was wohrschinlig dr Fall wird si, so verkaüft me mir e
                        Sach un stelt mi üse... also wenn Dü Di Cüsin gern
                        hasch, so hiroth ne, ass Dü derno ufs wenigst versorgt
                        bisch.
                    
",56,2,0.0,0.03571428571428571
unknown,KÀTELE,F,,,"Kàtele.
Das Ding isch z'iwerlege... meinsch weisst er ebbes vo
                        dem Testament?
                    
",13,1,0.0,0.07692307692307693
unknown,WALTHER,M,,,"Walther.
Ich glaüb nitt, ass em si Vater ebbes wird g'sàit ha...
                        mr hàn ewe-n-abg'redt, ass mir eüch nit sage... De
                        siehsch, ich bi jetz im Fehler... awer unsere Position
                        isch ewe kei g'wöhnlige... obscho mi Brüeder eigentlig
                        o nitt rich isch... se mache-n-allewil viel grossartige
                        G'schàfte un thien awer glaüb mehr verliere-n-ass
                        g'winne derbi.
                    
",61,8,0.10343157887689575,0.13114754098360656
unknown,KÀTELE,F,,,"Kàtele.
Güet, ich will driwer nodenke...
",6,1,0.0,0.16666666666666666
unknown,WALTHER,M,,,"Walther.
Mach, ass es uf e Weg geht... Do kunnt er glaüb grad...
                        er wird Di süeche... ich will jetz geh lüege, eg dunte
                        ne Sach in Ordnung isch
",29,5,0.0,0.1724137931034483
unknown,KÀTELE,F,,,"Kàtele
(allei, fir sich)
Also, das wo nitt will hirothe, bikunnt nit un 's
                        andere-n-alles?... Ich mach mi dervo, denn ich will mir
                        das Ding noch iwerlege
",31,2,0.1485,0.06451612903225806
unknown,SCHANG,M,domestic_worker,,"Schang
(kunnt ine in de Socke, er hat Holzschüeh in dr Hand
                        mit Straü drin)
                    
Tiens... wo sin se denn jetz... ich ha doch höre rede..
                        denn ich ha express 's Ohr ans Schlisselloch g'hebt...
                       

            
Er hat g'sàit, er heb e Kummission fir mi, ich soll
                            do ufe ku... er meint alleweg, ich ha sunscht nit
                            z'thüe as sine Kummissione z'mache... doch still...
                            do isch er glaüb
",71,4,0.0,0.056338028169014086
unknown,FRANZ,M,,,"Franz
(kunnt ine rechts, fir sich)
Das sin ganz sunderbare Lit, mi Oncle un mi Cüsine!...
                        sie meine-n-alleweg, ich kumm fir die zwanzigtaüsend
                        Franke z'hirothe, ohne mi Glick derbi z'süeche
",36,8,0.0,0.2222222222222222
unknown,SCHANG,M,domestic_worker,,"Schang
(fir sich)
Hein... was sàit er?... jetz redt er wieder chine sisch;
                       
",15,1,0.0,0.06666666666666667
unknown,FRANZ,M,,,"Franz
(mit sim Kuffer b'schàftigt)
Hài, Schang!
",9,1,0.0,0.1111111111111111
unknown,SCHANG,M,domestic_worker,,"Schang
(fir sich)
Schang-làng-Hài!... Hài-Schang!... er soll ditsch
                        rede!... weiss ich, was er will!...
",16,1,0.0,0.0625
unknown,FRANZ,M,,,"Franz
(fir sich)
Wenn ich's awer thàt in Watte-n-iwickle?... das wàr noch
                        besser... ich müess geh lüege, ass ich Watte find am
                        e-n-Ort
",30,3,0.18733333333333335,0.1
unknown,KÀTELE,F,,,"Kàtele
(kunnt ine links)
Weisst's dr Cüsin vom Testament oder weisst er's
                        nitt?... das isch jetz d'Frog wenn er's nitt weisst, so
                        isch mi Entschluss g'fasst... ich mach, ass er mich
                        nitt will, ass ich d'ganze Summe bikumm, derno isch mi
                        Vater g'rettet... si Ehr geht vor mim Glick...
",56,8,0.0,0.14285714285714285
unknown,FRANZ,M,,,"Franz
(kunnt ine rechts , er hat e Pàckle Baüele im e
                        Papier ig'wickelt in dr Hand)
                    
Eh, tiens!... mi liewe Cüsine!... Dü machsch awer
                        e-n-ernsthaft G'sicht hit, Kàtele... isch Dr e
                        Spinne-n-iwer dr Weg g'loffe?
",41,6,0.0,0.14634146341463414
unknown,FRANZ,M,,,"Franz.
Ganz un gar nitt!... obscho Dü mich glaüb nitt gross
                        thàtsch z'ruckhalte... mit allem dem, los, Kàtele,
                        wàr's besser, wenn Dü mir thàtsch jetz emol ufrichtig
                        nei sage, wenn Dü mich nitt hirothe witt...
                    
",37,6,0.07198545955828158,0.16216216216216217
unknown,KÀTELE,F,,,"Kàtele
(fir sich)
Er weisst 's un will mich mache z'refüsiere!
",14,1,0.0,0.07142857142857142
unknown,FRANZ,M,,,"Franz.
's wàr awer g'wiss' schad, denn mir thäte doch g'wiss
                        glicklig werde mitnander...
                    
",14,4,0.0,0.2857142857142857
unknown,KÀTELE,F,,,"Kàtele
(fir sich)
Nei... er weisst's nitt!
",10,1,0.0,0.1
unknown,FRANZ,M,,,"Franz.
Ich uf jedefall refüsier nitt...
",6,2,0.0,0.3333333333333333
unknown,KÀTELE,F,,,"Kàtele
(fir sich)
Doch, er weisst's!
",9,1,0.0,0.1111111111111111
unknown,FRANZ,M,,,"Franz.
Wil ich weiss, ass uns're-n-Eltre Freid dra hätte, un
                        wil ich Dich gern ha.
                    
",17,6,0.0,0.35294117647058826
unknown,KÀTELE,F,,,"Kàtele
(fir sich)
Décidément, er weisst's nitt!... ich will ne jetz scho
                        mache refüsiere!
",17,1,0.0,0.058823529411764705
unknown,FRANZ,M,,,"Franz.
Ah so!
",3,1,0.0,0.3333333333333333
unknown,FRANZ,M,,,"Franz.

              
",1,1,0.0,1.0
unknown,FRANZ,M,,,"Franz.
So... so!...
",3,1,0.0,0.3333333333333333
unknown,WALTHER,M,,,"Walther
(kunnt hinte-n-ine)
Was hör i... ich glaüb, ihr dispetiere mitnander?...
",15,2,0.0,0.13333333333333333
unknown,FRANZ,M,,,"Franz.
Dü kunnsch grad recht, Oncle... ich ha-n-ebbes mit Dir
                        z'rede... grad hat mr 's Kàtele verzählt, was es fir e
                        schlechter Charakter hat... hingege müess ich 
",30,6,0.0,0.2
unknown,WALTHER,M,,,"Walther
(züem Franz)
E-n-Aügesblick... ich ka-n-eüch nitt eso üsnander lo
                        geh, denn ich merk jetz scho, was mag vorgange si... 's
                        Kàtele hat sich sacrificiert fir mich z'rette... De
                        müesch ewe wisse, ass mir dr Kontrakt vo minre Lehnung,
                        wo-n-ich scho zahlt g'ha ha, verlore gange-n-isch un
                        ass me mir jetz 's Geld noch emol verlangt derfir... 's
                        macht ung'fàhr zwanzigtaüsend Franke, un die Summe
                        z'biku, hat 's Kàtele Dich welle mache si Hand
                        z'refüsiere...
                    
",88,7,0.11097269988525513,0.07954545454545454
unknown,FRANZ,M,,,"Franz
(kunnt z'ruck un nimmt im Kàtele si Hand)
Isch's möglig, Kàtele!... worum hasch mir's awer nitt
                        glich g'stande... wenn mir o hirothe mitnander, so
                        känne mir jo doch das Geld awende, fir im Vater si
                        Schuld z'zahle.
                    
",44,8,0.046875,0.18181818181818182
unknown,KÀTELE,F,,,"Kàtele.
Merci, Franz... awer wenn im Vater si Schuld o zahlt
                        wàr, so thàt ihm doch nit bliwe-n-un ich ha mich nitt
                        känne-n-entschliesse, ihn z'verlo im Unglick...
                    
",32,4,0.0,0.125
unknown,WALTHER,M,,,"Walther.
Bàh, bàh, bàh... bekümmere-n-ihr eüch nitt um mich...
                        ich will mich scho do drüs zieh!... ihr sin brave
                        Kinder un werde g'wiss glicklig mitnander... mach nur
                        Di Kuffer wieder absite, Franz...
",34,5,0.0,0.14705882352941177
unknown,FRANZ,M,,,"Franz.
Ich ha's grad awebrocht... 's isch in mim Kastefüess
                        g'lege... ich ha-n-ebbas welle-n-iwickle mit dàre
                        Baüele...
                    
",22,2,0.0,0.09090909090909091
unknown,WALTHER,M,,,"Walther.
Mir sin g'rettet, Kàtele!... do steht schwarz uf wiss,
                        ass ich zahlt ha...
                    

            
",14,2,0.0,0.14285714285714285
unknown,group,sex_unknown,job_unknown,social_class_unknown,"Franz un Kàtele.

              
",3,1,0.0,0.3333333333333333
unknown,SCHANG,M,domestic_worker,,"Schang
(kunnt hinte-n-ine ku z'laüfe mit eme Bund Hài un e
                        Brief)
                    
Hài hat er welle!... 's isch mr erst nochher iku...
                        Schang làng Hài... das isch jo Milhüserditsch un nitt
                        chinesisch... enfin, me ka sich jo trumpiere...
",43,3,0.15366666666666667,0.06976744186046512
unknown,WALTHER,M,,,"Walther.
Schang... zeig, kumm do ane... was isch das fir Baüele
                        do?...
                    
",12,2,0.0,0.16666666666666666
unknown,SCHANG,M,domestic_worker,,"Schang.
Das?... Das isch mi Baüele fir in d'Ohre, wenn ich als
                        Zahnweh ha... wer hat mir se-n-üsg'fiehrt?...
                    
",21,1,0.0,0.047619047619047616
unknown,SCHANG,M,domestic_worker,,"Schang.
Jà do!... das weiss ich nimmig... 's isch scho gar lang,
                        ich glaüb, 's isch emol uf em Tisch g'lege-n-oder uf em
                        Secretaire...
                    
",26,4,0.0,0.15384615384615385
unknown,WALTHER,M,,,"Walther.
C'est ça... un do hasch Dü's gli miesse nàh, fir Di
                        Baüele dri iz'wickle... Dü Tippel!
                    
",18,1,0.0,0.05555555555555555
unknown,KÀTELE,F,,,"Kàtele.
Dü müesch em verzeihe, Vater... De weisch jo, ass me
                        scho g'schosse hat an sinre Tàifete!... d'Haüptsach
                        isch, ass mr die Lehnung wieder g'funde hàn...
                    
",27,2,0.0,0.07407407407407407
unknown,SCHANG,M,domestic_worker,,"Schang.
Das... das isch e Brief, wo dr Facteur grad brocht
                        hat.
                    
",12,1,0.0,0.08333333333333333
unknown,FRANZ,M,,,"Franz
(züem Walther)
Son-tàï...
",6,1,0.0,0.16666666666666666
unknown,SCHANG,M,domestic_worker,,"Schang
(züem Franz)
Merci, Herr Chineser!...
",8,2,0.094,0.25
unknown,FRANZ,M,,,"Franz
(ufg'regt)
Jetz, Kàtele, bruche mir keine Sorge meh z'ha... un nit
                        steht meh in unsrer Hiroth im Weg... 's isch e Brief vo
                        mim Vater, wo sàit, ass er wieder ins Elsass
                        z'ruckkunnt mit eme schöne Vermöge, wo mr g'wunne hàn
                        mit eme grossartige G'schàft, wo-n-im Gang gsi isch
                        siter ebbes Zit!
                    
",59,7,0.0,0.11864406779661017
unknown,SCHANG,M,domestic_worker,,"Schang.
Das isch nitt chinesisch!... wenn ebber Chance hat, so
                        isch's doch g'wiss dr Chineserfranz!...
                    

            
",16,1,0.0,0.0625
