speaker,sex,text
lissel,F,"Lissel
allein
Je zisch mer ’s widder lycht, es hät mer ’s Herz aagstose
Wenn i mit ’nus hät müen; er het sich druf verlose
Daß er glych nooch der Kirch recht mit mer babble kan.
Herr Jeh! Herr Jeh! Was isch diß for e scheener Mann!
Was isch er groß un stark, was het er rodi Bakke
Un e staatsmäßji Nas, merr meecht ne fast dran pakke.
Was diß for Aue sinn, un wie er stattli geht!
’S isch Schad, daß merr ne nit in alem recht versteht.
’S isch e narrechdi Sproch diß Hochdytsch; do haißt Steyer
E Stier, e Thar e Door, Babbier diß isch Papeyer,
E Schmuz haißt dert e Kuß, zuem Unroth saat mer Schmauz,
Hiz saat merr nit, nain, Heiz, der Staat zell isch der Pauz,
For Lieb saat merr Lyweh, e Schnuer isch e Bindfade,
Un d’ Sohnsfrau haißt e Schnurr, e Schoppe-n-isch e Lade,
Fürr Hosse saat merr Bux, e Bugett for e Struß,
E-n-Imm diß isch e Biehn, der Schinder kommt nit drus.
Jez wurrum henn si mi nit gschikt in ’s Ditschland niwwer,
Uf Mannem oder Spyr; dert wärd i gsin vil liewer
Aß in Sangdiedel do, dem klaine welsche Nest,
Wo merr Johr us, Johr yn sich mit Grumbeere mest,
Ze kinnt i doch jez au mit dytsche Herre redde.
I will mer awwer schunn recht Müej genn …
"

christinel,F,"Christinel
eintretend
I will wedde
Daß er di angfüert het. I haa recht ufgebaßt
Un haa-ne-erst nit gsehn. Ze mach di halt druf gfaßt.
Die Mannslyt sinn eso, si redde nix als Laoue,
Der Best isch donnix nuz, der Deichert maan ne traoue.
Schwei still, was heer i drus!
"

lissel,F,"Lissel
Herr Jeses wenn er ’s wär!
"

christinel,F,"Christinel
Jo wayer ’s isch er selbst.
"

lissel,F,"Lissel
Jez wurd mer ’s Herz schunn schwer
For ludder Angst un Freud.
"

reinhold,M,"Reinhold
Ihr unterhän’ger Diener.
Sind die Jungfrau’n wohl auf? 
Man ist bei so viel Glück, sein selbst sich kaum bewußt,
der Liebe Seligkeit erfüllt mir ganz die Brust.
"

lissel,F,"Lissel
O! gehn Si.
"

christinel,F,"Christinel
Ach Herr Jeh!
"

lissel,F,"Lissel
Ha na!
"

christinel,F,"Christinel
Ha jo!
"

reinhold,M,"Reinhold
Befehlen
Vielleicht die Jungfrau’n was? Ihr Diener wird nicht fehlen
Mit Windes Schnelligkeit zu folgen Ihrem Wort;
Nur schicken Sie mich nicht für allzulange fort.
"

lissel,F,"Lissel
bei Seite zu Christinel
Red du …
"

christinel,F,"Christine
Saa du em ebs.
"

lissel,F,"Lissel
Es fallt mer jez nix yn.
"

christinel,F,"Christinel
Was het er ewwe gsait ?
"

lissel,F,"Lissel
Ich waiß jo nit.
"

reinhold,M,"Reinhold
Verzieh’n
Sie nicht zu lang mein Glück. Zwar schien mir Ihr Geflüster
So ächt poetisch leis, wie wenn im Haine düster
Durch leichtbeweglich Schilf die Geister schweigend gehen,
Und mit erstorbnem Hauch des Abends Lüfte wehn.
"

lissel,F,"Lissel
bei Seite
Verstehst ne?
"

christinel,F,"Christinel
Ich? – Ken Wort …
"

christinel,F,"Christinel
Was isch diß: Hahnedistel?
"

christinel,F,"Christinel
Ich waiß nit.
"

lissel,F,"Lissel
Was isch Schilf? Diß sottst de wisse, Christel.
Du waist so Dings … Er het au gsait verdorwner Lauch.
Henn ier im Garde?
"

christinel,F,"Christinel
Nain.
"

lissel,F,"Lissel
Diß Dings isch hell wie Rauch.
Doch halt. Jez merk i ne, er meecht mit ess spaziere;
Er saat ’s isch gueder Luft. Wo wurd er ess hienfüere?
"

christinel,F,"Christinel
Der Schießrain, diß wärd scheen.
"

lissel,F,"Lissel
Na jo! 
Hyt owes bly’t der Luft leb un doch küelelecht.
"

reinhold,M,"Reinhold
Wie so Mamsell?
"

lissel,F,"Lissel
Es isch gar lufti drus. Si danze
Hyt uf em Lindebaum. I main au frey si pflanze
N-e große Maye-n-uf, un gaise dran in d’ Heeh.
’S isch vor em Juddedoor.
"

reinhold,M,"Reinhold
Vortrefflich, ich versteh’
Das ist nicht weit von hier. Ich eil’ mit schnellem Schritte
Und alsobald bin ich zurück in Ihrer Mitte.
"

lissel,F,"Lissel
Was! Welle Si denn furt?
"

reinhold,M,"Reinhold
Je nun, ich geh hinaus
Vor’s Judenthor, hol Thee in eines Gaswirths Haus,
Er nennt sich Lindenbaum. Dort pflanzt man heute Mayen
Und tanzt auf grünem Plan bei Flöten und Schallmayen,
Wir nehmen dann den Thee zusammen.
"

lissel,F,"Lissel
Er vexiert,
Simmier denn krank? Was Thee! Mier henn hyt nix laxiert.
Merr trinkt jo numme Thee wemmerr will dichdi schwizze;
Wemmerr Brechbulver nimmt un wemmer Bluer duet spyzze.
"

christinel,F,"Christinel
Jo, de hesch wayer recht. Merr trybt sich viele Wuest
Mit Schwizze-n-us em Lyb. Do nimmt merr Holderbluest
Un Klabberrose-n-au, Kamille, Himmelschlüßel,
Mit Daußigguldekrutt, e ganzi Kaffeeschüßel.
Der Schwyzzerthee der isch der best vun ale noch,
Un dene maint villycht der Herr.
"

lissel,F,"Lissel
E schlechter Koch,
Wo ess am Sundaa wott laddynisch regaliere.
Mier hen ’s nit so gemaint. Si solle-n-ess nusfüere,
Nus uf de Schießrain hien.
"

reinhold,M,"Reinhold
Ach Gott! Bin ich denn taub!
Ganz bin ich zu Gebot. Der Regen hat den Staub
Seit gestern Abend rasch von Weg und Flur vertrieben;
Es wäre wahrlich Schad’ wenn Sie zu Hause blieben.
"

lissel,F,"Lissel
bei Seite zu Christinchen
Jez waiß i was er saat. Gelt, was er artli isch?
Wenn i ne gsych, ze-n-isch mer ’s wohl wie imm e Fisch.
Er isch abardi nett … 
Bis myn Brüederle zeruck kummt us em Garde.
Diß duuert wohl e Stund. Ze gehen Si z’erst noch haim,
Un hole Sie dernoh de Wolfgang im Kolaym.
"

christinel,F,"Christinel
Ha jo! Der geht gern mit.
"

reinhold,M,"Reinhold
Ganz recht. Adieu! Ich lasse
Sie nur für kurze Zeit. 
Geht ab.
"

christinel,F,"Christinel
Der duet di awwer haße!
Im Furtgehn het er di gar yfri angegukt,
Er hätt derr gar ze gern noch d’ Händ gschmuzt un gedruckt.
"

lissel,F,"Lissel
Gewiß het er mi gern. Er duet mer ’s als verzähle
Wie inne d’ Lieb zu mier duet schmirze-n-un verquäle.
Er meecht mi gar gern han. I wär zue gern syn Frau.
Die Zöpf die gfalle mer lang nimmi wie dier au.
"

christinel,F,"Christinel
Mier könnte just so guet e Schnebbekabb ufsezze,
Als wie diß Meyel do. Der het sich recht lon hezze,
Bis er ’s genumme het der Sekretarje’s Fritsch,
Au isch ’s emm schunn verlaid, die Schlabb …
"

lissel,F,"Lissel
Ha na, diß isch
Merr lieb; diß wurd em schunn syn Hoffartsmüedel küele.
In unsrer Kirch do sizt ’s brait in de-n-erste Stüele,
Un isch so brozzerli, maint wyl ’s e Mantlett traat
Von Merdwa Syd, ze-n-ischs …
"

christinel,F,"Christinel
Do kummt der Lizeziat.
Was will denn der by ych der maauer Froschegihxer,
Der styf Barrikkestok, der Basestuwwewikser?
"

lissel,F,"Lissel
Halt ’s Muul! Er kummt. Herrst nit? Er gryscht schun: Hollehoh.
"

lizentiat,M,"Lizenziat
Pongswar myn liewi Schäz, was mache-n-err denn do?
Gummang ier sinn nonnit spaziere, scheeni Kinder,
Un ’s Wetter isch so scheen, do steckt au ebs derhinder.
Ihr henn villycht au gar hyt noch e Rangthewuh;
Do wott i wette druf, e Daler for e Suh.
Geht’s nus in’s Schnokeloch, d’hoh Wart, in’s Schulzegarde,
Zuem Schannel, in de Wolf, zuem Reimann? Warde, warde!
Ich geh ych nooch …
"

christinel,F,"Christinel
Si sin gar wunderfizzi hyt
Herr Pfedder. Wott e Schand! Wenn fra noch d’ gscheide Lyt
Kurrios wie Kinder sinn, un d’Nas in alles steke,
Ze gschichts ne velli recht wemmer sie duet uspfleke.
Jo mer gehn ieneds hien.
"

lizentiat,M,"Lizenziat
Aha! Uf Schilke-n-us?
Nab an de Wasserzoll? Pong, Pong, jez kummt ’s erus.
"

lissel,F,"Lissel
Erst nit Herr Lizeziat! ’s geht in de Spazzehafe.
"

christinel,F,"Christinel
Nain, uf de grüene Berj.
"

lizentiat,M,"Lizenziat
Ier genn mer viel ze schaffe.
"

christinel,F,"Christinel
Po! Wyl ’s denn soll erus, mer sehn die brächdi Lycht
Drus uf der Kurrwaau.
Bei Seite zu Lieschen, die des Lachens sich kaum enthalten
                            kann.
Na! Mach ken so närrisch’s Gsicht.
laut
Der scheen jung Offezier, wo ainer het erstoche,
Der wurd begrawe hyt. Schad for so jungi Knoche.
Wenn ’s noch e-n-alder wärd!
"

lizentiat,M,"Lizenziat
auffahrend
Was? Lewe-n-ebbe d’ Alde
Nit au recht gern, Parrblö! Merr duet mer ’s Herz verspalde
Wemmer so Redde füert. Un bin i denn so alt?
"

christinel,F,"Christinel
Haw i denn Sie gemaint?
"

lizentiat,M,"Lizenziat
I hoff doch, daß myn Gstalt
Noch frisch isch, ’s kinne mi als d’ Jumfre noch guet lyde.
"

lissel,F,"Lissel
Diß kämt an uf de Guh. Mier duen Si au nit myde.
Si stehn uns au recht an, Si henn e fryndlis Gsicht,
Un gar e scheeni Traacht wo aim in d’ Aue sticht.
"

lizentiat,M,"Lizenziat
Du bisch e klaini Hex. Redd nur, i loß di redde.
"

lissel,F,"Lissel
Ihr krottedure Klaid isch zue nett; i wott wedde
’S isch ’s ainzi hie, hellroth gemuscht uf raddegreau
E geels Brustduech derby, un Hosse himmelbleau;
D’ Strimpf wyß un grüenlecht gflammt, e scheen schwarz Band am
                            Kraaue,
Un e Hoorbyddele brait wie e Schwardemaaue.
De Dubbeh hoch un spiz un drei Paar Lokke dran,
E sydne Schabbobaa. So wüenscht i mier e Mann.
Daß i mi au verschnapp.
"

christinel,F,"Christinel
Un syni Galljeschnalle,
Syn langi Uhrekett, die duen mer bsunderst gfalle,
Und aß er allewyl noch Bissem, Berrjemott
Un Loddlewang so schmeckt, merr schmekt sich schier dran doot.
"

lizentiat,M,"Lizenziat
O! Ier Herzkäfer ier. I gsych ’s err estemiere
Mi alli zwai.
"

christinel,F,"Christinel
Mach jez, daß mer ken Zyt verliere.
D’ Lycht geht am sechse-n-an mit Musich un mit Gschieß,
Un d’ Breddi halt am Grab der Herr Magister Frieß.
’S ganz Waisehuus geht mit, un d’ Klosterer derhinder;
Sie singe-n-unterwäjs: Denkt doch ier Menschekinder
Der Doot hets anbedingt, merr soll aasinge ’s Gsang
Vom Anfang bis zuem End.
"

lissel,F,"Lissel
Diß isch schier ze lang.
"

lizentiat,M,"Lizenziat
Schad nix. I geh derzue. Der Frieß waiß d’ Lyt ze rüere,
Absunderli am Grab. Soll ich ych mit nus füere?
Wie wärd ’s, hä?
"

christinel,F,"Christinel
Bhüet ess Gott. Merr geht mit kaim Junggsell
An so e trurje-n-Ort; do kämt merr jo in d’ Höll.
"

lizentiat,M,"Lizenziat
Pong! Pong! Athiö! Schmangwäh! I kumm hyt owes widder. 
Geht fort.
"

christinel,F,"Christinel
Jo, geh nurr dyne Wäj, du Wuchebläddelsrydder,
Ze simmer di doch los.
"

lissel,F,"Lissel
I lach mi bukkli krumm,
Was diß e Daigaff isch, so iwwerrenzi dumm.
"

christinel,F,"Christinel
Der wurd sich wundre drus, der schnaikecht Gaisemayer,
Der malzicht Allefanz, der Stadtgeretschusstrayer.
Die Lycht isch morje-n-erst, der Seyerst het mer ’s gsait.
Jez lauft der z’erst noch haim un duet e-n-anders Klaid,
E dunkels an, daß d’ Lyt ne recht andächti finde.
"

lissel,F,"Lissel
Do mueß er d’ Storkebain sich gryserli aaschinde.
N-er wohnt im Pflanzbad drus, diß isch e halwi Stund
Von do, un widder nus uf d’ Kurrwaau …
"

christinel,F,"Christinel
’S isch em gsund,
Dem dürre Bebbelenz, un mier sinn frei doch zidder. 
geht ab.
"

rosine,F,"Fr. Rosine
Wie, Lissel, so elain? Wo isch denn dyn Hochzydder?
Der isch au nit gallant, wemmerr mitnander redt
Do mueß merr alewyl bysamme sin; merr het
Ken greeßri Lustberkait; diß sinn die scheenste Zydde.
Denn noch der Hyroth kummt ’s gar gschwind zuem Gsichder schnyde,
Zuem truzze, zuem Gebefz, zue Händle, Nyd un Gschray,
Wo kain’s nix dervon träumt, wenn baidi noch sinn frey.
"

mehlbrüej,M,"Hr. Mehlbrüej
Do isch merr noch gemäh, gschlaacht wie e Hämmelsqualle.
Der Herr isch buschberli un d’ Jumfer meecht em gfalle;
Er schnuuft, sie syfzt; er blerrt, sie pfuußt; sie glunzt, er brennt;
Ains git uf ’s ander aacht, un ’s freaue nimmt ken End.
"

rosine,F,"Fr. Rosine
D’ Ghyrode-n-awwer lon elain enander zawwle.
Do kan sich d’ Frau, mier an, aaschinde-n-un verkrawwle,
Der Mann gitt nit druf aacht, isch nur gedeckt der Disch,
For Küch un Keller gsorrjt, ’s Vieh, d’ Kinder gsund un frisch,
Im Kaste d’ Wesch ufghebt, ’s Gsind recht in Ordnung ghalde,
Un wolfel ales kauft; do freau nur myne-n-Alde.
"

mehlbrüej,M,"Hr. Mehlbrüej
Dogeje het der Mann au manchi suuri Haz,
Wenn d’ Frau voll Radde-n-isch, krammt, spyzt aß wie e K az.
Wenn si schilt, jeelt, krakeelt, elain will anhan d’ Hosse,
Do lejt der Mann, myn Seel, au nit uf Pfluum un Rose;
Do derf kem Mensch in ’s Huus, der Mann derf nieneds hien,
Un redt er ebs wurd d’ Frau vor Zorn glych gehl un grüen.
"

rosine,F,"Fr. Rosine
So wie de redst, se dät by uns nix sin aß zanke,
Haßliere, dowe, Stryt, un doch isch ken Gedanke
Von allem demm im Huus.
"

mehlbrüej,M,"Hr. Mehlbrüej
I haa ’s halt gsait vor Gspaß.
De bisch, myntwäje, doch vilmol e Raddebaß;
Witt allewyl recht han, bisch halt wie alli Wywer,
Un wenn d’ au besser wärdst, ze wärdst mer donnit liewer.
I bin di jez gewohnt, un gäb di nimmi her,
Un brächt merr ainer Geld, mier an, viel Zentner schwer.
"

rosine,F,"Fr. Rosine
Heerst Lissel! So mueß au dyn Mann emol dich lowwe.
I denk ’s wurd schunn guet gehn, de hesch ne-n-uf em Klowwe;
Der geht der nimm’ ewegg, er isch vernarrt uf dich,
Un dier gfallt au e Mann, wo scheen isch, gschikt un rych.
"

lissel,F,"Lissel
I waiß nit was Si will, Frau Bas. Die Reddesarde
Versteh i nit.
"

mehlbrüej,M,"Hr. Mehlbrüej
Poz Mord! Bisch au von denne zarde
Un spreede Jümferle, wo nit derglyche duen,
De Kopf recht henke lon, wie e geropfdi Huen,
Un wie e Hawwergais glych schnurre-n-un glych brumme,
Wemmer ne vom e Mann e breesel redt. Wart numme,
Diß Dings geht nit eso, mit Füchse fangt merr d’ Füchs,
E Zysel isch kenn Krabb, die Faxe nuzze nix.
Fisch fresse d’ Kazze gern, gehn awwer nit ins Wasser;
Roßyse holt der Buur bym Schmid un nit bym Glaser,
Zuem Redde het merr d’ Zung, zuem Denke de Verstand;
Verliebt sin isch ken Sünd, ’s Hyrode isch ken Schand.
"

rosine,F,"Fr. Rosine
Na! Lissel, soll di denn dyn Liebster nibball nemme?
Es isch jez usgemacht; de bruchst di nit ze schämme.
Mainst denn merr waiß es nit daß du ne hesch zuem Schatz?
"

mehlbrüej,M,"Hr. Mehlbrüej
Ey lueau! Do sitzt ’s, myn sechs, wie e gebrüejdi Kaz,
Wurd roth wie e Welschhahn, macht Aue wie Salzbüechsle,
Schnuuft wie e Bloschbalg. Hä! Erzaye sich die Füchsle
Emol un groble still evor us ierem Nest;
Kummt ’s jez emol erus was d’ for Gedanke hest.
Hukt do die Luus im Krutt, lejt do der Has im Pfeffer,
Hä! Hemmer di verwitscht? Jez wehr di nur un besser
So lang de witt, ’s batt nix. Mer wisse doch wie ’s steht,
Und aß diß spreedi Kind for Lieb schier gar vergeht.
"

lissel,F,"Lissel
bewegt
Ey! Loß Er mi doch gehn mit beetze-n-un düerangle;
I loß mi nonnit so dreschake-n-un verdangle,
Waiß Er ’s; Er macht aim fra jo ’s Lewe noch verlaid.
"

rosine,F,"Fr. Rosine
’S isch alles doch stiwwliert. Diß isch e Herzlaid,
Daß de-n-in vierzeh Daa e Frau wurst. Ach Herr Jehmer,
Schunn morje henn err d’ Stund.
"

mehlbrüej,M,"Hr. Mehlbrüej
Was pflennst denn ? Ey se geh mer.
Bisch gschosse-n-oder nit? Freau dyne Babbe nur
Un d’ Mamme-n-au derzue, ob ’s wohr isch.
"

lissel,F,"Lissel
Jo i wurr
Diß noch hyt owe duen.
"

rosine,F,"Fr. Rosine
Si sinn villicht spaziere.
"

lissel,F,"Lissel
Grad isch ’s e halwi Stund; uf Schilke nus.
"

rosine,F,"Fr. Rosine
Mier füere
Di mit, wenn d’ witt, im Schiff, nab an de Wasserzoll.
"

lissel,F,"Lissel
I kan nit. I hüet ’s Huus.
"

rosine,F,"Fr. Rosine
’S isch recht, daß au manchmol
Die Maidle Sundaa’s dhaim scheen blywe. Gelt ier kumme
Bezzydde-n-owes doch in ’s Kränzel?
"

lissel,F,"Lissel
Sinn Si numme
Nit bsorrjt dofor.
"

mehlbrüej,M,"Hr. Mehlbrüej
Diß gitt e rechdi Gasterey;
Der Kolmerer kummt au, myn Vedder un myn Gschwey.
"

christinel,F,"Christinel
Was hesch denn, bisch ganz roth, machst ufgepflunzni Aue,
Hesch Händel mit ne ghet?
"

lissel,F,"Lissel
Denk was i der will saaue!
’S isch fix un usgemacht, daß i de Reinhold kriej,
Un morn isch werzina schunn d’ Stund. Der alt Mehlbrüej
Het ’s gsait. Was bin i froh! Diß het gewiß der Babbe
So usgekaart. I will mi awwer nit verschnabbe,
Will mysli stille sinn, daß nix sich dran verschlaat,
Un warde bis er mer ’s, un bis mer ’s d’ Mamme saat.
"

christinel,F,"Christinel
Jo! De hesch recht, ’s isch glych mit Babble-n-ebs verhuddelt.
Diß hät mer awwer nit myn Lewesdaa geduddelt,
Wurrum? Dyn Mueder will, daß dich der Wolfgang nimmt,
Wyl er e Pfarrer wurd. Si het jo kek und bstimmt
Schunn vilmol gsait, de sollst in d’ Gaistlichkait hyrode.
Do lebt merr erwer, frumm, waiß nix von neie Mode;
Isch g’ehrt von alle Lyt, zeiht d’ Kinder christli uf,
Un kriejt Johr us Johr yn, Bressender owwe druf.
Wohnt merr z’erst uf em Land, se hett merr Feld un Garde,
Halt Küe un Gfleyels, zeiht syn Frucht un aller Arde
Gemüeß, un syne Wyn, wo ’s gitt, Oehl, Hanf un Flachs
Zielt Woll, stellt Immekörb for Hunni un for Wachs.
Drum sollst de, het si gsait, de Wolfgang han un nemme.
Er isch gsund, rych un gschikt, un brücht sich nit ze schämme,
Daß er myn Dochdermann, un du syn Huusfrau wurst.
’S isch glychling. Brotst mer d’ Wurst ze lösch i derr de Durst.
So het si gsait.
"

lissel,F,"Lissel
’S isch wohr. Doch zidder d’ letst Wynachde
Redt si nix meh dervon. Si duet gar uf ne-n-achde,
Derwyl er kummt in ’s Huus, der Reinhold, un hets geschmekt,
Daß er vil Späne het. Es wurd ere-n-als gstekt
Wenn er e Wechsel kriejt. Si loßt de Huusherr hole,
Un wenn der nigglych kummt, ze duet si ne versole ;
Er isch ess schuldi halt! Do freaut sie ne recht us.
Denk! Der Briefträjer kummt als z’erst in unser Huus,
Un saat ’s wenn er e Brief zuem Reinhold het getraaue.
"

christinel,F,"Christinel
Ewwezemär! Diß isch doch pfiffi un verschlaaue.
Bekummt er denn vilmol so Wechselbrief?
"

lissel,F,"Lissel
Gewiß
Er het in demm Halbjohr schunn vieri kriejt, un diß
Gemilchdi, allemol von drei, vierhundert Gulde.
"

christinel,F,"Christinel
Standare-n-un ken End! Do het er ebbe Schulde.
"

lissel,F,"Lissel
Ken Dibbele! N-es schickt syn Mueder imm diß Geld
Ohn daß der Vadder ’s waiß. Er het mer ’s z’letst verzählt,
Syn Mueder billit ’s gar daß er duet mit mer redde,
Un sähdi d’ Hyroth gern. In denne dytsche Städte
Müen d’ Mamme gar guet sin; er saat si daile nie
So Dachtle-n-us un Schläj, un Buffer aß wie hie.
Die Buewe were nit gedeffelt un gewikkelt,
For nix un widder nix, aagschmiert, gewixt, gedrikkelt,
Un krieje in der Schuel ken Dobe. D’ Maidle sinn
Vil freyer aß by uns, gehn in ’s Kummeedi nyn,
Un nemme d’ Strikket mit.
"

christinel,F,"Christinel
Abba! Diß isch doch gspäßi.
"

lissel,F,"Lissel
Wenn mier in ’s Bübbelspiel nur welle, sinn mer ghäßi,
Un derfe vom Hanswurst erst nix verzähle dhaim,
Wie er die Große bokt, un wie er gaißt uf d’ Bäum,
Un keit von owwe ’raa, daß ainer ne mueß huzzle,
un wurrjt ne mit de Bain, bis alli zway hienburzle.
"

christinel,F,"Christinel
Un wie er ball e Prinz, ball e Waldbrueder wurd,
Un ball e-n-aldi Frau, wo gifdi d’ Lytt anschnurrt;
Dnoh e Hochzydder isch, und druf e Kabbeziner,
Dißmol e Bekkeknecht, un zellmol e Räwwiner.
"

lissel,F,"Lissel
Do kämde mier scheen an, do würde mer gebutzt!
Do haißt ’s glych: Lese-n-ier im Breddibuech, diß nuzt
Ych meh, ier Schwindelhirn! Gehn, hole ’s Mirrhegärdel
Un ’s Kinderbiwwele-n-un spinne-n-eure Bärdel,
Do henn ier Bübbelspiels genue uf aine Ritt.
"

christinel,F,"Christinel
Do müen si doch rych sin imm Reinhold syni Lyt,
For daß si so vil Geld dem Mensche kinne bleche!
"

lissel,F,"Lissel
I main ’s ! Er het mer gsait, wenn er duet alles reche,
Se zeiht syn Vadder ’s Johrs vier dausig Gilde fix.
"

christinel,F,"Christinel
Poz Mord!
"

lissel,F,"Lissel
Syn Mueder het au Späne-n-in der Bix,
Rooth, was die alle Daa von iehrem kann verzehre.
"

christinel,F,"Christinel
Sechs Schilli?
"

lissel,F,"Lissel
Geh doch wegg!
"

christinel,F,"Christinel
E Daler?
"

lissel,F,"Lissel
Witt nit here
Daß ’s meh isch!
"

christinel,F,"Christinel
Na, mier an! Gar e Dreiguldestük.
"

lissel,F,"Lissel
Diß wärd au der Müej werth.
"

christinel,F,"Christinel
Was? Hätt i nurr diß Glük.
"

lissel,F,"Lissel
Rooth als nur herzaft furt.
"

christinel,F,"Christinel
Schwernix! Doch ken Duggade?
"

lissel,F,"Lissel
Meh! Meh!
"

christinel,F,"Christinel
Kryz un ken End! Es het am ganze Stade
Ken rychi Lyt eso. Se het si e Deblon?
"

lissel,F,"Lissel
Jez roothst emol erecht un bisch nimm’ wyt dervon.
"

christinel,F,"Christinel
Grannade Sabberlot! ’S wurd aim so dürmli, ehnder
Daß merr so viel erroth. Was? Alle Daa nommehnder
An Gfäll aß e Deblon? Ha wayer! Ey se schlaa!
Wärd ich wie die i gängt in d’ Erbslaub alle Daa,
Uf d’ Mezzi, in ’s Kolaym un kaufdi! Wott e Lewe!
"

lissel,F,"Lissel
Denk! Fufzeh Gulde het si dääjli uszegewe.
"

christinel,F,"Christinel
Es gschwacht mer, hol mi Gott.
"

lissel,F,"Lissel
Un alles was si spart
Diß wurd for iere Sohn ufghebt un ufbewahrt;
Un zidder daß si waiß was er im Schild duet füere,
Se saat si: will si gern ’s Sparhäfele-n-anrüere,
Un schickt em druf un dran, ohn daß der Vadder ’s waiß,
E guede Mogge Geld. Imm Alde miechdi ’s haiß
Wenn er ’s erfahre dät. Der dät si durchkurranze!
Es isch gar obstenat un will ’s soll alles danze
Noch syner Pfyff, isch zääj un guzzi wie e Hund.
"

christinel,F,"Christinel
Wie wurd ’s do awwer gehn, wenn morje schunn isch d’ Stund?
"

lissel,F,"Lissel
Po! ’S isch so usgemacht. I haa si ’s heere saaue
Verdutschder Wys. Die Alt die het ’s schunn lang im Kraaue,
Un will nit mit erus. Der Babbe wurd mer halt,
I merk ’s, d’ Fraid uf emol morn mache drus im Wald.
"

christinel,F,"Christinel
Gehn mer uf Ekkelse denn morn?
"

lissel,F,"Lissel
Aimol. Mer mache
Jo’s Z’middaauesse dert im freye Wald, un bache
N-au Holderküechle drus. ’S isch alles schunn gerüst;
Wursch sehn was do for Dings wurd were-n-ufgedischt.
So e Pfingstmondaa wurd gewiß nimm’ gfyert were
Wie der. Wurrum? Es isch de-n Eltre scheen ze-n-Ehre.
’S isch d’ silwre Hochzyt morn. Vor fünf e zwanzig Johr
Henn sie just d’ Hyroth ghet an demm Daa.
"

christinel,F,"Christinel
’S het ken Gfohr
Daß merr by euch schnarrmuult.
"

lissel,F,"Lissel
E Grauel Essespyse
Steht drunde-n-in der Küch, doo setz ’s manch guede Biße.
Mer lade morje früej e ganze Waidling voll
Wo nusfahrt.
"

christinel,F,"Christinel
I bin froh. Merr sinn drus alli mol
Recht boddelusti gsin.
"

lissel,F,"Lissel
Do geht mer z’erst spaziere,
Bacht Holderküechle dnoh, un duet si frisch schnawwliere
For’s Z’morjenesse; dnoh geht ’s halt d’ Breddi nyn.
"

