drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name,numTokens,numLexTokens,lexRatio,anger_roll_mean,anticipation_roll_mean,arousal_roll_mean,disgust_roll_mean,dominance_roll_mean,fear_roll_mean,joy_roll_mean,sadness_roll_mean,surprise_roll_mean,trust_roll_mean,valence_roll_mean
comedy,Franz,M,,,,"
          
Franz

          
(kunnt z'ruck)

          
Ah!... drum ewe...

          
Halt 's Mül... schrei nitt as .. wi taüb!

          
Kumm do, ass ich Dich ka ufhewe...

        
",11,lustig-z-nacht-am-zehne,24,6,0.25,0.0219178546702012,0.8776076787424707,0.5743931925599699,0.0170310166407146,0.5916875749161273,0.350734757633129,0.02867041677985952,0.030786606326364478,0.012632746814905782,0.037785073122543825,0.7223586647642668
comedy,ne Schutzmann,M,policeman,government_executive_officials,,"
          
Schutzmann

          
(knnnt mit schnelle Schritte)

          
Wer schreit denn hier so wie ein Bär?

        
",12,lustig-z-nacht-am-zehne,15,2,0.1333333333333333,0.02105957370942478,0.8674279454618803,0.5948404223641016,0.0063432460717314995,0.6090692539431051,0.3490059252216951,0.02867041677985952,0.00871843766804266,0.020549831322118378,0.034845548434123,0.7398454532770293
comedy,Franz,M,,,,"
          
Franz

          
(kunnt ku z'daüdle)

          
's isch kein vo uns, Herr.. Kummissär!...

        
",13,lustig-z-nacht-am-zehne,14,3,0.2142857142857142,0.017378962424724635,0.7854419718711835,0.5464842728596949,0.00927066128750038,0.5645388789793067,0.31021247720651457,0.02867041677985952,0.0029795768698175798,0.020549831322118378,0.034845548434123,0.6795781693645113
comedy,ne Schutzmann,M,policeman,government_executive_officials,,"
          
Schutzmann.

          
Still... schweigen Sie!...

        
",14,lustig-z-nacht-am-zehne,4,1,0.25,0.017378962424724635,0.49187593693349374,0.3796838462703508,0.00927066128750038,0.3963245871995304,0.20044070663984154,0.048248402752941524,0.0029795768698175798,0.020549831322118378,0.0139382193736492,0.4835680851503354
comedy,Franz,M,,,,"
          
Franz.

          
Still... Seppi.... gib acht uf die Zunge...

          
's isch ha.. halt doch 's Güwerlema!

        
",16,lustig-z-nacht-am-zehne,15,4,0.2666666666666666,0.02416617644391404,0.43669132015941636,0.356915359289148,0.013480831573134419,0.3731769566483217,0.1805546658490052,0.05018930536681748,0.0029795768698175798,0.020549831322118378,0.0,0.4554199046593862
comedy,Seppi,M,,,,"
          
Seppi.

          
's isch 's Gü.. Gü... heisch em z'trinke doch...

          
's derf o fir u .. uns ebbes mache!...

        
",17,lustig-z-nacht-am-zehne,19,1,0.0526315789473684,0.029058928243280158,0.3395922459624502,0.3025204997317065,0.007137585501402919,0.31705203019296724,0.1550010277475212,0.05018930536681748,0.0,0.012669033567097138,0.0,0.382415721460281
comedy,ne Schutzmann,M,policeman,government_executive_officials,,"
          
Schutzmann

          
(züem Seppi)

          
Still!... reden Sie... wie ist die Sache?

          
Was machen Sie so spät hier noch?

        
",18,lustig-z-nacht-am-zehne,19,1,0.0526315789473684,0.02277474194764632,0.3395922459624502,0.2856988898715828,0.007137585501402919,0.31542087623101406,0.1426216532403327,0.08359852238029553,0.0,0.0,0.0,0.39688527866375667
comedy,Seppi,M,,,,"
          
Seppi.

          
Ich wird mich miesse ge.. geniere,

          
Wenn.. wenn ich mich will amüsiere!...

        
",19,lustig-z-nacht-am-zehne,13,1,0.0769230769230769,0.02159131877531422,0.1405260731843824,0.18526220608433727,0.004210170285634039,0.20880146925121695,0.06936590571257846,0.1172132320477075,0.0,0.0,0.0,0.2690799298085208
comedy,Franz,M,,,,"
          
Franz.

          
Sag... Seppi... dà isch uns nitt hold...

          
Kumm... su.. sunscht git's noch Stempeneie...

        
",21,lustig-z-nacht-am-zehne,15,2,0.1333333333333333,0.02159131877531422,0.4318232957752809,0.34854277488186103,0.004210170285634039,0.3629406052632459,0.17595618488646983,0.08380401503422945,0.0,0.0,0.0,0.4490995969882393
comedy,Franz,M,,,,"
          
Franz

          
(zornig)

          
Ne Procewàrwel!... mir!! jo wohl!!!...

        
",23,lustig-z-nacht-am-zehne,9,3,0.3333333333333333,0.02276630192109828,0.48350119700913846,0.3715011578094291,0.0,0.3813383524393006,0.19964639428457714,0.07393051840665435,0.0,0.0027651619523626774,0.0077989837632999005,0.4705252355609252
comedy,Seppi,M,,,,"
          
Seppi

          
(züem Schutzmann)

          
Herr Präsident!... Sie mien verzeihe,

          
Wenn ich nitt ufsteh ka allei...

          
Ich ha... ich jo... Sie thien's jo wisse,

          
Halt Rhumetisse in de Bei...

          
Hàn Sie mr viellicht nitt e Kisse!

        
",24,lustig-z-nacht-am-zehne,37,5,0.1351351351351351,0.01539747941879894,0.48350119700913846,0.3685720003098591,0.00865440892785098,0.38648559817841516,0.18706790680162444,0.07393051840665435,0.00700012760496114,0.0048426231481232375,0.0115228540406092,0.47922369033558343
comedy,ne Schutzmann,M,policeman,government_executive_officials,,"
          
Schutzmann

          
(züem Franz)

          
Wie heissen Sie?

        
",25,lustig-z-nacht-am-zehne,8,2,0.25,0.01539747941879894,0.781631342471415,0.5376083881797447,0.00865440892785098,0.5522202540510668,0.2936581859755158,0.04052130139317632,0.00700012760496114,0.0048426231481232375,0.0115228540406092,0.6681491347594093
comedy,Seppi,M,,,,"
          
Seppi

          
(züem Franz)

          
Lo.. lo..

        
",26,lustig-z-nacht-am-zehne,7,3,0.4285714285714285,0.040837234530436715,1.020966244883581,0.6589239718986879,0.03318221590709492,0.6625887390395037,0.4062775440884546,0.006906591725764339,0.04854854721253256,0.029100980667388997,0.02652891574913962,0.7980962356761654
comedy,ne Schutzmann,M,policeman,government_executive_officials,,"
          
Schutzmann

          
(züem Seppi)

          
Still, Sie!

        
",27,lustig-z-nacht-am-zehne,7,1,0.1428571428571428,0.04083723453043672,0.7296690222926825,0.49564340310116417,0.03318221590709493,0.5084496030274748,0.2996872649145632,0.04031580873924238,0.04854854721253256,0.029100980667388997,0.02652891574913962,0.6180765684964469
comedy,Seppi,M,,,,"
          
Seppi

          
(fahrt furt)

          
Lo.. loss ne rede... 's kunnt mr i...

          
's isch finster... un er hat.. züem schriwe

          
Kei Fedre un kei G'schindetir...

          

        
",28,lustig-z-nacht-am-zehne,26,2,0.0769230769230769,0.0594299117461203,0.5917097514200703,0.40533802340785724,0.058785168070296524,0.4032786420290245,0.2660827813074122,0.033409217013478036,0.09191818888369627,0.05165751044430247,0.03439376529986878,0.4833211322238963
comedy,Franz,M,,,,"
          
Franz.

          
Thien Sie kaltblietig bliwe,

          
Dr Seppi redt halt hinterfir,

          
's isch d'Nachtlu.. luft... Sie sàhn's jo wohl...

          
Zeig, Seppi... stand jetzt uf emol!

        
",30,lustig-z-nacht-am-zehne,26,4,0.1538461538461538,0.05878184351148422,0.7358627322337503,0.4919754513313084,0.05434092942807959,0.491982215066717,0.3158856422516778,0.04701694490777122,0.08491806127873514,0.05165392071281392,0.0365191328450344,0.5954595094583889
comedy,Seppi,M,,,,"
          
Seppi

          
(steht miehsam uf, unterstützt von Franz)

          
Ma.. marsch! isch gli g'sait... ich will's woge...

          
Ich mächt Se nur emol jetz froge,

          
Wo eigentlig dr Tramway steckt!...

          
Franz... lo.. los... hörsch ne niene ku?

        
",32,lustig-z-nacht-am-zehne,37,6,0.1621621621621621,0.06514178228939366,0.6475265573139195,0.4427235381049378,0.06047288117289057,0.43574629000875476,0.2907453421929668,0.055967568258986855,0.09530516618062798,0.06032538355636465,0.04236379824409624,0.5282383054450973
comedy,Seppi,M,,,,"
          
Seppi.

          
Im alte Spittel!

        
",34,lustig-z-nacht-am-zehne,4,1,0.25,0.03970202717775588,0.40819165490175335,0.2976856701706418,0.03594507419364663,0.30656195474399756,0.178125984080028,0.055967568258986855,0.053756746573056555,0.036067026037098895,0.039231905705269,0.37363251947704224
comedy,ne Schutzmann,M,policeman,government_executive_officials,,"
          
Schutzmann

          
(zeigt unter dr Boge)

          
Hier durch...

        
",35,lustig-z-nacht-am-zehne,9,1,0.1111111111111111,0.049430096091820364,0.40819165490175335,0.29070881759966044,0.03594507419364663,0.2878326235098891,0.18904381681811475,0.022558351245508822,0.06523446816950675,0.036067026037098895,0.039231905705269,0.3426362311747162
comedy,Franz,M,,,,"
          
Franz

          
(züem Seppi)

          
Mr hàn dr Weg güet gnu...

        
",36,lustig-z-nacht-am-zehne,11,3,0.2727272727272727,0.022875221711163324,0.5413150489353021,0.3764536983207777,0.010342122030445025,0.38831641094497704,0.22122982009502362,0.02753520766597234,0.026968414545130083,0.01703893816093726,0.023568072391239942,0.4736245052879777
comedy,Seppi,M,,,,"
          
Seppi.

          
Zeig... Franz... so heb mi denn, Dü Zittel!...

          
Herr Kummissär... Sie känne geh,

          
Mr brüche Se jetz nimmig meh!...

        
",37,lustig-z-nacht-am-zehne,20,2,0.1,0.017863142450472068,0.6782142144903869,0.4566875630771493,0.010523074568464305,0.46973615007436076,0.2778183017997093,0.013927479771679161,0.026968414545130083,0.014965066696665258,0.01771883456876502,0.5712469051560312
