"drama_type","speaker","sex","job","job_category","social_class","text","numTokens","numLexTokens","lexRatio","anger","anticipation","arousal","disgust","dominance","fear","joy","sadness","surprise","trust","valence"
"comedy","Octavie","M","","",NA,"
            
OCTAVIE:
Bsunders e Mann wo Sport triebt. 
            
(Bliebt vor Hortense stehn)
(Hin un her.)
",18,2,0.111111111111111,-0.0953666903322683,0.262431400138202,-0.32233610230259,-0.432153158531841,-0.761573048317909,0.534268379117006,-0.268204703574868,0.250500013289553,-0.365343772674827,0.137548428248902,0.00445979541330987
"comedy","Hortense","F","","",NA,"
            
HORTENSE:
(steht uff, geht näwe Octavie her.)
Tante, er het mir awer versproche, dass'r üss alle Societäte...
",19,2,0.105263157894737,-0.0953666903322683,0.262431400138202,-0.32233610230259,-0.432153158531841,-0.761573048317909,0.534268379117006,-0.268204703574868,0.250500013289553,-0.365343772674827,0.137548428248902,0.00445979541330987
"comedy","Octavie","M","","",NA,"
            
OCTAVIE:
Bscht! Verspreche duehn sie alli, awer nix halte. Dü nadierlich mit dine zwanzig Johr, dü luejsch
            d'Männerwelt noch mit unschuldige Paradiesaue aan.
",24,4,0.166666666666667,-0.153434412348591,0.322709852792888,-0.255745734431785,-0.473534985305753,-0.690205683301535,0.573850835385086,-0.333379482261425,0.197484765530119,-0.155004863003655,0.267255247208042,0.0618136465961214
"comedy","Hortense","F","","",NA,"
            
HORTENSE:
Statt aane ze tröschte, machsch aam 's Herz noch schwerer. O ich armer Tropf. 
            
(Grient, setzt sich).
",20,5,0.25,-0.153434412348591,0.322709852792888,-0.255745734431785,-0.473534985305753,-0.690205683301535,0.573850835385086,-0.333379482261425,0.197484765530119,-0.155004863003655,0.267255247208042,0.0618136465961214
"comedy","Octavie","M","","",NA,"
            
OCTAVIE:
Düürsch mich, Kind, awer ich bin uffrichtig. So e Mann het jo nie ken Zitt for sini Frau, d'r
            Sport isch ihm alles, alles! So e Mann isch nie d'haame, un am End vum Johr het'r e Korb voll
            Cotisatione ze zahle, wo d'Frau nix d'rvun het.
",51,7,0.137254901960784,-0.219852543788276,0.37328083951077,-0.195855830061476,-0.514314815372074,-0.619715935941736,0.609742944218673,-0.396500643906106,0.141744468080471,0.0620156662801192,0.391051292064469,0.121629228851043
"comedy","Octavie","M","","",NA,"
            
OCTAVIE:
Ebbs gsunds? Mach mich nit lache.
",7,1,0.142857142857143,-0.219852543788276,0.37328083951077,-0.195855830061476,-0.514314815372074,-0.619715935941736,0.609742944218673,-0.396500643906106,0.141744468080471,0.0620156662801192,0.391051292064469,0.121629228851043
"comedy","Hortense","F","","",NA,"
            
HORTENSE:
Doch, doch. Sitter dass d'r Camille zue uns kummt, isch bie uns alles gsund.
",15,1,0.0666666666666667,-0.293481752723161,0.408305908566938,-0.148088479661572,-0.552094631142368,-0.554163041165051,0.638558481256003,-0.453244235723907,0.0852219950993047,0.27543457288325,0.500172096492416,0.181453237641595
"comedy","Hortense","F","","",NA,"
            
HORTENSE:
Im Babbe siner Fettbüch hett-em Maläschte gemacht. D'r Camille het gsaat: Babbe mache Sie
            Gymnastique, ich lehr Sie. Sie wäre sehn, Sie greje e Taille wie e Weschbel; d'Mame het allewiel weh
            in de Baan g'hett. D'r Camille het sie Velo fahre lehre. Un 's Weh isch eweck. D'Grossmame, wo dato
            siewezig Johr alt isch, die isch allegelte an Kritzbuckelschmerze im Bett geläje. D'r Camille het
            e're gerote mit yserige 
            

            
",73,12,0.164383561643836,-0.293481752723161,0.408305908566938,-0.148088479661572,-0.552094631142368,-0.554163041165051,0.638558481256003,-0.453244235723907,0.0852219950993047,0.27543457288325,0.500172096492416,0.181453237641595
"comedy","Octavie","M","","",NA,"
            
OCTAVIE:
Also demnooch het's diner Camille fertig gebrocht, d'ganz Familli mit-em Sportsgaischt ze
            vergifte. Naan, so ebbs. Ja un was het'r denn dich gelehrt?
",26,3,0.115384615384615,-0.372758786324508,0.42303743932176,-0.116988559792671,-0.584755416627759,-0.497093933037114,0.657247127465207,-0.499663894339396,0.0296235153395512,0.475265526168029,0.586938095772627,0.23898214601591
"comedy","Octavie","M","","",NA,"
            
OCTAVIE:
(Schrei)
Jesses! Arms Kind. 
            
(Setzt sich, grient in de Strumpf).
",15,3,0.2,-0.372758786324508,0.42303743932176,-0.116988559792671,-0.584755416627759,-0.497093933037114,0.657247127465207,-0.499663894339396,0.0296235153395512,0.475265526168029,0.586938095772627,0.23898214601591
"comedy","Octavie","M","","",NA,"
            
OCTAVIE:
Tennis! Tennis! Diss isch din Unglüeck. Mit Tennis het's bie mir angfange, mit Tennis het's
            uffg'hört.
",19,2,0.105263157894737,-0.455682979685066,0.414245284579791,-0.105846100880826,-0.610593796068399,-0.451287425715766,0.663295309447388,-0.532443221351631,-0.0236949422967161,0.65231807005021,0.645295741032114,0.292189594362271
"comedy","Hortense","F","","",NA,"
            
HORTENSE:
Tante, ich versteh dich nit. Kumm doch zue dir. Soll ich e Glas Wasser hole?
",16,1,0.0625,-0.455682979685066,0.414245284579791,-0.105846100880826,-0.610593796068399,-0.451287425715766,0.663295309447388,-0.532443221351631,-0.0236949422967161,0.65231807005021,0.645295741032114,0.292189594362271
"comedy","Octavie","M","","",NA,"
            
OCTAVIE:
Merci, ich hab mini Ohnmacht nabgschluckt. 
            
(Geht an e Fenschter, macht's uff).
(Zeruck, setzt sich, strickt).
",22,3,0.136363636363636,-0.539841496014132,0.380529206791896,-0.116410389566575,-0.628422538610171,-0.418555660337499,0.654889025844198,-0.549106034033505,-0.0738104691648317,0.798649850561213,0.671233885605105,0.339433151331912
"comedy","Hortense","F","","",NA,"
            
HORTENSE:
Saa, Tante, werum soll Tennis e Unglüeck sin?
",9,1,0.111111111111111,-0.539841496014132,0.380529206791896,-0.116410389566575,-0.628422538610171,-0.418555660337499,0.654889025844198,-0.549106034033505,-0.0738104691648317,0.798649850561213,0.671233885605105,0.339433151331912
"comedy","Octavie","M","","",NA,"
            
OCTAVIE:
Kind, ich bin uffrichtig. Wie ich so alt bin gsin wie dü, hab ich au e Hochzitter g'hett. Gaston
            het'r g'haisse. Gaston!
",23,3,0.130434782608696,-0.622476350707547,0.322491157936165,-0.148718017663139,-0.637627759453371,-0.399617383513002,0.631027908012643,-0.548170970523518,-0.120279204055361,0.907948653078775,0.663045301028764,0.379533894536995
"comedy","Octavie","M","","",NA,"
            
OCTAVIE:
Ja, un er het mir versproche, dass wenn mer g'hirot sin, bie alle Sportsveraan Demission ze
            gänn.
",18,3,0.166666666666667,-0.622476350707547,0.322491157936165,-0.148718017663139,-0.637627759453371,-0.399617383513002,0.631027908012643,-0.548170970523518,-0.120279204055361,0.907948653078775,0.663045301028764,0.379533894536995
"comedy","Hortense","F","","",NA,"
            
HORTENSE:
Diss het miner Camille au versproche.
",7,2,0.285714285714286,-0.700592420488451,0.24275204574997,-0.201048633794822,-0.638179357869132,-0.394052306612893,0.591583300430601,-0.529240684226302,-0.163141552508494,0.975824856305816,0.621415064046601,0.411824184916811
"comedy","Octavie","M","","",NA,"
            
OCTAVIE:
Glaub nix. Bref, am Daa vor d'r Hochzitt isch'r nooch London gereist, for dort e Tennismatch
            mitzemache. E Depesch het'r gschickt: Weltmaischter worre 
            
(Grient).
",27,3,0.111111111111111,-0.700592420488451,0.24275204574997,-0.201048633794822,-0.638179357869132,-0.394052306612893,0.591583300430601,-0.529240684226302,-0.163141552508494,0.975824856305816,0.621415064046601,0.411824184916811
"comedy","Hortense","F","","",NA,"
            
HORTENSE:
O — o! Isch'r nim kumme?
",7,1,0.142857142857143,-0.77110166605929,0.145809456427947,-0.27001267058699,-0.630595208746748,-0.400339799672457,0.537297159057104,-0.493020240638478,-0.202886295247731,1,0.54933077276087,0.436161232141062
"comedy","Hortense","F","","",NA,"
            
HORTENSE:
(springt uff).
Tante, saa diss nim, sunscht verriss ich min Hochzittskleid in döüsig Fetze.
",17,1,0.0588235294117647,-0.77110166605929,0.145809456427947,-0.27001267058699,-0.630595208746748,-0.400339799672457,0.537297159057104,-0.493020240638478,-0.202886295247731,1,0.54933077276087,0.436161232141062
"comedy","Hortense","F","","",NA,"
            
HORTENSE:
Jesses! 
            
(Springt uff, luejt in's Zimmer links).
",11,2,0.181818181818182,-0.830995059791387,0.0377449747036045,-0.350765519262703,-0.615863528490991,-0.415978943350238,0.469722758651984,-0.441264031810919,-0.240376488199589,0.980382982593759,0.451823081855177,0.452906412781829
"comedy","Hortense","F","","",NA,"
            
HORTENSE:
(zeruck)
d'Grossmame schafft an de Ring. Sie het e Hochstand gemacht, un isch an de Lüster getrette.
",21,1,0.0476190476190476,-0.830995059791387,0.0377449747036045,-0.350765519262703,-0.615863528490991,-0.415978943350238,0.469722758651984,-0.441264031810919,-0.240376488199589,0.980382982593759,0.451823081855177,0.452906412781829
"comedy","Octavie","M","","",NA,"
            
OCTAVIE:
An de Lüster? Püh, do hinne wurd's mer schwüel, ich muess frischi Luft schöpfe. 
            
(Hinte ab).
",20,1,0.05,-0.877530553523585,-0.0741986626263815,-0.437333235777065,-0.595331335182187,-0.437680957611803,0.391112267127798,-0.37665523010186,-0.276743157118383,0.919031616146676,0.335557854826462,0.462872641848624
"comedy","Hortense","F","","",NA,"
            
HORTENSE:
(steht uff)
Camille, Camille, kumm, erlös mich, loss mich nit sitze.
",14,3,0.214285714285714,-0.877530553523585,-0.0741986626263815,-0.437333235777065,-0.595331335182187,-0.437680957611803,0.391112267127798,-0.37665523010186,-0.276743157118383,0.919031616146676,0.335557854826462,0.462872641848624
"comedy","Octavie","M","","",NA,"
            
OCTAVIE
(uffgerejt mit e're Depesch eryn)
Ho-ho-hortense, e De-depesch. 
            
(Hebbt sie nüss, fallt uff e Stuehl).
",20,2,0.1,-0.908423147221655,-0.182140201886879,-0.523026585935676,-0.570569717600023,-0.461619690069735,0.304259893173257,-0.302626197482524,-0.313255440986045,0.820003514234858,0.208312336078987,0.467244247975035
"comedy","Hortense","F","","",NA,"
            
HORTENSE:
E Depesch? E de-de 
            
(fallt uff's Kanabe).
",11,1,0.0909090909090909,-0.908423147221655,-0.182140201886879,-0.523026585935676,-0.570569717600023,-0.461619690069735,0.304259893173257,-0.302626197482524,-0.313255440986045,0.820003514234858,0.208312336078987,0.467244247975035
"comedy","Octavie","M","","",NA,"
            
OCTAVIE:
E Unglüecksdepesch? Arms Kind.
",5,1,0.2,-0.922021958825019,-0.278144000512138,-0.600913683377549,-0.543228477723412,-0.483721573519474,0.212312283704843,-0.22313205765923,-0.351177828867009,0.689106220846436,0.0783763031286984,0.467475613690485
"comedy","Octavie","M","","",NA,"
            
OCTAVIE:
Zwai Jumpfere han zwai Ohnmachte.
",6,2,0.333333333333333,-0.922021958825019,-0.278144000512138,-0.600913683377549,-0.543228477723412,-0.483721573519474,0.212312283704843,-0.22313205765923,-0.351177828867009,0.689106220846436,0.0783763031286984,0.467475613690485
"comedy","Conrad","M","","",NA,"
            
CONRAD:
Plän dummi. Was hesch denn in d'r Hand? Ah, e Depesch. 
            
(Risst sie uff, lest.)
",18,3,0.166666666666667,-0.917459289573487,-0.354822262779274,-0.664317124670563,-0.514893456093612,-0.49997356542098,0.11855993439183,-0.142392578242719,-0.391626303188469,0.533561775859857,-0.0460754756034262,0.465176190229328
"comedy","Hortense","F","","",NA,"
            
HORTENSE:
(springt uff)
Per Avion? Babbe, per Avion?
",10,2,0.2,-0.917459289573487,-0.354822262779274,-0.664317124670563,-0.514893456093612,-0.49997356542098,0.11855993439183,-0.142392578242719,-0.391626303188469,0.533561775859857,-0.0460754756034262,0.465176190229328
"comedy","Octavie","M","","",NA,"
            
OCTAVIE:
(uff)
Wer isch der ami Gaston? Wer?
",10,1,0.1,-0.894758062855292,-0.405910132485833,-0.707299694160937,-0.486959422183284,-0.506726273985904,0.0262244416786457,-0.0646194125456183,-0.435435449264224,0.361605268148143,-0.157591374586477,0.461990290164293
"comedy","Hortense","F","","",NA,"
            
HORTENSE:
Er kummt, er kummt. Babbe werf dich in de Staat. Gott, miner Camille kummt. 
            
(Packt Conrad, danzt mit-em erum).
",22,3,0.136363636363636,-0.894758062855292,-0.405910132485833,-0.707299694160937,-0.486959422183284,-0.506726273985904,0.0262244416786457,-0.0646194125456183,-0.435435449264224,0.361605268148143,-0.157591374586477,0.461990290164293
"comedy","Conrad","M","","",NA,"
            
CONRAD:
Hortense, ich glaab dü bisch maschugge worre.
",8,1,0.125,-0.854886613358545,-0.426769903615622,-0.725103522333359,-0.46052984591943,-0.500969850624604,-0.0617435921283103,0.00625349833927347,-0.483047887408399,0.182040121945429,-0.249985461369524,0.459480249567938
"comedy","Hortense","F","","",NA,"
            
HORTENSE:
Ich kenn numme miner Camille. Mach doch nit so nervös.
",11,2,0.181818181818182,-0.854886613358545,-0.426769903615622,-0.725103522333359,-0.46052984591943,-0.500969850624604,-0.0617435921283103,0.00625349833927347,-0.483047887408399,0.182040121945429,-0.249985461369524,0.459480249567938
"comedy","Hortense","F","","",NA,"
            
HORTENSE:
Liebs Dandel, ich bin so glüecklich. Er kummt, er kummt, er isch schun do. Ich kenn siner Schritt.
            
            
(Lauft mit üssgschtreckte Aerm an d'Hintertüer).
",28,1,0.0357142857142857,-0.799753436297148,-0.41478540170874,-0.714510962336783,-0.436352292994649,-0.480562256945418,-0.142842267699953,0.0668189966447146,-0.534435774318646,0.00377473760439018,-0.318773751030386,0.459021126444587
"comedy","Hortense","F","","",NA,"
            
HORTENSE:
(losst d'Aerm sinke)
Oh, d'Madam. 
            
(Setzt sich betrüebt).
",15,1,0.0666666666666667,-0.799753436297148,-0.41478540170874,-0.714510962336783,-0.436352292994649,-0.480562256945418,-0.142842267699953,0.0668189966447146,-0.534435774318646,0.00377473760439018,-0.318773751030386,0.459021126444587
"comedy","Caroline","F","","",NA,"
            
CAROLINE:
Ja, soll ich's nit sin? Luej do 's Octavie.
",11,1,0.0909090909090909,-0.732138900313607,-0.369615317669465,-0.6741011361816,-0.414794824421419,-0.444393044616171,-0.215160020155103,0.114409457974437,-0.589061718786816,-0.164634415412602,-0.361472009331068,0.461714099515354
"comedy","Octavie","M","","",NA,"
            
OCTAVIE:
Bonjour Schweschter. 
            
(Verschmutze sich.)
",7,1,0.142857142857143,-0.732138900313607,-0.369615317669465,-0.6741011361816,-0.414794824421419,-0.444393044616171,-0.215160020155103,0.114409457974437,-0.589061718786816,-0.164634415412602,-0.361472009331068,0.461714099515354
"comedy","Hortense","F","","",NA,"
            
HORTENSE:
Mame, d'r Camille kummt.
",5,1,0.2,-0.655565737620601,-0.293284380417566,-0.604383661311801,-0.395864918618146,-0.3924705562076,-0.277472318531571,0.147260013050678,-0.645883439340914,-0.315409075519772,-0.377733920239224,0.468324227662672
"comedy","Caroline","F","","",NA,"
            
CAROLINE:
Was hab ich gsaat: d'r Camille het e Wort.
",10,1,0.1,-0.655565737620601,-0.293284380417566,-0.604383661311801,-0.395864918618146,-0.3924705562076,-0.277472318531571,0.147260013050678,-0.645883439340914,-0.315409075519772,-0.377733920239224,0.468324227662672
"comedy","Octavie","M","","",NA,"
            
OCTAVIE:
Gott, wenn 'rs wär. Min Herz klopft wie e Drumm.
",11,2,0.181818181818182,-0.574114962733362,-0.190102996039006,-0.507799930212949,-0.379268406845035,-0.325926111943021,-0.329287986088842,0.164612445498949,-0.703403083173142,-0.441922893078339,-0.369320957055926,0.47924633730315
"comedy","Caroline","F","","",NA,"
            
CAROLINE:
Was babbelsch? Hesch dü Gschäfte mit-em Camille?
",8,1,0.125,-0.574114962733362,-0.190102996039006,-0.507799930212949,-0.379268406845035,-0.325926111943021,-0.329287986088842,0.164612445498949,-0.703403083173142,-0.441922893078339,-0.369320957055926,0.47924633730315
"comedy","Caroline","F","","",NA,"
            
CAROLINE:
Versteh ken Wort. 
            
(Ab Sittetüer links).
",9,1,0.111111111111111,-0.492198336739788,-0.0664184974408817,-0.388591818674258,-0.36450207279204,-0.246934873911074,-0.370843410223259,0.166753963544574,-0.75975858388142,-0.539004013023363,-0.339908394394461,0.494500661675264
"comedy","Président vum Fuessballe-Club « Etoile »","M","sports_club_president","associative_world",NA,"
            
PRESIDENT:
Pardon, ich bin starik bresiert. Im Name vum Füessballe-Club «Etoile» wüensch ich Ihne, un im
            verdiente membre Camille viel Glüeck zuem hittige Fraidedaa, un 
            

            

              
Zuem verehrungsvolle Zaiche
Dueh ich denne Balle üewerreiche,
Möcht er bringe Glüeck un Säje,
D'Haam, un alle Fuessballwäje.
",46,5,0.108695652173913,-0.492198336739788,-0.0664184974408817,-0.388591818674258,-0.36450207279204,-0.246934873911074,-0.370843410223259,0.166753963544574,-0.75975858388142,-0.539004013023363,-0.339908394394461,0.494500661675264
"comedy","Hortense","F","","",NA,"
            
HORTENSE:
Merci, Monsieur le Président. Ich wurr denne Balle im Camille an's Herz drücke. 
            
(Lajt'ne uffs Kanebe).
",20,2,0.1,-0.414302209071045,0.0697864799357046,-0.252547138773064,-0.350970255660121,-0.158559225020431,-0.403046655184103,0.154989341611931,-0.812851030288652,-0.603152323225179,-0.294744553442672,0.513757618672986
"comedy","Président vum Fuessballe-Club « Etoile »","M","sports_club_president","associative_world",NA,"
            
PRESIDENT:
(Salütiert)
Mesdames! Im Uffdraa vun d'r Société de Gymnastique « Vivace », hab ich die Ehr als Président im
            junge Paar — wo isch denn 's ander Teil vum Paar? — herzliche Glüeckwüensch zu üewerbringe. 's Comité
            het bschlosse d'r lieb Hors-concours Camille als membre d'honneur ze ernenne, un d'membres vun d'r
            Societät han im Camille als chef vun d'r Claironsektion diss Clairon gschtift. 's Comité hofft, dass
            Sie, ihri Kinder un Kindeskinder membre actif wäre. 
            

              
Denn d'Gymnastik macht starki Glidder,
Un Nerve grad wie Stacheldroht,
Vor d'Gymnasiens förcht sich's Gewitter,
In viele Fäll sogar d'r Tod.
",105,19,0.180952380952381,-0.414302209071045,0.0697864799357046,-0.252547138773064,-0.350970255660121,-0.158559225020431,-0.403046655184103,0.154989341611931,-0.812851030288652,-0.603152323225179,-0.294744553442672,0.513757618672986
"comedy","Hortense","F","","",NA,"
            
HORTENSE:
Merci vielmols Monsieur le Président. Ich wurr alles im Camille üssrichte. 
            
(Lajt beidi Sache uff's Kanebe).
",20,1,0.05,-0.344720208545006,0.209421664171819,-0.106639838481442,-0.338113313518984,-0.064526213728425,-0.427376987379329,0.131549238097041,-0.860499012648018,-0.632662166081363,-0.240191607913495,0.536388944571369
"comedy","Président vum Fuessballe-Club « Etoile »","M","sports_club_president","associative_world",NA,"
            
PRESIDENT:
Exküsiere Sie liewi Hochzittere, ich hab noch schnell e Concours ze organisiere. 
            
(Salütiert, schnell ab).
",18,4,0.222222222222222,-0.344720208545006,0.209421664171819,-0.106639838481442,-0.338113313518984,-0.064526213728425,-0.427376987379329,0.131549238097041,-0.860499012648018,-0.632662166081363,-0.240191607913495,0.536388944571369
"comedy","Octavie","M","","",NA,"
            
OCTAVIE:
Der isch au bressiert. M'r maant alli han 's Laufe. Naan, so e Theater. 
            
(Holt 's Clairon un betracht's).
",23,1,0.0434782608695652,-0.287293577344824,0.342906593904957,0.0414097479040747,-0.325534383642063,0.031044520885334,-0.445748320220093,0.0994415310277337,-0.900608541364808,-0.627646697142407,-0.183185230987802,0.561540456329755
"comedy","Octavie","M","","",NA,"
            
OCTAVIE:
(schlaat d'Hände zamme, hebbt d'Ohre zue)
Hör uff!
",13,2,0.153846153846154,-0.287293577344824,0.342906593904957,0.0414097479040747,-0.325534383642063,0.031044520885334,-0.445748320220093,0.0994415310277337,-0.900608541364808,-0.627646697142407,-0.183185230987802,0.561540456329755
"comedy","Octavie","M","","",NA,"
            
OCTAVIE:
(Ditt uff d'Grossmame, bekummt Lachkrämpf, danzt im Ringelerum, macht d'Exercice
            nooch).
",16,2,0.125,-0.245177806559152,0.460834739567115,0.183623894728953,-0.313110664951239,0.123942270662224,-0.460347374815417,0.0622560119959721,-0.931345587238814,-0.589965524530028,-0.130656354450666,0.588220134969887
"comedy","Hortense","F","","",NA,"
            
HORTENSE:
(setzt ab)
Herrjeses! Babbe, dü hesch jo dini Hosse vergesse.
",13,2,0.153846153846154,-0.245177806559152,0.460834739567115,0.183623894728953,-0.313110664951239,0.123942270662224,-0.460347374815417,0.0622560119959721,-0.931345587238814,-0.589965524530028,-0.130656354450666,0.588220134969887
"comedy","Conrad","M","","",NA,"
            
CONRAD:
Was d'Hosse? 
            
(Luejt an sich nab)
(Schnell ab).
",14,1,0.0714285714285714,-0.220652618172216,0.554637433970024,0.312271896426366,-0.301076489441942,0.21017396579645,-0.473458784317397,0.0239355212504617,-0.951297701600484,-0.523062468969923,-0.0889608940433929,0.615394120060215
"comedy","Octavie","M","","",NA,"
            
OCTAVIE:
Grossmame hör uff! 
            
(Lacht)
",7,2,0.285714285714286,-0.220652618172216,0.554637433970024,0.312271896426366,-0.301076489441942,0.21017396579645,-0.473458784317397,0.0239355212504617,-0.951297701600484,-0.523062468969923,-0.0889608940433929,0.615394120060215
"comedy","Grossmame","F","","",NA,"
            
GROSSMAME:
Mit Müsik isch's viel besser gange. 
            
(Losst e Hantel falle, krischt).
(Hüpst uff aam Baan links ab).
",23,3,0.130434782608696,-0.21498934540664,0.617200356361706,0.420355413912294,-0.290067682604884,0.286257247974588,-0.487289861801428,-0.0114715695593067,-0.959611599961429,-0.431724961424255,-0.0633622910687731,0.642082659281374
"comedy","Hortense","F","","",NA,"
            
HORTENSE:
Un d'r Camille isch als noch nit do. 
            
(Lajt 's Clairon uff's Kanebe).
(Es klopft).
",21,1,0.0476190476190476,-0.21498934540664,0.617200356361706,0.420355413912294,-0.290067682604884,0.286257247974588,-0.487289861801428,-0.0114715695593067,-0.959611599961429,-0.431724961424255,-0.0633622910687731,0.642082659281374
"comedy","Président vum Fuessballe-Club « Etoile »","M","sports_club_president","associative_world",NA,"
            
PRESIDENT:
Was, er bambelt? Enfin, Gschbass uff d'Sitt. In aller Anerkennung vum Camille sine Mérites am
            Velo-Club « Blitz », hab ich die gross Ehr, Ihne Mademoiselle Hortense zuem küenftige Ehestandsglüeck
            ze gratüliere, un im Name vum Club, im ehrewerte membre Camille e Velo ze üewerreiche, mit dem
            Wunsch, dass er mit dem Velo in's Glüeck nynstrample, un im Club e trej's Mitglied bliewe möcht.
",68,9,0.132352941176471,-0.228385605788005,0.643388323294467,0.502042106026573,-0.281119972199306,0.34947619599726,-0.503807296039115,-0.0400618120469075,-0.956095019184394,-0.321780497006133,-0.0576072306172818,0.667448106034169
"comedy","Hortense","F","","",NA,"
            
HORTENSE:
Merci vielmols im Name vum — o ich bin ganz gerüehrt.
",12,1,0.0833333333333333,-0.228385605788005,0.643388323294467,0.502042106026573,-0.281119972199306,0.34947619599726,-0.503807296039115,-0.0400618120469075,-0.956095019184394,-0.321780497006133,-0.0576072306172818,0.667448106034169
"comedy","Président vum Fuessballe-Club « Etoile »","M","sports_club_president","associative_world",NA,"
            
PRESIDENT:
Mer kann's verstehn. Ja, ich muess gehn, ich bin bressiert. 
            
(Handschmutz)
",15,1,0.0666666666666667,-0.259972153520747,0.630440334627399,0.553019038901498,-0.27561823376394,0.39808068066009,-0.524596700516349,-0.0583145897753619,-0.941273496332903,-0.199748495132596,-0.0736272930461294,0.690867698021674
"comedy","Octavie","M","","",NA,"
            
OCTAVIE:
Haha, der isch au bressiert. Awer wenn's eso wittersch geht, no kannsch e Sportsgschäft
            anfange.
",17,1,0.0588235294117647,-0.259972153520747,0.630440334627399,0.553019038901498,-0.27561823376394,0.39808068066009,-0.524596700516349,-0.0583145897753619,-0.941273496332903,-0.199748495132596,-0.0736272930461294,0.690867698021674
