,Id_block,valence_als,arousal_als,dominance_als,anger_als,disgust_als,fear_als,joy_als,sadness_als,surprise_als,trust_als,anticipation_als,valence_fr,arousal_fr,dominance_fr,anger_fr,disgust_fr,fear_fr,joy_fr,sadness_fr,surprise_fr,trust_fr,anticipation_fr
trust_als,-0.047749182,0.475818229,-0.198377975,0.529662364,-0.262234529,-0.325500453,-0.377329388,0.094412036,-0.339154292,0.031376856,1,0.101880531,0.209478903,-0.150069251,0.116789757,-0.20617132,-0.109068665,-0.062885557,0.060608585,-0.148923252,0.029010415,-0.07254132,0.36481465
anticipation_als,-0.004987441,0.103811918,0.021999153,-0.031432801,-0.165729977,-0.231131273,-0.204535841,0.134943412,-0.163632413,0.317540948,0.101880531,1,0.017414035,-0.035712542,0.028220634,-0.02951159,-0.090034557,-0.101190441,-0.04532868,-0.032633273,0.119715832,0.269465877,0.118911038
valence_fr,-0.1167816,0.366615359,-0.175399973,0.255901199,-0.24564824,-0.195516119,-0.189843604,0.036337986,-0.207309605,0.045470337,0.209478903,0.017414035,1,-0.345526342,0.505720759,-0.581991948,-0.551722954,-0.28242368,0.159760463,-0.543988848,0.151617506,-0.079529171,0.379923277
arousal_fr,0.118328555,-0.150542009,0.292263127,-0.096486669,0.205762453,0.065173786,0.108049573,0.050390347,0.074461085,0.039240078,-0.150069251,-0.035712542,-0.345526342,1,0.095853533,0.397802178,0.146505909,0.325548451,0.018052864,0.253238214,0.080751481,0.236228641,-0.066247254
dominance_fr,-0.126422436,0.184729619,-0.044197908,0.260122,-0.092645022,-0.168588971,-0.092553138,-0.056187848,-0.133362989,0.033159703,0.116789757,0.028220634,0.505720759,0.095853533,1,-0.299676993,-0.443173718,-0.199199384,-0.033988088,-0.267245349,-0.021635447,0.028770468,0.427107882
anger_fr,0.175448009,-0.249312248,0.14145743,-0.193558617,0.210334871,0.163016216,0.15847455,0.038033038,0.104087315,-0.073083242,-0.20617132,-0.02951159,-0.581991948,0.397802178,-0.299676993,1,0.576873714,0.431069439,-0.085793942,0.302833649,-0.023531137,0.099905774,-0.199215462
disgust_fr,0.111132752,-0.137327719,0.00445005,-0.163171309,0.061804561,0.169904204,0.072270059,0.009740286,0.052300275,-0.085902395,-0.109068665,-0.090034557,-0.551722954,0.146505909,-0.443173718,0.576873714,1,0.33078436,-0.163101912,0.48319679,0.06043573,0.121679258,-0.175875015
fear_fr,0.139367803,-0.035026142,0.015732674,-0.07147038,0.134503121,0.107389825,0.06082868,0.110774223,0.00884493,0.042745729,-0.062885557,-0.101190441,-0.28242368,0.325548451,-0.199199384,0.431069439,0.33078436,1,-0.086005001,0.419406131,0.425337974,0.132521813,-0.169336199
joy_fr,0.007829286,0.109875205,-0.023608259,0.089835656,-0.053298917,-0.042646298,0.002650572,-0.043073602,-0.030466592,-0.017552672,0.060608585,-0.04532868,0.159760463,0.018052864,-0.033988088,-0.085793942,-0.163101912,-0.086005001,1,-0.022371039,-0.086910409,-0.014303687,-0.078223019
sadness_fr,0.119188797,-0.130127235,0.009432814,-0.153226222,0.059864976,0.124849653,0.070160941,-0.04266334,0.108991336,-0.037843968,-0.148923252,-0.032633273,-0.543988848,0.253238214,-0.267245349,0.302833649,0.48319679,0.419406131,-0.022371039,1,0.021671046,0.08035847,-0.160560608
surprise_fr,0.138239908,0.111948315,-0.012405338,-0.004248339,-0.078730278,-0.057493479,-0.075682644,0.13145269,-0.077932095,0.116604059,0.029010415,0.119715832,0.151617506,0.080751481,-0.021635447,-0.023531137,0.06043573,0.425337974,-0.086910409,0.021671046,1,0.176587681,-0.019689121
trust_fr,0.167900712,0.027727559,0.064834654,0.012437346,-0.004193843,0.002263941,-0.059352293,0.036314766,-0.098243552,0.083491596,-0.07254132,0.269465877,-0.079529171,0.236228641,0.028770468,0.099905774,0.121679258,0.132521813,-0.014303687,0.08035847,0.176587681,1,0.020417322
anticipation_fr,-0.038853756,0.228294748,-0.104126521,0.255392556,-0.153184258,-0.20802572,-0.20182517,-0.047487276,-0.21712442,0.022217894,0.36481465,0.118911038,0.379923277,-0.066247254,0.427107882,-0.199215462,-0.175875015,-0.169336199,-0.078223019,-0.160560608,-0.019689121,0.020417322,1
